# χ_ent(t) = -ln(Σ_s |⟨s|ψ(t)⟩|^4)  Fock-basis IPR averaged over 20/20 random Fock initial states
# C(t) = (4/L) Σ_k [⟨n_k n_{k+1}⟩ - ⟨n_k⟩⟨n_{k+1}⟩]  connected NN density correlator; T=∞ plateau = -1/(L-1) = -0.06666666666666667
# L=16  N=8  t_hop=1.0  V=1.0  tp=0.0  Vp=0.0  rng_seed=42
# ln(D) = 9.462654300590172  (ergodic ceiling: χ_ent → ln(D) - ln(2) ≈ 8.769507120030227 for thermalizing system)
time,chi_ent_mean,chi_ent_std,C_mean,C_std
0.9550,5.96435761,0.57988815,-0.16847469,0.04315894
0.9600,5.97756713,0.57900003,-0.16742938,0.04323820
0.9650,5.99079699,0.57821084,-0.16641192,0.04330068
0.9700,6.00405109,0.57751558,-0.16542249,0.04334642
0.9750,6.01733299,0.57690919,-0.16446122,0.04337548
0.9800,6.03064593,0.57638654,-0.16352820,0.04338799
0.9850,6.04399288,0.57594244,-0.16262345,0.04338405
0.9900,6.05737649,0.57557170,-0.16174699,0.04336381
0.9950,6.07079912,0.57526908,-0.16089878,0.04332746
1.0000,6.08426284,0.57502937,-0.16007871,0.04327518
1.0050,6.09776942,0.57484737,-0.15928668,0.04320720
1.0100,6.11132037,0.57471790,-0.15852251,0.04312376
1.0150,6.12491687,0.57463580,-0.15778600,0.04302512
1.0200,6.13855986,0.57459596,-0.15707691,0.04291157
1.0250,6.15224999,0.57459334,-0.15639495,0.04278342
1.0300,6.16598764,0.57462292,-0.15573982,0.04264100
1.0350,6.17977289,0.57467976,-0.15511114,0.04248465
1.0400,6.19360558,0.57475897,-0.15450855,0.04231475
1.0450,6.20748529,0.57485574,-0.15393162,0.04213169
1.0500,6.22141131,0.57496533,-0.15337990,0.04193589
1.0550,6.23538269,0.57508308,-0.15285291,0.04172776
1.0600,6.24939822,0.57520439,-0.15235014,0.04150777
1.0650,6.26345644,0.57532476,-0.15187104,0.04127637
1.0700,6.27755566,0.57543977,-0.15141505,0.04103406
1.0750,6.29169391,0.57554509,-0.15098157,0.04078133
1.0800,6.30586903,0.57563649,-0.15056998,0.04051872
1.0850,6.32007859,0.57570982,-0.15017965,0.04024676
1.0900,6.33431997,0.57576105,-0.14980991,0.03996601
1.0950,6.34859032,0.57578626,-0.14946008,0.03967703
1.1000,6.36288656,0.57578163,-0.14912944,0.03938043
1.1050,6.37720543,0.57574349,-0.14881728,0.03907679
1.1100,6.39154347,0.57566827,-0.14852286,0.03876675
1.1150,6.40589703,0.57555255,-0.14824542,0.03845094
1.1200,6.42026228,0.57539307,-0.14798419,0.03812999
1.1250,6.43463522,0.57518670,-0.14773840,0.03780459
1.1300,6.44901169,0.57493049,-0.14750724,0.03747539
1.1350,6.46338737,0.57462167,-0.14728992,0.03714308
1.1400,6.47775782,0.57425763,-0.14708563,0.03680837
1.1450,6.49211846,0.57383600,-0.14689354,0.03647196
1.1500,6.50646457,0.57335457,-0.14671283,0.03613456
1.1550,6.52079136,0.57281137,-0.14654267,0.03579691
1.1600,6.53509392,0.57220467,-0.14638222,0.03545973
1.1650,6.54936726,0.57153295,-0.14623066,0.03512375
1.1700,6.56360631,0.57079496,-0.14608715,0.03478974
1.1750,6.57780594,0.56998970,-0.14595085,0.03445842
1.1800,6.59196099,0.56911644,-0.14582094,0.03413055
1.1850,6.60606623,0.56817474,-0.14569657,0.03380686
1.1900,6.62011644,0.56716443,-0.14557693,0.03348811
1.1950,6.63410636,0.56608564,-0.14546119,0.03317503
1.2000,6.64803074,0.56493878,-0.14534855,0.03286834
1.2050,6.66188435,0.56372460,-0.14523819,0.03256877
1.2100,6.67566196,0.56244413,-0.14512934,0.03227702
1.2150,6.68935840,0.56109871,-0.14502119,0.03199379
1.2200,6.70296853,0.55969001,-0.14491297,0.03171974
1.2250,6.71648728,0.55821999,-0.14480393,0.03145553
1.2300,6.72990964,0.55669091,-0.14469331,0.03120178
1.2350,6.74323068,0.55510537,-0.14458039,0.03095908
1.2400,6.75644556,0.55346622,-0.14446443,0.03072800
1.2450,6.76954955,0.55177664,-0.14434476,0.03050906
1.2500,6.78253801,0.55004007,-0.14422066,0.03030277
1.2550,6.79540645,0.54826020,-0.14409149,0.03010955
1.2600,6.80815047,0.54644102,-0.14395659,0.02992983
1.2650,6.82076583,0.54458670,-0.14381534,0.02976395
1.2700,6.83324842,0.54270168,-0.14366712,0.02961221
1.2750,6.84559430,0.54079059,-0.14351136,0.02947488
1.2800,6.85779967,0.53885821,-0.14334747,0.02935215
1.2850,6.86986091,0.53690951,-0.14317493,0.02924416
1.2900,6.88177454,0.53494960,-0.14299322,0.02915100
1.2950,6.89353728,0.53298366,-0.14280183,0.02907269
1.3000,6.90514604,0.53101699,-0.14260029,0.02900921
1.3050,6.91659789,0.52905492,-0.14238817,0.02896047
1.3100,6.92789010,0.52710281,-0.14216502,0.02892633
1.3150,6.93902013,0.52516602,-0.14193046,0.02890659
1.3200,6.94998563,0.52324985,-0.14168412,0.02890100
1.3250,6.96078444,0.52135956,-0.14142564,0.02890927
1.3300,6.97141462,0.51950030,-0.14115471,0.02893104
1.3350,6.98187441,0.51767709,-0.14087104,0.02896592
1.3400,6.99216225,0.51589479,-0.14057435,0.02901348
1.3450,7.00227678,0.51415806,-0.14026440,0.02907324
1.3500,7.01221685,0.51247135,-0.13994099,0.02914471
1.3550,7.02198148,0.51083886,-0.13960392,0.02922735
1.3600,7.03156991,0.50926452,-0.13925303,0.02932060
1.3650,7.04098158,0.50775194,-0.13888819,0.02942387
1.3700,7.05021609,0.50630444,-0.13850929,0.02953657
1.3750,7.05927326,0.50492496,-0.13811625,0.02965807
1.3800,7.06815308,0.50361609,-0.13770901,0.02978776
1.3850,7.07685574,0.50238006,-0.13728755,0.02992500
1.3900,7.08538158,0.50121867,-0.13685186,0.03006914
1.3950,7.09373116,0.50013335,-0.13640197,0.03021956
1.4000,7.10190517,0.49912509,-0.13593792,0.03037561
1.4050,7.10990449,0.49819449,-0.13545978,0.03053666
1.4100,7.11773018,0.49734171,-0.13496766,0.03070209
1.4150,7.12538343,0.49656651,-0.13446167,0.03087127
1.4200,7.13286561,0.49586822,-0.13394197,0.03104361
1.4250,7.14017825,0.49524580,-0.13340871,0.03121850
1.4300,7.14732301,0.49469778,-0.13286209,0.03139537
1.4350,7.15430172,0.49422233,-0.13230232,0.03157366
1.4400,7.16111632,0.49381726,-0.13172964,0.03175280
1.4450,7.16776894,0.49348004,-0.13114431,0.03193227
1.4500,7.17426181,0.49320779,-0.13054660,0.03211156
1.4550,7.18059731,0.49299738,-0.12993680,0.03229017
1.4600,7.18677795,0.49284536,-0.12931524,0.03246762
1.4650,7.19280636,0.49274805,-0.12868224,0.03264346
1.4700,7.19868531,0.49270155,-0.12803817,0.03281724
1.4750,7.20441770,0.49270177,-0.12738338,0.03298854
1.4800,7.21000654,0.49274444,-0.12671827,0.03315697
1.4850,7.21545496,0.49282518,-0.12604323,0.03332215
1.4900,7.22076620,0.49293946,-0.12535868,0.03348371
1.4950,7.22594364,0.49308272,-0.12466506,0.03364130
1.5000,7.23099075,0.49325030,-0.12396279,0.03379462
1.5050,7.23591111,0.49343753,-0.12325235,0.03394336
1.5100,7.24070842,0.49363975,-0.12253419,0.03408722
1.5150,7.24538648,0.49385230,-0.12180879,0.03422594
1.5200,7.24994918,0.49407057,-0.12107665,0.03435928
1.5250,7.25440051,0.49429000,-0.12033825,0.03448700
1.5300,7.25874455,0.49450612,-0.11959411,0.03460889
1.5350,7.26298548,0.49471455,-0.11884473,0.03472475
1.5400,7.26712756,0.49491102,-0.11809064,0.03483440
1.5450,7.27117510,0.49509139,-0.11733236,0.03493768
1.5500,7.27513251,0.49525162,-0.11657042,0.03503445
1.5550,7.27900427,0.49538785,-0.11580536,0.03512456
1.5600,7.28279490,0.49549634,-0.11503770,0.03520791
1.5650,7.28650898,0.49557350,-0.11426799,0.03528440
1.5700,7.29015114,0.49561592,-0.11349677,0.03535393
1.5750,7.29372604,0.49562032,-0.11272459,0.03541645
1.5800,7.29723838,0.49558357,-0.11195197,0.03547188
1.5850,7.30069287,0.49550274,-0.11117947,0.03552020
1.5900,7.30409425,0.49537500,-0.11040761,0.03556137
1.5950,7.30744724,0.49519772,-0.10963694,0.03559537
1.6000,7.31075660,0.49496839,-0.10886799,0.03562220
1.6050,7.31402704,0.49468465,-0.10810129,0.03564188
1.6100,7.31726327,0.49434430,-0.10733735,0.03565442
1.6150,7.32046997,0.49394526,-0.10657670,0.03565986
1.6200,7.32365178,0.49348559,-0.10581984,0.03565825
1.6250,7.32681329,0.49296351,-0.10506729,0.03564965
1.6300,7.32995906,0.49237732,-0.10431953,0.03563413
1.6350,7.33309358,0.49172548,-0.10357706,0.03561177
1.6400,7.33622127,0.49100657,-0.10284034,0.03558265
1.6450,7.33934647,0.49021928,-0.10210986,0.03554690
1.6500,7.34247345,0.48936244,-0.10138607,0.03550461
1.6550,7.34560640,0.48843497,-0.10066942,0.03545591
1.6600,7.34874941,0.48743594,-0.09996034,0.03540094
1.6650,7.35190647,0.48636451,-0.09925926,0.03533984
1.6700,7.35508147,0.48521998,-0.09856658,0.03527277
1.6750,7.35827819,0.48400176,-0.09788271,0.03519988
1.6800,7.36150031,0.48270938,-0.09720804,0.03512134
1.6850,7.36475138,0.48134249,-0.09654292,0.03503734
1.6900,7.36803483,0.47990087,-0.09588773,0.03494806
1.6950,7.37135400,0.47838442,-0.09524279,0.03485370
1.7000,7.37471206,0.47679318,-0.09460844,0.03475447
1.7050,7.37811208,0.47512730,-0.09398499,0.03465056
1.7100,7.38155701,0.47338706,-0.09337273,0.03454220
1.7150,7.38504964,0.47157290,-0.09277194,0.03442962
1.7200,7.38859265,0.46968535,-0.09218289,0.03431304
1.7250,7.39218858,0.46772511,-0.09160581,0.03419270
1.7300,7.39583985,0.46569299,-0.09104095,0.03406884
1.7350,7.39954872,0.46358995,-0.09048851,0.03394171
1.7400,7.40331734,0.46141705,-0.08994869,0.03381157
1.7450,7.40714771,0.45917553,-0.08942166,0.03367866
1.7500,7.41104170,0.45686671,-0.08890759,0.03354326
1.7550,7.41500105,0.45449206,-0.08840662,0.03340562
1.7600,7.41902736,0.45205317,-0.08791888,0.03326601
1.7650,7.42312208,0.44955173,-0.08744447,0.03312471
1.7700,7.42728656,0.44698956,-0.08698349,0.03298198
1.7750,7.43152199,0.44436858,-0.08653600,0.03283810
1.7800,7.43582944,0.44169081,-0.08610207,0.03269334
1.7850,7.44020984,0.43895835,-0.08568174,0.03254799
1.7900,7.44466399,0.43617341,-0.08527502,0.03240231
1.7950,7.44919256,0.43333826,-0.08488193,0.03225659
1.8000,7.45379609,0.43045523,-0.08450244,0.03211109
1.8050,7.45847500,0.42752674,-0.08413654,0.03196610
1.8100,7.46322957,0.42455525,-0.08378417,0.03182188
1.8150,7.46805996,0.42154324,-0.08344528,0.03167871
1.8200,7.47296620,0.41849327,-0.08311978,0.03153684
1.8250,7.47794820,0.41540787,-0.08280760,0.03139654
1.8300,7.48300574,0.41228964,-0.08250860,0.03125807
1.8350,7.48813850,0.40914115,-0.08222269,0.03112168
1.8400,7.49334601,0.40596498,-0.08194971,0.03098762
1.8450,7.49862770,0.40276370,-0.08168951,0.03085612
1.8500,7.50398289,0.39953988,-0.08144193,0.03072742
1.8550,7.50941076,0.39629603,-0.08120678,0.03060174
1.8600,7.51491040,0.39303466,-0.08098388,0.03047931
1.8650,7.52048078,0.38975821,-0.08077302,0.03036033
1.8700,7.52612076,0.38646912,-0.08057398,0.03024500
1.8750,7.53182909,0.38316973,-0.08038653,0.03013351
1.8800,7.53760442,0.37986236,-0.08021042,0.03002605
1.8850,7.54344529,0.37654926,-0.08004541,0.02992278
1.8900,7.54935013,0.37323261,-0.07989123,0.02982385
1.8950,7.55531729,0.36991453,-0.07974761,0.02972943
1.9000,7.56134501,0.36659709,-0.07961426,0.02963964
1.9050,7.56743143,0.36328227,-0.07949090,0.02955462
1.9100,7.57357460,0.35997198,-0.07937722,0.02947446
1.9150,7.57977248,0.35666808,-0.07927292,0.02939927
1.9200,7.58602294,0.35337234,-0.07917767,0.02932914
1.9250,7.59232376,0.35008648,-0.07909116,0.02926415
1.9300,7.59867262,0.34681214,-0.07901306,0.02920435
1.9350,7.60506713,0.34355091,-0.07894303,0.02914980
1.9400,7.61150483,0.34030431,-0.07888073,0.02910053
1.9450,7.61798316,0.33707380,-0.07882582,0.02905656
1.9500,7.62449949,0.33386080,-0.07877795,0.02901792
1.9550,7.63105112,0.33066666,-0.07873677,0.02898461
1.9600,7.63763526,0.32749270,-0.07870192,0.02895661
1.9650,7.64424908,0.32434020,-0.07867304,0.02893390
1.9700,7.65088966,0.32121039,-0.07864977,0.02891645
1.9750,7.65755402,0.31810448,-0.07863176,0.02890423
1.9800,7.66423914,0.31502363,-0.07861863,0.02889717
1.9850,7.67094191,0.31196902,-0.07861004,0.02889522
1.9900,7.67765919,0.30894178,-0.07860561,0.02889830
1.9950,7.68438780,0.30594303,-0.07860498,0.02890635
2.0000,7.69112448,0.30297390,-0.07860779,0.02891927
2.0050,7.69786598,0.30003551,-0.07861369,0.02893698
2.0100,7.70460896,0.29712898,-0.07862231,0.02895936
2.0150,7.71135010,0.29425544,-0.07863331,0.02898633
2.0200,7.71808603,0.29141603,-0.07864633,0.02901776
2.0250,7.72481336,0.28861190,-0.07866103,0.02905354
2.0300,7.73152871,0.28584425,-0.07867706,0.02909357
2.0350,7.73822867,0.28311426,-0.07869408,0.02913770
2.0400,7.74490984,0.28042317,-0.07871177,0.02918582
2.0450,7.75156884,0.27777223,-0.07872978,0.02923780
2.0500,7.75820230,0.27516274,-0.07874781,0.02929351
2.0550,7.76480686,0.27259601,-0.07876554,0.02935282
2.0600,7.77137921,0.27007339,-0.07878264,0.02941561
2.0650,7.77791607,0.26759630,-0.07879884,0.02948172
2.0700,7.78441421,0.26516614,-0.07881382,0.02955104
2.0750,7.79087046,0.26278438,-0.07882730,0.02962344
2.0800,7.79728170,0.26045252,-0.07883900,0.02969878
2.0850,7.80364490,0.25817209,-0.07884865,0.02977693
2.0900,7.80995709,0.25594464,-0.07885598,0.02985776
2.0950,7.81621539,0.25377175,-0.07886075,0.02994115
2.1000,7.82241703,0.25165503,-0.07886271,0.03002697
2.1050,7.82855932,0.24959611,-0.07886161,0.03011511
2.1100,7.83463970,0.24759662,-0.07885725,0.03020543
2.1150,7.84065569,0.24565819,-0.07884939,0.03029782
2.1200,7.84660497,0.24378247,-0.07883783,0.03039216
2.1250,7.85248532,0.24197109,-0.07882238,0.03048835
2.1300,7.85829465,0.24022565,-0.07880285,0.03058626
2.1350,7.86403100,0.23854774,-0.07877906,0.03068579
2.1400,7.86969258,0.23693891,-0.07875085,0.03078684
2.1450,7.87527770,0.23540066,-0.07871806,0.03088929
2.1500,7.88078483,0.23393443,-0.07868054,0.03099306
2.1550,7.88621258,0.23254159,-0.07863817,0.03109804
2.1600,7.89155972,0.23122344,-0.07859083,0.03120414
2.1650,7.89682513,0.22998118,-0.07853838,0.03131125
2.1700,7.90200787,0.22881591,-0.07848075,0.03141930
2.1750,7.90710712,0.22772860,-0.07841783,0.03152819
2.1800,7.91212221,0.22672012,-0.07834954,0.03163783
2.1850,7.91705261,0.22579116,-0.07827582,0.03174814
2.1900,7.92189792,0.22494230,-0.07819660,0.03185903
2.1950,7.92665786,0.22417395,-0.07811185,0.03197043
2.2000,7.93133230,0.22348633,-0.07802151,0.03208225
2.2050,7.93592122,0.22287950,-0.07792556,0.03219441
2.2100,7.94042472,0.22235333,-0.07782399,0.03230683
2.2150,7.94484300,0.22190750,-0.07771678,0.03241945
2.2200,7.94917638,0.22154148,-0.07760394,0.03253218
2.2250,7.95342529,0.22125454,-0.07748548,0.03264494
