# E0 = 19.46
time,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20
9.700000,5.5745150465e-01,5.4218467313e-01,5.3115453729e-01,5.4690224603e-01,5.3195355407e-01,5.3363606170e-01,5.3114300629e-01,5.1460249320e-01,5.2032677454e-01,5.0989565305e-01,4.9457183333e-01,4.8364163701e-01,4.8560157647e-01,4.6984233185e-01,4.6450871069e-01,4.7316036580e-01,4.5435173147e-01,4.6542599910e-01,4.4853746428e-01,4.4110784606e-01
9.750000,5.5624033290e-01,5.4297786257e-01,5.3115627763e-01,5.4793813758e-01,5.3093236653e-01,5.3339428961e-01,5.3123690612e-01,5.1516653316e-01,5.2065682617e-01,5.1028285224e-01,4.9436378795e-01,4.8360629970e-01,4.8491035665e-01,4.7067780365e-01,4.6283828338e-01,4.7451191011e-01,4.5477301085e-01,4.6460386224e-01,4.4653004053e-01,4.4320226041e-01
9.800000,5.5491634863e-01,5.4373166861e-01,5.3148232127e-01,5.4871421557e-01,5.2996777078e-01,5.3313149668e-01,5.3128987335e-01,5.1584219568e-01,5.2096459595e-01,5.1060973105e-01,4.9424140760e-01,4.8369857131e-01,4.8398382481e-01,4.7152080416e-01,4.6139644927e-01,4.7576608281e-01,4.5513523246e-01,4.6343845202e-01,4.4479002729e-01,4.4537893070e-01
9.850000,5.5352054868e-01,5.4443301187e-01,5.3211237688e-01,5.4918119005e-01,5.2907925362e-01,5.3286337058e-01,5.3132533791e-01,5.1661742648e-01,5.2124946833e-01,5.1085838284e-01,4.9422502520e-01,4.8390117418e-01,4.8283652616e-01,4.7232924040e-01,4.6024058733e-01,4.7692016758e-01,4.5538500391e-01,4.6198147020e-01,4.4335299030e-01,4.4758744750e-01
9.900000,5.5209314014e-01,5.4506447265e-01,5.3301978225e-01,5.4929884883e-01,5.2828079074e-01,5.3261162264e-01,5.3136947796e-01,5.1747082583e-01,5.2151290447e-01,5.1101472743e-01,4.9432851121e-01,4.8419060845e-01,4.8149969119e-01,4.7306706785e-01,4.5941546360e-01,4.7796538497e-01,4.5547345734e-01,4.6030037073e-01,4.4224646788e-01,4.4977638383e-01
9.950000,5.5067257563e-01,5.4560692496e-01,5.3417273703e-01,5.4903832652e-01,5.2758375015e-01,5.3239968166e-01,5.3144789531e-01,5.1837290246e-01,5.2176121691e-01,5.1107092681e-01,4.9455647712e-01,4.8453895927e-01,4.8001912569e-01,4.7370579382e-01,4.5894872465e-01,4.7888190944e-01,4.5536365336e-01,4.5847521483e-01,4.4148985240e-01,4.5189335198e-01
10.000000,5.4929626983e-01,5.4604192108e-01,5.3553145988e-01,5.4838704110e-01,5.2699911604e-01,5.3225056331e-01,5.3158223463e-01,5.1929129237e-01,5.2200535738e-01,5.1102527943e-01,4.9490284700e-01,4.8491569493e-01,4.7845103557e-01,4.7422391434e-01,4.5884605088e-01,4.7963784041e-01,4.5503823511e-01,4.5659394115e-01,4.4109309127e-01,4.5388681427e-01
10.050000,5.4800021869e-01,5.4635208523e-01,5.3704404647e-01,5.4735255071e-01,5.2653822059e-01,5.3218621665e-01,5.3178841902e-01,5.2019501528e-01,5.2225792169e-01,5.1088070995e-01,4.9535067869e-01,4.8528938627e-01,4.7685833922e-01,4.7460927064e-01,4.5908981875e-01,4.8019172453e-01,4.5450492327e-01,4.5474502862e-01,4.4105651439e-01,4.5570891133e-01
10.100000,5.4681844860e-01,5.4652035481e-01,5.3864569283e-01,5.4596405454e-01,5.2621321952e-01,5.3222404426e-01,5.3207731794e-01,5.2105483538e-01,5.2252943629e-01,5.1064602903e-01,4.9587333938e-01,4.8562954775e-01,4.7530641391e-01,4.7486155343e-01,4.5964205868e-01,4.8049791917e-01,4.5379609501e-01,4.5300878982e-01,4.4137289915e-01,4.5731795047e-01
10.150000,5.4578292479e-01,5.4652991603e-01,5.4026351097e-01,5.4427198573e-01,5.2603565570e-01,5.3237088036e-01,5.3245856964e-01,5.2184172768e-01,5.2282622585e-01,5.1033967412e-01,4.9643823997e-01,4.8590787493e-01,4.7385639403e-01,4.7499094531e-01,4.6044915009e-01,4.8051214240e-01,4.5296293922e-01,4.5145102416e-01,4.4203070308e-01,4.5867951594e-01
10.200000,5.4492278809e-01,5.4636618340e-01,5.4182285026e-01,5.4234518744e-01,5.2601401777e-01,5.3262018075e-01,5.3294220885e-01,5.2252705122e-01,5.2314925294e-01,5.0999063812e-01,4.9701236671e-01,4.8609943391e-01,4.7255932418e-01,4.7501454502e-01,4.6144660292e-01,4.8019719358e-01,4.5206747567e-01,4.5012029475e-01,4.4301565982e-01,4.5976674458e-01
10.250000,5.4426257483e-01,5.4601894375e-01,5.4325227103e-01,5.4026644961e-01,5.2615370929e-01,5.3295356105e-01,5.3353587870e-01,5.2308657226e-01,5.2349251553e-01,5.0963535523e-01,4.9756686573e-01,4.8618428900e-01,4.7145491244e-01,4.7495269263e-01,4.6256291158e-01,4.7953003443e-01,4.5117418163e-01,4.4904680702e-01,4.4430956175e-01,4.6055991253e-01
10.300000,5.4382010555e-01,5.4548190412e-01,5.4448684632e-01,5.3812948772e-01,5.2645775634e-01,5.3334188525e-01,5.3424261380e-01,5.2350645047e-01,5.2384270971e-01,5.0931186159e-01,4.9807917621e-01,4.8614912307e-01,4.7057479531e-01,4.7482410842e-01,4.6372349453e-01,4.7850881888e-01,4.5034180749e-01,4.4824161998e-01,4.4588971568e-01,4.6104571956e-01
10.350000,5.4360479492e-01,5.4474950809e-01,5.4547131981e-01,5.3603575395e-01,5.2692590182e-01,5.3374585314e-01,5.3506015850e-01,5.2378711873e-01,5.2418148035e-01,5.0905395392e-01,4.9853200700e-01,4.8598842972e-01,4.6994685924e-01,4.7464020608e-01,4.6485528047e-01,4.7715696793e-01,4.4961795886e-01,4.4769770431e-01,4.4773050257e-01,4.6121824061e-01
10.400000,5.4361619141e-01,5.4381541253e-01,5.4616327614e-01,5.3408599112e-01,5.2755376011e-01,5.3411953851e-01,5.3597993635e-01,5.2394352983e-01,5.2448841481e-01,5.0888884990e-01,4.9891126849e-01,4.8570458784e-01,4.6959647450e-01,4.7440206294e-01,4.6589166482e-01,4.7552202103e-01,4.4903893072e-01,4.4739227297e-01,4.4980494417e-01,4.6108087180e-01
10.450000,5.4384363620e-01,5.4267509705e-01,5.4653599662e-01,5.3236810690e-01,5.2833389851e-01,5.3441595985e-01,5.3698628138e-01,5.2400134710e-01,5.2474310147e-01,5.0883771802e-01,4.9920546995e-01,4.8530698961e-01,4.6954270382e-01,4.7410157208e-01,4.6677780447e-01,4.7366922220e-01,4.4863378345e-01,4.4728960395e-01,4.5208392463e-01,4.6064778275e-01
10.500000,5.4426707720e-01,5.4132944433e-01,5.4658147577e-01,5.3094806882e-01,5.2925825651e-01,5.3459326407e-01,5.3805667272e-01,5.2399140189e-01,5.2492697352e-01,5.0891551389e-01,4.9940584626e-01,4.8481029885e-01,4.6979294941e-01,4.7372566500e-01,4.6747575532e-01,4.7167211914e-01,4.4842609501e-01,4.4734477985e-01,4.5453414016e-01,4.5994420229e-01
10.550000,5.4485728319e-01,5.3978634849e-01,5.4631263343e-01,5.2986727371e-01,5.3031960146e-01,5.3462116021e-01,5.3916201742e-01,5.2394611838e-01,5.2502576903e-01,5.0912980287e-01,4.9950715171e-01,4.8423266921e-01,4.7034074554e-01,4.7326133413e-01,4.6796493286e-01,4.6960354505e-01,4.4843216747e-01,4.4750868799e-01,4.5711654804e-01,4.5900420979e-01
10.600000,5.4557770220e-01,5.3806097557e-01,5.4576357067e-01,5.2914423056e-01,5.3150883347e-01,5.3448701655e-01,5.4026620736e-01,5.2389716745e-01,5.2503232164e-01,5.0947881652e-01,4.9950925210e-01,4.8359608426e-01,4.7116665937e-01,4.7269944080e-01,4.6823572998e-01,4.6752921021e-01,4.4866001791e-01,4.4773461141e-01,4.5978505392e-01,4.5786709806e-01
10.650000,5.4638826347e-01,5.3617590043e-01,5.4498772530e-01,5.2877628398e-01,5.3280843472e-01,5.3420027499e-01,5.4132610681e-01,5.2387391408e-01,5.2494820094e-01,5.0994994446e-01,4.9941697537e-01,4.8292770073e-01,4.7224045748e-01,4.7203677070e-01,4.6828317277e-01,4.6550480143e-01,4.4911031875e-01,4.4798438088e-01,4.6248543475e-01,4.5657493798e-01
10.700000,5.4724752353e-01,5.3416155573e-01,5.4405402446e-01,5.2874007932e-01,5.3418854618e-01,5.3379140031e-01,5.4229510719e-01,5.2390297902e-01,5.2478305480e-01,5.1052161244e-01,4.9923575976e-01,4.8225819834e-01,4.7352353356e-01,4.7127714399e-01,4.6810536610e-01,4.6357715078e-01,4.4977888851e-01,4.4823073104e-01,4.6515545914e-01,4.5517188577e-01
10.750000,5.4811258313e-01,5.3205735665e-01,5.4303853733e-01,5.2899366801e-01,5.3560923366e-01,5.3330520497e-01,5.4312980364e-01,5.2400634047e-01,5.2455234177e-01,5.1116916501e-01,4.9896725363e-01,4.8161820898e-01,4.7497029870e-01,4.7043306612e-01,4.6770351777e-01,4.6178624288e-01,4.5065973909e-01,4.4845667915e-01,4.6772800791e-01,4.5370275114e-01
10.800000,5.4893903290e-01,5.2991223841e-01,5.4201336729e-01,5.2948056243e-01,5.3702437514e-01,5.3279280394e-01,5.4379555535e-01,5.2419733692e-01,5.2427407414e-01,5.1186998110e-01,4.9861223298e-01,4.8103609210e-01,4.7652856001e-01,4.6952757428e-01,4.6708080169e-01,4.6016544647e-01,4.5174624785e-01,4.4865663647e-01,4.7013586855e-01,4.5221121198e-01
10.850000,5.4968390428e-01,5.2778304127e-01,5.4103850658e-01,5.3013544849e-01,5.3838499500e-01,5.3230649132e-01,5.4426957609e-01,5.2447768593e-01,5.2396547500e-01,5.1260305359e-01,4.9817757716e-01,4.8053658771e-01,4.7814089501e-01,4.6859397000e-01,4.6624073808e-01,4.5874110466e-01,4.5302863295e-01,4.4883822764e-01,4.7231423379e-01,4.5073985547e-01
10.900000,5.5031013228e-01,5.2573159649e-01,5.4015729429e-01,5.3089193116e-01,5.3964312183e-01,5.3189769066e-01,5.4454330367e-01,5.2483774400e-01,5.2364160982e-01,5.1334523114e-01,4.9767858961e-01,4.8013966845e-01,4.7974612196e-01,4.6767314613e-01,4.6518963895e-01,4.5753208179e-01,4.5448994930e-01,4.4901980557e-01,4.7420222967e-01,4.4932911323e-01
10.950000,5.5078840388e-01,5.2382191085e-01,5.3939503544e-01,5.3168765759e-01,5.4075602657e-01,5.3161436514e-01,5.4462323236e-01,5.2525892243e-01,5.2331536083e-01,5.1406902337e-01,4.9713762493e-01,4.7985889262e-01,4.8128090974e-01,4.6680907879e-01,4.6394415364e-01,4.5654924274e-01,4.5610414074e-01,4.4922617288e-01,4.7574594154e-01,4.4801390392e-01
11.000000,5.5109904306e-01,5.2212159699e-01,5.3876157623e-01,5.3246923141e-01,5.4169456561e-01,5.3149924469e-01,5.4453155615e-01,5.2572000182e-01,5.2300165715e-01,5.1474698093e-01,4.9657758795e-01,4.7969468709e-01,4.8268222563e-01,4.6604124853e-01,4.6253346617e-01,4.5579321586e-01,4.5783115941e-01,4.4948207047e-01,4.7690040834e-01,4.4681847652e-01
11.050000,5.5122067227e-01,5.2068319874e-01,5.3824479287e-01,5.3318103457e-01,5.4243537472e-01,5.3156929021e-01,5.4429113194e-01,5.2618573232e-01,5.2270090623e-01,5.1534194704e-01,4.9603906507e-01,4.7965510090e-01,4.8390032267e-01,4.6540670517e-01,4.6101084753e-01,4.5526201196e-01,4.5963744877e-01,4.4982493535e-01,4.7764441297e-01,4.4576506870e-01
11.100000,5.5114942018e-01,5.1956067516e-01,5.3783021538e-01,5.3378326419e-01,5.4297627369e-01,5.3183685457e-01,5.4393776828e-01,5.2663148779e-01,5.2242225589e-01,5.1582819786e-01,4.9554824693e-01,4.7973157482e-01,4.8488846612e-01,4.6492135966e-01,4.5943466943e-01,4.5493810900e-01,4.6147240375e-01,4.5027794071e-01,4.7796616405e-01,4.4486465254e-01
11.150000,5.5088865680e-01,5.1878929674e-01,5.3749492465e-01,5.3424583060e-01,5.4332814277e-01,5.3229651647e-01,5.4350530093e-01,5.2703299477e-01,5.2217242784e-01,5.1618189041e-01,4.9513331127e-01,4.7991514968e-01,4.8561106211e-01,4.6458974613e-01,4.5787603936e-01,4.5480093576e-01,4.6328070102e-01,4.5086033364e-01,4.7787144768e-01,4.4412529136e-01
11.200000,5.5044627486e-01,5.1838405960e-01,5.3721077256e-01,5.3455153043e-01,5.4350664429e-01,5.3292901667e-01,5.4302194041e-01,5.2736909854e-01,5.2195197180e-01,5.1638766538e-01,4.9482286477e-01,4.8019667679e-01,4.8604330682e-01,4.6440616826e-01,4.5641515398e-01,4.5482791268e-01,4.6500596211e-01,4.5158660799e-01,4.7738249964e-01,4.4355387243e-01
11.250000,5.4984109562e-01,5.1834930951e-01,5.3696052648e-01,5.3470955183e-01,5.4353104388e-01,5.3371054589e-01,5.4251370699e-01,5.2762824502e-01,5.2176608043e-01,5.1643592329e-01,4.9463715799e-01,4.8055812503e-01,4.8616336383e-01,4.6435025567e-01,4.5512884855e-01,4.5499242301e-01,4.6658668934e-01,4.5245539989e-01,4.7653066612e-01,4.4315104162e-01
11.300000,5.4908922922e-01,5.1867151280e-01,5.3672766456e-01,5.3474855926e-01,5.4341391833e-01,5.3460755274e-01,5.4200151110e-01,5.2780916431e-01,5.2160406860e-01,5.1633264221e-01,4.9458669095e-01,4.8097953998e-01,4.8596178614e-01,4.6439706994e-01,4.5409089623e-01,4.5527413393e-01,4.6796876154e-01,4.5345535054e-01,4.7536248451e-01,4.4291746309e-01
11.350000,5.4820327763e-01,5.1932298562e-01,5.3650203442e-01,5.3471265780e-01,5.4316194843e-01,5.3557042583e-01,5.4150167419e-01,5.2791570653e-01,5.2145402143e-01,5.1609601947e-01,4.9467266791e-01,4.8144425893e-01,4.8544069334e-01,4.6451740050e-01,4.5336545958e-01,4.5566256339e-01,4.6910474314e-01,4.5456445594e-01,4.7393512256e-01,4.4285188334e-01
11.400000,5.4719550103e-01,5.2026481211e-01,5.3628138333e-01,5.3466002344e-01,5.4278003971e-01,5.3654041129e-01,5.4102643322e-01,5.2795794220e-01,5.2130508559e-01,5.1575451344e-01,4.9488762146e-01,4.8193748365e-01,4.8461187052e-01,4.6467992075e-01,4.5299911683e-01,4.5615609425e-01,4.6995392511e-01,4.5574935265e-01,4.7230838132e-01,4.4295008808e-01
11.450000,5.4607657142e-01,5.2144866575e-01,5.3606938516e-01,5.3465819076e-01,5.4227087045e-01,5.3745571870e-01,5.4058270760e-01,5.2795046130e-01,5.2114784763e-01,5.1534204970e-01,4.9521827615e-01,4.8244678849e-01,4.8349683632e-01,4.6485674266e-01,4.5301653679e-01,4.5676102423e-01,4.7048258102e-01,4.5696818919e-01,4.7054338666e-01,4.4320717003e-01
11.500000,5.4485648980e-01,5.2282107600e-01,5.3587380108e-01,5.3477665282e-01,5.4163453391e-01,5.3825897527e-01,5.4017190797e-01,5.2791028156e-01,5.2097350690e-01,5.1489165365e-01,4.9564720775e-01,4.8296089193e-01,4.8212899238e-01,4.6502678778e-01,4.5341854072e-01,4.5748818996e-01,4.7066540330e-01,4.5817439089e-01,4.6870200147e-01,4.4361871487e-01
11.550000,5.4354652493e-01,5.2432744982e-01,5.3570497779e-01,5.3507711137e-01,5.4087112755e-01,5.3890353633e-01,5.3978999526e-01,5.2785431955e-01,5.2077412464e-01,5.1443087811e-01,4.9615535877e-01,4.8346780552e-01,4.8055376700e-01,4.6517761600e-01,4.5418131263e-01,4.5834825743e-01,4.7049064886e-01,4.5931918053e-01,4.6684480568e-01,4.4418120224e-01
11.600000,5.4215999315e-01,5.2591462063e-01,5.3557384476e-01,5.3560397888e-01,5.3998440699e-01,5.3935730894e-01,5.3942864328e-01,5.2779771020e-01,5.2054301752e-01,5.1398084378e-01,4.9672517950e-01,4.8395508756e-01,4.7882437147e-01,4.6530698285e-01,4.5525815147e-01,4.5934678739e-01,4.6996572484e-01,4.6035358244e-01,4.6502802517e-01,4.4489173917e-01
11.650000,5.4071226141e-01,5.2753255106e-01,5.3549123436e-01,5.3637847536e-01,5.3898249472e-01,5.3960301182e-01,5.3907744485e-01,5.2775466648e-01,5.2027460208e-01,5.1355819854e-01,4.9734130490e-01,4.8441221234e-01,4.7699651236e-01,4.6542232494e-01,4.5658404951e-01,4.6047797605e-01,4.6912032477e-01,4.6123263020e-01,4.6330074736e-01,4.4574697689e-01
11.700000,5.3922140792e-01,5.2913670780e-01,5.3546921151e-01,5.3739831574e-01,5.3787601019e-01,5.3963745778e-01,5.3872413881e-01,5.2774002477e-01,5.1996512981e-01,5.1317755793e-01,4.9798789311e-01,4.8483268863e-01,4.7512545107e-01,4.6553777346e-01,4.5808126677e-01,4.6171807197e-01,4.6800622176e-01,4.6191931937e-01,4.6170381287e-01,4.4674153871e-01
11.750000,5.3770897020e-01,5.3068988878e-01,5.3552123398e-01,5.3863977521e-01,5.3667906109e-01,5.3947174108e-01,5.3835253616e-01,5.2776854674e-01,5.1961525638e-01,5.1285203879e-01,4.9864595073e-01,4.8521375501e-01,4.7326500973e-01,4.6567063004e-01,4.5966559433e-01,4.6302423479e-01,4.6669282114e-01,4.6238649132e-01,4.6027010491e-01,4.4786635960e-01
11.800000,5.3619984375e-01,5.3216267278e-01,5.3565849179e-01,5.4005981563e-01,5.3541428447e-01,5.3912966238e-01,5.3794129517e-01,5.2785261349e-01,5.1923237013e-01,5.1259142229e-01,4.9929360711e-01,4.8555307330e-01,4.7146702157e-01,4.6583817744e-01,4.6125321155e-01,4.6434156249e-01,4.6525975744e-01,4.6261841090e-01,4.5902441811e-01,4.4910828819e-01
11.850000,5.3472214693e-01,5.3353288519e-01,5.3588450470e-01,5.4159999720e-01,5.3411634387e-01,5.3864327773e-01,5.3746581321e-01,5.2800023929e-01,5.1883037548e-01,5.1240060715e-01,4.9990828797e-01,4.8584599723e-01,4.6978026204e-01,4.6605598092e-01,4.6276647069e-01,4.6561322267e-01,4.6378844955e-01,4.6261169640e-01,4.5798234760e-01,4.5045109417e-01
11.900000,5.3330837026e-01,5.3478509074e-01,5.3619087565e-01,5.4319255529e-01,5.3283082046e-01,5.3804865984e-01,5.3690236883e-01,5.2821240307e-01,5.1842736658e-01,5.1228011974e-01,5.0046940454e-01,4.8608631418e-01,4.6824880853e-01,4.6633696832e-01,4.6413807806e-01,4.6678815499e-01,4.6235329513e-01,4.6237544275e-01,4.5714952865e-01,4.5187537441e-01
11.950000,5.3199579523e-01,5.3590947108e-01,5.3655521112e-01,5.4476804326e-01,5.3161090244e-01,5.3738302841e-01,5.3623203975e-01,5.2848019195e-01,5.1804362796e-01,5.1222872499e-01,5.0095972922e-01,4.8626912811e-01,4.6691090295e-01,4.6668964165e-01,4.6531357526e-01,4.6782516541e-01,4.6101468812e-01,4.6193070132e-01,4.5652263964e-01,4.5335679214e-01
12.000000,5.3082369748e-01,5.3689949508e-01,5.3694137749e-01,5.4626226104e-01,5.3051454730e-01,5.3668167313e-01,5.3544357014e-01,5.2878499940e-01,5.1769933014e-01,5.1224620926e-01,5.0136470012e-01,4.8639356506e-01,4.6579795131e-01,4.6711705358e-01,4.6625215510e-01,4.6869472125e-01,4.5981528740e-01,4.6130910841e-01,4.5609250701e-01,4.5486579031e-01
12.050000,5.2983043664e-01,5.3774968354e-01,5.3730152779e-01,5.4762053738e-01,5.2960110757e-01,5.3597621111e-01,5.3453660713e-01,5.2910060891e-01,5.1741104483e-01,5.1233394240e-01,5.0167120455e-01,4.8646446125e-01,4.6493209357e-01,4.6761700285e-01,4.6692737745e-01,4.6937893932e-01,4.5877908608e-01,4.6055078563e-01,4.5584745112e-01,4.5636989089e-01
12.100000,5.2905256230e-01,5.3845494987e-01,5.3757992679e-01,5.4880050890e-01,5.2892576234e-01,5.3529455593e-01,5.3352407585e-01,5.2939401896e-01,5.1718897447e-01,5.1249315330e-01,5.0186785431e-01,4.8649240902e-01,4.6432387069e-01,4.6818234140e-01,4.6732799443e-01,4.6986942421e-01,4.5791338191e-01,4.5970294242e-01,4.5577526289e-01,4.5783602999e-01
12.150000,5.2852447651e-01,5.3901080790e-01,5.3771863336e-01,5.4977433725e-01,5.2853231270e-01,5.3466102851e-01,5.3243058153e-01,5.2962669454e-01,5.1703589540e-01,5.1272317353e-01,5.0194613155e-01,4.8649134697e-01,4.6397214019e-01,4.6880227392e-01,4.6745909443e-01,4.7016383754e-01,4.5721185339e-01,4.5882019738e-01,4.5586377623e-01,4.5923140716e-01
12.200000,5.2827642865e-01,5.3941278933e-01,5.3766535348e-01,5.5052961141e-01,5.2844647716e-01,5.3409634971e-01,5.3128821023e-01,5.2975930369e-01,5.1694848302e-01,5.1302166580e-01,5.0190133407e-01,4.8647403308e-01,4.6386617411e-01,4.6946372510e-01,4.6734384798e-01,4.7026138986e-01,4.5665715144e-01,4.5796451317e-01,4.5609998527e-01,4.6052317344e-01
12.250000,5.2833135878e-01,5.3965607844e-01,5.3738181513e-01,5.5106719736e-01,5.2867198134e-01,5.3361693194e-01,5.3013377086e-01,5.2975863273e-01,5.1691955836e-01,5.1338585156e-01,5.0173395060e-01,4.8644919203e-01,4.6398764458e-01,4.7015062829e-01,4.6702302510e-01,4.7015964327e-01,4.5622396309e-01,4.5720209452e-01,4.5646865825e-01,4.6167802376e-01
12.300000,5.2870310305e-01,5.3973690472e-01,5.3684911457e-01,5.5139643004e-01,5.2918970888e-01,5.3323393308e-01,5.2900817659e-01,5.2960259487e-01,5.1693900035e-01,5.1381215788e-01,5.0145172590e-01,4.8642247240e-01,4.6431076233e-01,4.7084202479e-01,4.6655137861e-01,4.6985399165e-01,4.5588385687e-01,4.5659718243e-01,4.5695239747e-01,4.6266308351e-01
12.350000,5.2939543651e-01,5.3965446449e-01,5.3606971669e-01,5.5153044261e-01,5.2995768475e-01,5.3295419718e-01,5.2795494532e-01,5.2928150135e-01,5.1699437020e-01,5.1429422231e-01,5.0107042422e-01,4.8639789558e-01,4.6480332277e-01,4.7151195713e-01,4.6599358566e-01,4.6933776321e-01,4.5561062219e-01,4.5620542577e-01,4.5753294607e-01,4.6344907601e-01
12.400000,5.3040049498e-01,5.3941220455e-01,5.3506846143e-01,5.5148204055e-01,5.3091239588e-01,5.3278323663e-01,5.2701540184e-01,5.2879729882e-01,5.1707197848e-01,5.1482220068e-01,5.0061252403e-01,4.8637765626e-01,4.6543090029e-01,4.7213180958e-01,4.6541915817e-01,4.6860329708e-01,4.5538464372e-01,4.5606899587e-01,4.5819192789e-01,4.6401337328e-01
12.450000,5.3169742837e-01,5.3901819094e-01,5.3389251793e-01,5.5125981302e-01,5.3197525768e-01,5.3272806225e-01,5.2622273706e-01,5.2816294819e-01,5.1715742183e-01,5.1538449538e-01,5.0010363635e-01,4.8636135550e-01,4.6616227382e-01,4.7267418842e-01,4.6489317879e-01,4.6764546147e-01,4.5519581942e-01,4.5621307120e-01,4.5891264733e-01,4.6433949504e-01
12.500000,5.3325219567e-01,5.3848402823e-01,5.3260783685e-01,5.5086620008e-01,5.3306336769e-01,5.3279773002e-01,5.2559819005e-01,5.2740209890e-01,5.1723618672e-01,5.1596949330e-01,4.9956849501e-01,4.8634478878e-01,4.6697275851e-01,4.7311715638e-01,4.6446637743e-01,4.6646704526e-01,4.5504349093e-01,4.5664351126e-01,4.5968242827e-01,4.6441662065e-01
12.550000,5.3501878106e-01,5.3782408093e-01,5.3129327026e-01,5.5029765624e-01,5.3409924660e-01,5.3300078101e-01,5.2514876307e-01,5.2654822320e-01,5.1729477818e-01,5.1656639162e-01,4.9902944856e-01,4.8631938591e-01,4.6784410543e-01,4.7344523043e-01,4.6417021203e-01,4.6508535986e-01,4.5493373914e-01,4.5734727815e-01,4.6049161069e-01,4.6424165763e-01
12.600000,5.3694148838e-01,5.3705631294e-01,5.3003497735e-01,5.4954542957e-01,5.3501656058e-01,5.3334167253e-01,5.2486685655e-01,5.2564260046e-01,5.1732240598e-01,5.1716606140e-01,4.9850538642e-01,4.8627383192e-01,4.6876345282e-01,4.7364667681e-01,4.6401582481e-01,4.6353807564e-01,4.5487632217e-01,4.5829568959e-01,4.6133017193e-01,4.6382020216e-01
12.650000,5.3895751684e-01,5.3620310900e-01,5.2892032052e-01,5.4859673950e-01,5.3576253143e-01,5.3381831513e-01,5.2473342183e-01,5.2473181547e-01,5.1731260164e-01,5.1776113947e-01,4.9800949883e-01,4.8619728454e-01,4.6972280422e-01,4.7371350158e-01,4.6399439250e-01,4.6188284324e-01,4.5488329302e-01,4.5944780237e-01,4.6218649473e-01,4.6316457411e-01
12.700000,5.4100035998e-01,5.3529091365e-01,5.2802888394e-01,5.4743879043e-01,5.3629869238e-01,5.3442064639e-01,5.2472320813e-01,5.2386539377e-01,5.1726383521e-01,5.1834318400e-01,4.9754832581e-01,4.8608211877e-01,4.7071850002e-01,4.7364484475e-01,4.6407860090e-01,4.6019057090e-01,4.5496872886e-01,4.6075255568e-01,4.6304839616e-01,4.6229345027e-01
12.750000,5.4300439569e-01,5.3434837834e-01,5.2742282580e-01,5.4606653003e-01,5.3660063194e-01,5.3512945385e-01,5.2480979802e-01,5.2309227105e-01,5.1717922127e-01,5.1889953566e-01,4.9712370782e-01,4.8592563412e-01,4.7174897371e-01,4.7344821455e-01,4.6422700759e-01,4.5853758159e-01,4.5514692482e-01,4.6215039918e-01,4.6390382484e-01,4.6123469014e-01
12.800000,5.4490932043e-01,5.3340459294e-01,5.2714201650e-01,5.4449019311e-01,5.3665596748e-01,5.3591470013e-01,5.2496849503e-01,5.2245629459e-01,5.1706613691e-01,5.1941443254e-01,4.9673656207e-01,4.8573155583e-01,4.7280906939e-01,4.7313777507e-01,4.6439200638e-01,4.5699890699e-01,4.5542875108e-01,4.6357524150e-01,4.6474125314e-01,4.6002672890e-01
12.850000,5.4666346500e-01,5.3248837428e-01,5.2720425879e-01,5.4273860494e-01,5.3646221427e-01,5.3673517180e-01,5.2517726495e-01,5.2199402111e-01,5.1693704103e-01,5.1987250842e-01,4.9638803611e-01,4.8550877977e-01,4.7388426798e-01,4.7273307247e-01,4.6452788319e-01,4.5564193639e-01,4.5581878280e-01,4.6495887015e-01,4.6555053117e-01,4.5871491538e-01
12.900000,5.4822355861e-01,5.3162797560e-01,5.2760617817e-01,5.4085773855e-01,5.3602746659e-01,5.3754032576e-01,5.2541646410e-01,5.2173502605e-01,5.1681038237e-01,5.2026142135e-01,4.9607752612e-01,4.8526657342e-01,4.7495025999e-01,4.7225938645e-01,4.6459720198e-01,4.5452030172e-01,4.5631585999e-01,4.6623680476e-01,4.6632357037e-01,4.5734597805e-01
12.950000,5.4955284121e-01,5.3085127576e-01,5.2832391321e-01,5.3890708997e-01,5.3537123285e-01,5.3827290499e-01,5.2566832307e-01,5.2170186878e-01,5.1670875361e-01,5.2057308635e-01,4.9580183242e-01,4.8501002077e-01,4.7597748987e-01,4.7174810160e-01,4.6457701011e-01,4.5366786976e-01,4.5691435714e-01,4.6735156847e-01,4.6705428104e-01,4.5596617903e-01
13.000000,5.5062134930e-01,5.3018579587e-01,5.2931445257e-01,5.3695575073e-01,5.3452242244e-01,5.3887339862e-01,5.2591745096e-01,5.2190769222e-01,5.1665602553e-01,5.2080429694e-01,4.9555613500e-01,4.8473878329e-01,4.7693557199e-01,4.7123467458e-01,4.6446335023e-01,4.5309453407e-01,4.5760294321e-01,4.6825382821e-01,4.6773954832e-01,4.5462199592e-01
