# E0 = 19.46
time,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20
18.550000,5.2759402859e-01,5.1485819461e-01,5.4070771622e-01,5.3311264067e-01,5.3538914392e-01,5.2720294791e-01,5.2374959970e-01,5.3055829144e-01,5.2754730762e-01,5.1697275884e-01,5.0303692131e-01,4.9188049322e-01,4.8023843912e-01,4.6904763956e-01,4.6454812299e-01,4.6145416549e-01,4.5995792742e-01,4.5867653808e-01,4.6773273498e-01,4.6573438833e-01
18.600000,5.2781495153e-01,5.1431464203e-01,5.4079506100e-01,5.3306324732e-01,5.3598607653e-01,5.2616013929e-01,5.2366414886e-01,5.3127532206e-01,5.2790719826e-01,5.1677476128e-01,5.0252708593e-01,4.9197595153e-01,4.8070411608e-01,4.6935753276e-01,4.6373071213e-01,4.6113432852e-01,4.5948955758e-01,4.5961832380e-01,4.6839136514e-01,4.6531547834e-01
18.650000,5.2799082420e-01,5.1397505661e-01,5.4080793754e-01,5.3296790809e-01,5.3647790769e-01,5.2527287495e-01,5.2360605031e-01,5.3182339056e-01,5.2826060367e-01,5.1660862208e-01,5.0202311880e-01,4.9196960800e-01,4.8115331165e-01,4.6988501291e-01,4.6292649646e-01,4.6070433354e-01,4.5902729281e-01,4.6055834222e-01,4.6901786821e-01,4.6494343971e-01
18.700000,5.2810987671e-01,5.1384937332e-01,5.4074919054e-01,5.3283503528e-01,5.3683256136e-01,5.2457899515e-01,5.2357580225e-01,5.3219197425e-01,5.2859157779e-01,5.1648909668e-01,5.0153170788e-01,4.9185808011e-01,4.8157357081e-01,4.7059381763e-01,4.6218404702e-01,4.6017711241e-01,4.5856640176e-01,4.6147095935e-01,4.6960878807e-01,4.6463203162e-01
18.750000,5.2816343914e-01,5.1394041633e-01,5.4062294848e-01,5.3267934929e-01,5.3702363129e-01,5.2410402841e-01,5.2357741142e-01,5.3237857421e-01,5.2887975794e-01,5.1642990952e-01,5.0105678657e-01,4.9164506578e-01,4.8195398264e-01,4.7143892672e-01,4.6154387692e-01,4.5957561659e-01,4.5810348379e-01,4.6232768184e-01,4.7016142326e-01,4.6439368986e-01
18.800000,5.2814650725e-01,5.1424475716e-01,5.4043183239e-01,5.3251982437e-01,5.3703344513e-01,5.2385843649e-01,5.2361910250e-01,5.3239102549e-01,5.2910082444e-01,5.1643978035e-01,5.0059933937e-01,4.9134145086e-01,4.8228704647e-01,4.7236896060e-01,4.6103534738e-01,4.5892935476e-01,4.5763995794e-01,4.6309905773e-01,4.7067340426e-01,4.6424054505e-01
18.850000,5.2805792958e-01,5.1475260950e-01,5.4017380592e-01,5.3237746972e-01,5.3685591384e-01,5.2383711773e-01,5.2371240987e-01,5.3224708537e-01,5.2922736887e-01,5.1652165413e-01,5.0015755120e-01,4.9096487222e-01,4.8256947942e-01,4.7332847117e-01,4.6067708991e-01,4.5827182151e-01,4.5718431165e-01,4.6375694282e-01,4.7114325338e-01,4.6418284221e-01
18.900000,5.2790070216e-01,5.1544827695e-01,5.3984084984e-01,5.3227287164e-01,5.3649936261e-01,5.2401973397e-01,5.2386869149e-01,5.3197115594e-01,5.2923176534e-01,5.1667497598e-01,4.9972796222e-01,4.9053648214e-01,4.8280174717e-01,4.7426227284e-01,4.6047867900e-01,4.5763730395e-01,4.5675304805e-01,4.6427515309e-01,4.7157081303e-01,4.6422815261e-01
18.950000,5.2768160288e-01,5.1631197804e-01,5.3942051879e-01,5.3222346068e-01,5.3598807895e-01,5.2437215147e-01,5.2409571944e-01,5.3159119302e-01,5.2909106035e-01,5.1689758660e-01,4.9930703221e-01,4.9007672268e-01,4.8298664483e-01,4.7512022365e-01,4.6044198005e-01,4.5705707807e-01,4.5636989744e-01,4.6462944221e-01,4.7195627594e-01,4.6438135269e-01
19.000000,5.2741004596e-01,5.1732197308e-01,5.3889854025e-01,5.3224028543e-01,5.3536193274e-01,5.2485067796e-01,5.2439617183e-01,5.3113657745e-01,5.2879144607e-01,5.1718465855e-01,4.9889311215e-01,4.8960311821e-01,4.8312796593e-01,4.7586060561e-01,4.6056262687e-01,4.5655632770e-01,4.5606277341e-01,4.6479847168e-01,4.7229887899e-01,4.6464381013e-01
19.050000,5.2709653528e-01,5.1845678851e-01,5.3826020087e-01,5.3232478290e-01,5.3467458504e-01,5.2540788141e-01,5.2476769822e-01,5.3063606719e-01,5.2832957793e-01,5.1752619409e-01,4.9848801156e-01,4.8913159951e-01,4.8322966003e-01,4.7645107228e-01,4.6083288852e-01,4.5615205520e-01,4.5585931534e-01,4.6476585983e-01,4.7259709075e-01,4.6501213553e-01
19.100000,5.2675100634e-01,5.1969613055e-01,5.3749185473e-01,5.3246764464e-01,5.3398908179e-01,5.2599804492e-01,5.2520302537e-01,5.3011505121e-01,5.2771119485e-01,5.1790677255e-01,4.9809656065e-01,4.8867982288e-01,4.8329513646e-01,4.7686754854e-01,4.6124481186e-01,4.5585269485e-01,4.5578278349e-01,4.6452257550e-01,4.7285028166e-01,4.6547797717e-01
19.150000,5.2638197592e-01,5.2101900261e-01,5.3658487976e-01,5.3265174439e-01,5.3337081966e-01,5.2658213320e-01,5.2568930074e-01,5.2959264786e-01,5.2694927568e-01,5.1830838562e-01,4.9772533921e-01,4.8826811230e-01,4.8332621618e-01,4.7709335296e-01,4.6179061325e-01,4.5566045437e-01,4.5584848961e-01,4.6406786888e-01,4.7306015012e-01,4.6602923767e-01
19.200000,5.2599689753e-01,5.2240055190e-01,5.3554043961e-01,5.3285783102e-01,5.3287940942e-01,5.2713137631e-01,5.2620732517e-01,5.2908101494e-01,5.2606391826e-01,5.1871350397e-01,4.9738180540e-01,4.8791694811e-01,4.8332158927e-01,4.7711966517e-01,4.6246153738e-01,4.5557460957e-01,4.5606005446e-01,4.6340830433e-01,4.7323133153e-01,4.6665188667e-01
19.250000,5.2560277905e-01,5.2381019678e-01,5.3437187965e-01,5.3306911241e-01,5.3256073344e-01,5.2762828135e-01,5.2673241573e-01,5.2858745870e-01,5.2508324672e-01,5.1910637873e-01,4.9707361689e-01,4.8764380549e-01,4.8327639865e-01,4.7694588950e-01,4.6324705581e-01,4.5559305273e-01,4.5640771359e-01,4.6255704095e-01,4.7337160624e-01,4.6733133758e-01
19.300000,5.2520587185e-01,5.2521258185e-01,5.3310489288e-01,5.3327349922e-01,5.3244133927e-01,5.2806462152e-01,5.2723759297e-01,5.2811651054e-01,5.2404230924e-01,5.1947308827e-01,4.9680815576e-01,4.8746115187e-01,4.8318460288e-01,4.7657936470e-01,4.6413295754e-01,4.5571234921e-01,4.5687043289e-01,4.6153406739e-01,4.7349164278e-01,4.6805296736e-01
19.350000,5.2481083678e-01,5.2657026575e-01,5.3177717864e-01,5.3346440629e-01,5.3252605990e-01,5.2843787232e-01,5.2769748655e-01,5.2767023610e-01,5.2297959981e-01,5.1980163208e-01,4.9659224615e-01,4.8737495539e-01,4.8304300366e-01,4.7603558861e-01,4.6509764278e-01,4.5592853648e-01,4.5742080266e-01,4.6036596763e-01,4.7360377998e-01,4.6880190245e-01
19.400000,5.2442079576e-01,5.2784620613e-01,5.3043860478e-01,5.3364063538e-01,5.3279825010e-01,5.2874959389e-01,5.2809073429e-01,5.2724819442e-01,5.2193330359e-01,5.2008271665e-01,4.9643195898e-01,4.8738314495e-01,4.8285325291e-01,4.7533868913e-01,4.6610915016e-01,4.5623746389e-01,4.5803059472e-01,4.5908481001e-01,4.7372000308e-01,4.6956189716e-01
19.450000,5.2403824671e-01,5.2900496907e-01,5.2914985106e-01,5.3380643987e-01,5.3322282819e-01,5.2900564392e-01,5.2840111607e-01,5.2684761570e-01,5.2093787430e-01,5.2030990882e-01,4.9633207679e-01,4.8747553348e-01,4.8262143265e-01,4.7452196747e-01,4.6712503658e-01,4.5663314575e-01,4.5867326740e-01,4.5772688469e-01,4.7385056514e-01,4.7031559633e-01
19.500000,5.2366529691e-01,5.3001360747e-01,5.2797716391e-01,5.3397027155e-01,5.3375180533e-01,5.2921554623e-01,5.2861939501e-01,5.2646377078e-01,5.2002091727e-01,5.2047937286e-01,4.9629566027e-01,4.8763539100e-01,4.8235769003e-01,4.7362750813e-01,4.6809485808e-01,4.5710626052e-01,4.5932263257e-01,4.5633191788e-01,4.7400449144e-01,4.7104644275e-01
19.550000,5.2330310017e-01,5.3084443555e-01,5.2698547554e-01,5.3414120076e-01,5.3432974593e-01,5.2939027304e-01,5.2874457668e-01,5.2609188237e-01,5.1920158404e-01,5.2058970773e-01,4.9632480371e-01,4.8784163655e-01,4.8207526868e-01,4.7270322614e-01,4.6896448781e-01,4.5764408234e-01,4.5995256991e-01,4.5494223834e-01,4.7419010532e-01,4.7173959938e-01
19.600000,5.2295154480e-01,5.3147884340e-01,5.2623219167e-01,5.3432520537e-01,5.3489899128e-01,5.2953924595e-01,5.2878312810e-01,5.2572894106e-01,5.1849103179e-01,5.2064056517e-01,4.9642173939e-01,4.8807102695e-01,4.8178823176e-01,4.7179910322e-01,4.6968206327e-01,4.5823180112e-01,4.6053945085e-01,4.5360043438e-01,4.7441351714e-01,4.7238294333e-01
19.650000,5.2260926380e-01,5.3190948794e-01,5.2576252235e-01,5.3452251059e-01,5.3540578835e-01,5.2966831917e-01,5.2874789429e-01,5.2537316038e-01,5.1789375559e-01,5.2063086251e-01,4.9658955032e-01,4.8830037596e-01,4.8150936231e-01,4.7096347524e-01,4.7020487339e-01,4.5885366578e-01,4.6106452924e-01,4.5234554710e-01,4.7467676168e-01,4.7296829401e-01
19.700000,5.2227382384e-01,5.3213986958e-01,5.2560658208e-01,5.3472637682e-01,5.3580582206e-01,5.2977952969e-01,5.2865723929e-01,5.2502249483e-01,5.1740846856e-01,5.2055775322e-01,4.9683286136e-01,4.8850867158e-01,4.8124947040e-01,4.7023911929e-01,4.7050474613e-01,4.5949297135e-01,4.6151500669e-01,4.5121010927e-01,4.7497698082e-01,4.7349210313e-01
19.750000,5.2194259832e-01,5.3218192010e-01,5.2577701611e-01,5.3492465656e-01,5.3606784961e-01,5.2987156194e-01,5.2853378722e-01,5.2467480996e-01,5.1702906158e-01,5.2041744778e-01,4.9715739752e-01,4.8867878265e-01,4.8101673321e-01,4.6966011294e-01,4.7057011652e-01,4.6013180282e-01,4.6188343201e-01,4.5021971426e-01,4.7530601252e-01,4.7395518637e-01
19.800000,5.2161469576e-01,5.3205401405e-01,5.2626645447e-01,5.3510355182e-01,5.3617527365e-01,5.2994014555e-01,5.2840157835e-01,5.2432879932e-01,5.1674537907e-01,5.2020863885e-01,4.9756696981e-01,4.8879743889e-01,4.8081612650e-01,4.6925030891e-01,4.7040598664e-01,4.6075203093e-01,4.6216588056e-01,4.4939446296e-01,4.7565083226e-01,4.7436143166e-01
19.850000,5.2129300041e-01,5.3178125647e-01,5.2704641034e-01,5.3525098336e-01,5.3612553511e-01,5.2997915416e-01,5.2828155777e-01,5.2398467290e-01,5.1654346019e-01,5.1993664964e-01,4.9805936084e-01,4.8885537368e-01,4.8064964855e-01,4.6902241182e-01,4.7003360634e-01,4.6133633902e-01,4.6236006447e-01,4.4874996755e-01,4.7599471309e-01,4.7471583430e-01
19.900000,5.2098406826e-01,5.3139576898e-01,5.2807032344e-01,5.3535830901e-01,5.3592786036e-01,5.2998282346e-01,5.2818935049e-01,5.2364477915e-01,5.1640652563e-01,5.1961530475e-01,4.9862283478e-01,4.8884911340e-01,4.8051628801e-01,4.6897706464e-01,4.6948926877e-01,4.6186859354e-01,4.6246374079e-01,4.4829683275e-01,4.7631840730e-01,4.7502274247e-01
19.950000,5.2069654643e-01,5.3093381818e-01,5.2927998484e-01,5.3542069339e-01,5.3560024241e-01,5.2994829290e-01,5.2813627198e-01,5.2331392787e-01,5.1631694294e-01,5.1926610184e-01,4.9923468143e-01,4.8878096064e-01,4.8041196541e-01,4.6910265836e-01,4.6882129630e-01,4.6233411097e-01,4.6247354172e-01,4.4804037128e-01,4.7660170414e-01,4.7528588700e-01
20.000000,5.2043967125e-01,5.3043133435e-01,5.3061170800e-01,5.3543641293e-01,5.3516597363e-01,5.2987709088e-01,5.2812957940e-01,5.2299896691e-01,5.1625792296e-01,5.1891568112e-01,4.9986355595e-01,4.8865683731e-01,4.8032998498e-01,4.6937673651e-01,4.6808591931e-01,4.6272019526e-01,4.6238504052e-01,4.4798164237e-01,4.7682625305e-01,4.7550949332e-01
20.050000,5.2022233595e-01,5.2992065166e-01,5.3200085458e-01,5.3540504040e-01,5.3465110767e-01,5.2977495018e-01,5.2817022353e-01,5.2270742298e-01,5.1621438066e-01,5.1859222634e-01,5.0047503733e-01,4.8848488397e-01,4.8026221072e-01,4.6976897848e-01,4.6734272979e-01,4.6301660025e-01,4.6219475468e-01,4.4811872623e-01,4.7697839061e-01,4.7569849401e-01
20.100000,5.2005264688e-01,5.2942903352e-01,5.3338514377e-01,5.3532531071e-01,5.3408395430e-01,5.2965058010e-01,5.2825058711e-01,5.2244695962e-01,5.1617369224e-01,5.1832174720e-01,5.0103717938e-01,4.8827505328e-01,4.8020053726e-01,4.7024464915e-01,4.6664983301e-01,4.6321515283e-01,4.6190271313e-01,4.4844769473e-01,4.7705018469e-01,4.7585734710e-01
20.150000,5.1993719806e-01,5.2897824836e-01,5.3470726640e-01,5.3519389345e-01,5.3349553006e-01,5.2951421899e-01,5.2835531386e-01,5.2222636481e-01,5.1612580821e-01,5.1812523365e-01,5.0152433142e-01,4.8803932215e-01,4.8013765348e-01,4.7076777308e-01,4.6605855769e-01,4.6330881611e-01,4.6151366482e-01,4.4896335066e-01,4.7703867867e-01,4.7598877608e-01
20.200000,5.1988178801e-01,5.2858465787e-01,5.3591917661e-01,5.3500664475e-01,5.3292086078e-01,5.2937748070e-01,5.2846477052e-01,5.2205732038e-01,5.1606265001e-01,5.1801843710e-01,5.0192131340e-01,4.8779023964e-01,4.8006678806e-01,4.7130350029e-01,4.6560826874e-01,4.6328964455e-01,4.6103494512e-01,4.4965694261e-01,4.7694304429e-01,4.7609152658e-01
20.250000,5.1988782759e-01,5.2825595845e-01,5.3698036810e-01,5.3475484198e-01,5.3239245572e-01,5.2924272536e-01,5.2855719230e-01,5.2195153008e-01,5.1597470535e-01,5.1800025729e-01,5.0221334801e-01,4.8754554482e-01,4.7998697611e-01,4.7182541603e-01,4.6532609587e-01,4.6315626827e-01,4.6048505403e-01,4.5052288512e-01,4.7677092475e-01,4.7616962477e-01
20.300000,5.1996268196e-01,5.2799799455e-01,5.3786778638e-01,5.3443605458e-01,5.3194770791e-01,5.2911406246e-01,5.2861430083e-01,5.2192693803e-01,5.1585583709e-01,5.1806691753e-01,5.0240045843e-01,4.8731739454e-01,4.7989550320e-01,4.7230689696e-01,4.6521915089e-01,4.6289982012e-01,4.5987985882e-01,4.5154408006e-01,4.7652672064e-01,4.7621983502e-01
20.350000,5.2011232137e-01,5.2781022988e-01,5.3856970774e-01,5.3404743124e-01,5.3161946663e-01,5.2898911376e-01,5.2861924811e-01,5.2200194452e-01,5.1570123471e-01,5.1820315788e-01,5.0248536758e-01,4.8711700796e-01,4.7979502634e-01,4.7272875296e-01,4.6528023363e-01,4.6251460406e-01,4.5924423630e-01,4.5270110203e-01,4.7621952146e-01,4.7624029184e-01
20.400000,5.2034125781e-01,5.2768709127e-01,5.3908359365e-01,5.3358755219e-01,5.3143506469e-01,5.2886057579e-01,5.2855907547e-01,5.2219145625e-01,5.1550925168e-01,5.1838561391e-01,5.0247559758e-01,4.8695452089e-01,4.7969344059e-01,4.7307795697e-01,4.6548879477e-01,4.6199700489e-01,4.5860840884e-01,4.5397193492e-01,4.7586139498e-01,4.7623041285e-01
20.450000,5.2065217211e-01,5.2761859102e-01,5.3941294866e-01,5.3305841620e-01,5.3141573981e-01,5.2871668366e-01,5.2842473701e-01,5.2250334243e-01,5.1528173817e-01,5.1858525578e-01,5.0238296997e-01,4.8683873516e-01,4.7960386169e-01,4.7334861335e-01,4.6581342870e-01,4.6134607484e-01,4.5800560346e-01,4.5533386309e-01,4.7546581711e-01,4.7619140778e-01
20.500000,5.2104595245e-01,5.2759179986e-01,5.3956448156e-01,5.3246732619e-01,5.3157553276e-01,5.2854316180e-01,5.2821024639e-01,5.2293771770e-01,5.1502344912e-01,5.1877101988e-01,5.0222312981e-01,4.8677541076e-01,4.7954251800e-01,4.7354234617e-01,4.6621528615e-01,4.6056513198e-01,4.5747003217e-01,4.5676369180e-01,4.7504626420e-01,4.7612550125e-01
20.550000,5.2152256255e-01,5.2759285322e-01,5.3954537084e-01,5.3182709495e-01,5.3191835664e-01,5.2832677504e-01,5.2791314141e-01,5.2348808754e-01,5.1474137089e-01,5.1891456234e-01,5.0201507761e-01,4.8676531075e-01,4.7952479619e-01,4.7366751069e-01,4.6665231193e-01,4.5966377384e-01,4.5703489902e-01,4.5823588191e-01,4.7461509756e-01,4.7603516508e-01
20.600000,5.2208238188e-01,5.2760817286e-01,5.3936232133e-01,5.3115561190e-01,5.3243610964e-01,5.2805908875e-01,5.2753639842e-01,5.2414275851e-01,5.1444443424e-01,5.1899363069e-01,5.0177988455e-01,4.8680385155e-01,4.7956119107e-01,4.7373725004e-01,4.6708229209e-01,4.5865798071e-01,4.5673038766e-01,4.5971976289e-01,4.7418287279e-01,4.7592361841e-01
20.650000,5.2272597570e-01,5.2762485719e-01,5.3902294001e-01,5.3047455215e-01,5.3310929057e-01,5.2773979603e-01,5.2708952158e-01,5.2488579144e-01,5.1414280631e-01,5.1899246636e-01,5.0153839873e-01,4.8688305916e-01,4.7965536813e-01,4.7376669441e-01,4.6746516204e-01,4.5756943593e-01,4.5658122694e-01,4.6117760317e-01,4.7375936709e-01,4.7579568705e-01
20.700000,5.2345151365e-01,5.2763131869e-01,5.3853774619e-01,5.2980623932e-01,5.3390843158e-01,5.2737805052e-01,5.2658767185e-01,5.2569665831e-01,5.1384625779e-01,5.1890021858e-01,5.0130912173e-01,4.8699480964e-01,4.7980440266e-01,4.7377118550e-01,4.6776662777e-01,4.5642655132e-01,4.5660543315e-01,4.6256601522e-01,4.7335453858e-01,4.7565720796e-01
20.750000,5.2425252768e-01,5.2761829748e-01,5.3792175981e-01,5.2917040411e-01,5.3479542363e-01,5.2699141987e-01,5.2605020567e-01,5.2654899491e-01,5.1356350015e-01,5.1870907958e-01,5.0110638673e-01,4.8713365871e-01,4.7999956228e-01,4.7376569570e-01,4.6796217759e-01,4.5526561466e-01,4.5681441360e-01,4.6383940930e-01,4.7297754080e-01,4.7551392775e-01
20.800000,5.2511825350e-01,5.2757927214e-01,5.3719543886e-01,5.2858210447e-01,5.3572486513e-01,5.2660396364e-01,5.2549899736e-01,5.2741164177e-01,5.1330301257e-01,5.1841327494e-01,5.0093835157e-01,4.8729805098e-01,4.8022717762e-01,4.7376408321e-01,4.6803882627e-01,4.5412963319e-01,4.5721313294e-01,4.6495275570e-01,4.7263527391e-01,4.7537189024e-01
20.850000,5.2603527479e-01,5.2751018824e-01,5.3638504404e-01,5.2805117842e-01,5.3664613800e-01,5.2624398879e-01,5.2495672104e-01,5.2825239467e-01,5.1307431377e-01,5.1800883882e-01,5.0080535267e-01,4.8749030588e-01,4.8046956422e-01,4.7377757567e-01,4.6799389646e-01,4.5306489288e-01,4.5779997847e-01,4.6586372600e-01,4.7233212583e-01,4.7523850133e-01
20.900000,5.2698800104e-01,5.2740899250e-01,5.3552245701e-01,5.2758271605e-01,5.3750596508e-01,5.2594149928e-01,5.2444579411e-01,5.2904153994e-01,5.1288820025e-01,5.1749452995e-01,5.0069982224e-01,4.8771583708e-01,4.8070577708e-01,4.7381385539e-01,4.6783272194e-01,4.5211617859e-01,4.5856670153e-01,4.6653601434e-01,4.7207058155e-01,4.7512281504e-01
20.950000,5.2795777991e-01,5.2727466354e-01,5.3464433014e-01,5.2717808396e-01,5.3825159423e-01,5.2572529730e-01,5.2398783719e-01,5.2975386964e-01,5.1275483339e-01,5.1687384590e-01,5.0060834365e-01,4.8798125403e-01,4.8091320640e-01,4.7387802179e-01,4.6756690817e-01,4.5132220510e-01,4.5949835281e-01,4.6694327858e-01,4.7185190910e-01,4.7503438515e-01
21.000000,5.2892279047e-01,5.2710589925e-01,5.3379054986e-01,5.2683672164e-01,5.3883539278e-01,5.2561988878e-01,5.2360327580e-01,5.3037003449e-01,5.1268161312e-01,5.1615661256e-01,5.0051468985e-01,4.8829081850e-01,4.8106952255e-01,4.7397386113e-01,4.6721346880e-01,4.5071274564e-01,4.6057366414e-01,4.6707139301e-01,4.7167681614e-01,4.7498024148e-01
21.050000,5.2985898430e-01,5.2690062011e-01,5.3300229268e-01,5.2655777896e-01,5.3921940765e-01,5.2564246823e-01,5.2331148796e-01,5.3087747393e-01,5.1267245870e-01,5.1535897099e-01,5.0040238411e-01,4.8864351710e-01,4.8115332915e-01,4.7410356279e-01,4.6679410622e-01,4.5030802177e-01,4.6176596794e-01,4.6691922740e-01,4.7154598574e-01,4.7496195429e-01
21.100000,5.3074174918e-01,5.2665637914e-01,5.3231972231e-01,5.2634068466e-01,5.3937855514e-01,5.2580045661e-01,5.2313056672e-01,5.3127034430e-01,5.1272768931e-01,5.1450189245e-01,5.0025596893e-01,4.8903291160e-01,4.8114512890e-01,4.7426674472e-01,4.6633386634e-01,4.5011894859e-01,4.6304377232e-01,4.6649894328e-01,4.7146010319e-01,4.7497557230e-01
21.150000,5.3154823153e-01,5.2637103510e-01,5.3177876553e-01,5.2618483307e-01,5.3930240746e-01,5.2609037039e-01,5.2307638890e-01,5.3154832333e-01,5.1284492890e-01,5.1360891444e-01,5.0006064855e-01,4.8944897926e-01,4.8102986076e-01,4.7446046763e-01,4.6585933508e-01,4.5014663232e-01,4.6437184334e-01,4.6583564544e-01,4.7141915815e-01,4.7501323085e-01
21.200000,5.3225878101e-01,5.2604381960e-01,5.3140726542e-01,5.2608974341e-01,5.3899482262e-01,5.2649787760e-01,5.2316162286e-01,5.3171493378e-01,5.1302086290e-01,5.1270393659e-01,4.9980177487e-01,4.8988047525e-01,4.8079896108e-01,4.7467970314e-01,4.6539740388e-01,4.5038134040e-01,4.6571294230e-01,4.6496646451e-01,4.7142226327e-01,4.7506500551e-01
21.250000,5.3285611174e-01,5.2567681786e-01,5.3122185547e-01,5.2605502698e-01,5.3847245152e-01,5.2699870564e-01,5.2339409816e-01,5.3177604399e-01,5.1325196158e-01,5.1181038249e-01,4.9946678506e-01,4.9031689380e-01,4.8045091997e-01,4.7491702079e-01,4.6497433910e-01,4.5080318338e-01,4.6702946616e-01,4.6393854457e-01,4.7146910722e-01,4.7512028453e-01
21.300000,5.3332396704e-01,5.2527638950e-01,5.3122650349e-01,5.2607865603e-01,5.3776271361e-01,5.2756182190e-01,5.2377513056e-01,5.3173856953e-01,5.1353389783e-01,5.1095075111e-01,4.9904898318e-01,4.9074884992e-01,4.7999128437e-01,4.7516231691e-01,4.6461482578e-01,4.5138510936e-01,4.6828515516e-01,4.6280583808e-01,4.7156217575e-01,4.7516706089e-01
21.350000,5.3364819044e-01,5.2485433930e-01,5.3141281606e-01,5.2615517144e-01,5.3690119419e-01,5.2815433658e-01,5.2429950132e-01,5.3160977282e-01,5.1386091143e-01,5.1014453281e-01,4.9855036000e-01,4.9116718564e-01,4.7943180064e-01,4.7540351409e-01,4.6434115616e-01,4.5209558804e-01,4.6944663430e-01,4.6162432698e-01,4.7170767606e-01,4.7519099171e-01
21.400000,5.3381945792e-01,5.2442718371e-01,5.3176162403e-01,5.2627450960e-01,5.3592971631e-01,5.2874578705e-01,5.2495690231e-01,5.3139792695e-01,5.1422577385e-01,5.0940579574e-01,4.9798193754e-01,4.9156326572e-01,4.7878920053e-01,4.7562732815e-01,4.6417223480e-01,4.5289977583e-01,4.7048389093e-01,4.6044640452e-01,4.7191419042e-01,4.7517709409e-01
21.450000,5.3383502218e-01,5.2401320138e-01,5.3224596685e-01,5.2642118969e-01,5.3489403742e-01,5.2931066942e-01,5.2573322107e-01,5.3111320057e-01,5.1462032613e-01,5.0874271497e-01,4.9736068151e-01,4.9193054555e-01,4.7808445487e-01,4.7581996714e-01,4.6412305898e-01,4.5376064498e-01,4.7137055844e-01,4.5931761218e-01,4.7219057870e-01,4.7511234799e-01
21.500000,5.3369820384e-01,5.2363009159e-01,5.3283453674e-01,5.2657463361e-01,5.3384076255e-01,5.2982950897e-01,5.2661128839e-01,5.3076719805e-01,5.1503652828e-01,5.0815936773e-01,4.9670431497e-01,4.9226438275e-01,4.7734181129e-01,4.7596830365e-01,4.6420489358e-01,4.5464112048e-01,4.7208550696e-01,4.5827652470e-01,4.7254395654e-01,4.7498706533e-01
21.550000,5.3341673882e-01,5.2329515924e-01,5.3349467335e-01,5.2671107117e-01,5.3281420558e-01,5.3028869777e-01,5.2757069023e-01,5.3037162670e-01,5.1546706496e-01,5.0765806128e-01,4.9602862078e-01,4.9255897409e-01,4.7658760060e-01,4.7606203323e-01,4.6442495188e-01,4.5550644020e-01,4.7261464415e-01,4.5735540051e-01,4.7297797406e-01,4.7479537141e-01
21.600000,5.3300201200e-01,5.2302559835e-01,5.3419421461e-01,5.2680670310e-01,5.3185351683e-01,5.3067945156e-01,5.2858740935e-01,5.2993729568e-01,5.1590512265e-01,5.0724053939e-01,4.9534839039e-01,4.9280460383e-01,4.7584920697e-01,4.7609553166e-01,4.6478573933e-01,4.5632599902e-01,4.7295111363e-01,4.5658007541e-01,4.7349204578e-01,4.7453543045e-01
21.650000,5.3246933379e-01,5.2283650453e-01,5.3490189849e-01,5.2684120840e-01,5.3099139970e-01,5.3099716766e-01,5.2963511406e-01,5.2947397775e-01,5.1634386716e-01,5.0690889138e-01,4.9467897336e-01,4.9298746409e-01,4.7515363421e-01,4.7606816339e-01,4.6528466711e-01,4.5707440912e-01,4.7309477056e-01,4.5596881634e-01,4.7408052100e-01,4.7420921792e-01
21.700000,5.3183792175e-01,5.2273797431e-01,5.3558741500e-01,5.2680097153e-01,5.3025443941e-01,5.3124173786e-01,5.3068731576e-01,5.2899052438e-01,5.1677563134e-01,5.0666684365e-01,4.9403678844e-01,4.9309155936e-01,4.7452542688e-01,4.7598416001e-01,4.6591336697e-01,4.5773198868e-01,4.7305144563e-01,4.5553122975e-01,4.7473159788e-01,4.7382166142e-01
21.750000,5.3113000312e-01,5.2273325864e-01,5.3622202145e-01,5.2668075314e-01,5.2966317739e-01,5.3141743076e-01,5.3171837955e-01,5.2849459062e-01,5.1719124102e-01,5.0651999589e-01,4.9343938491e-01,4.9310149025e-01,4.7398453643e-01,4.7585230735e-01,4.6665661157e-01,4.5828601237e-01,4.7283240459e-01,4.5526869466e-01,4.7542758575e-01,4.7338012052e-01
21.800000,5.3036935822e-01,5.2281851696e-01,5.3677919116e-01,5.2648377874e-01,5.2923156577e-01,5.3153142222e-01,5.3270325965e-01,5.2799196947e-01,5.1758007631e-01,5.0647437877e-01,4.9290541112e-01,4.9300480462e-01,4.7354485005e-01,4.7568542947e-01,4.6749202327e-01,4.5873234146e-01,4.7245369816e-01,4.5517624149e-01,4.7614693743e-01,4.7289474567e-01
21.850000,5.2957967474e-01,5.2298335409e-01,5.3723577045e-01,5.2622097309e-01,5.2896749218e-01,5.3159200808e-01,5.3361750247e-01,5.2748607027e-01,5.1793090278e-01,5.0653419692e-01,4.9245392714e-01,4.9279321627e-01,4.7321384967e-01,4.7549989340e-01,4.6839137158e-01,4.5907568051e-01,4.7193496080e-01,4.5524444940e-01,4.7686601239e-01,4.7237869379e-01
