# E0 = 12.75
time,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,n_39,n_40,n_41,n_42,n_43,n_44,n_45,n_46,n_47,n_48,n_49,n_50
8.500000,5.0980857687e-01,5.1606233767e-01,5.0436154949e-01,4.9609513466e-01,5.2876207739e-01,5.2563303429e-01,4.4566605223e-01,5.6358894317e-01,5.0115804667e-01,5.3492234607e-01,5.1711754339e-01,5.3607531068e-01,4.4959839540e-01,5.7925352187e-01,4.9744868071e-01,5.8502362243e-01,4.4779205651e-01,5.9268782553e-01,4.4502166719e-01,5.6416975675e-01,4.2782472254e-01,5.7266438769e-01,4.2698396815e-01,5.6984034813e-01,4.4623358786e-01,5.5357532602e-01,4.2648276175e-01,5.7369961888e-01,4.4223387413e-01,5.3386718100e-01,4.4425093190e-01,5.6274336976e-01,4.1361562952e-01,5.3424821506e-01,4.1756598799e-01,5.1664131044e-01,4.0368802914e-01,5.4731643323e-01,4.6288622217e-01,4.5994930288e-01,4.8405498823e-01,4.9534646146e-01,4.3724732410e-01,5.5304151095e-01,4.8608379389e-01,4.8017475698e-01,5.1030063967e-01,4.8810575403e-01,4.9323307326e-01,4.9585401023e-01
8.550000,5.1178134481e-01,5.1239874864e-01,5.0833964595e-01,4.9388210243e-01,5.2931870936e-01,5.2464960804e-01,4.4751564285e-01,5.6084905031e-01,5.0487185283e-01,5.3358077134e-01,5.1530449522e-01,5.3832181927e-01,4.4726293167e-01,5.7740004980e-01,4.9740526477e-01,5.8614197821e-01,4.4769437890e-01,5.9375979824e-01,4.4636340033e-01,5.6438358889e-01,4.2668906659e-01,5.7415469683e-01,4.2591074234e-01,5.7158083072e-01,4.4551863566e-01,5.5294323087e-01,4.2617060453e-01,5.7486292645e-01,4.4127599196e-01,5.3421471866e-01,4.4316342549e-01,5.6380840024e-01,4.1093247878e-01,5.3589173692e-01,4.1485312443e-01,5.1671926701e-01,4.0577257829e-01,5.5053060126e-01,4.5999459328e-01,4.6146160019e-01,4.8425479359e-01,4.9217728482e-01,4.3992824355e-01,5.5124245022e-01,4.8722915214e-01,4.7909332595e-01,5.1392888139e-01,4.8333423676e-01,4.9691614676e-01,4.9422105247e-01
8.600000,5.1375548908e-01,5.0865495324e-01,5.1242526785e-01,4.9188889202e-01,5.2950993813e-01,5.2328784357e-01,4.5078327220e-01,5.5659615173e-01,5.0929463270e-01,5.3227006389e-01,5.1347337436e-01,5.3985839453e-01,4.4652486932e-01,5.7424868043e-01,4.9802390292e-01,5.8623585091e-01,4.4898418920e-01,5.9332523450e-01,4.4903418930e-01,5.6355584117e-01,4.2668400302e-01,5.7435630570e-01,4.2610488594e-01,5.7219001091e-01,4.4581233229e-01,5.5117939923e-01,4.2718023567e-01,5.7467186993e-01,4.4138300180e-01,5.3380067439e-01,4.4296449668e-01,5.6363701675e-01,4.0949404522e-01,5.3656286017e-01,4.1295139533e-01,5.1605241974e-01,4.0912436445e-01,5.5222561524e-01,4.5772293021e-01,4.6324611291e-01,4.8412302335e-01,4.8843359316e-01,4.4411457210e-01,5.4807431359e-01,4.8859790285e-01,4.7852591382e-01,5.1723167614e-01,4.7862533433e-01,5.0058488107e-01,4.9261378298e-01
8.650000,5.1568861120e-01,5.0494626614e-01,5.1651113908e-01,4.9015781833e-01,5.2938071563e-01,5.2153268192e-01,4.5540031298e-01,5.5097041886e-01,5.1427644444e-01,5.3106672379e-01,5.1164288756e-01,5.4066790152e-01,4.4733861929e-01,5.6990250592e-01,4.9923800080e-01,5.8531890676e-01,4.5164875192e-01,5.9139738884e-01,4.5293063631e-01,5.6171365109e-01,4.2779916726e-01,5.7330484408e-01,4.2755767067e-01,5.7167332319e-01,4.4710036796e-01,5.4832343350e-01,4.2946058326e-01,5.7313899778e-01,4.4254388471e-01,5.3264636935e-01,4.4362578232e-01,5.6222996512e-01,4.0930281810e-01,5.3626434623e-01,4.1184698530e-01,5.1469924509e-01,4.1366909214e-01,5.5241436835e-01,4.5610217998e-01,4.6528457719e-01,4.8361383494e-01,4.8424543893e-01,4.4967919599e-01,5.4361445171e-01,4.9020734145e-01,4.7845065859e-01,5.2014977018e-01,4.7411179440e-01,5.0412529970e-01,4.9108383020e-01
8.700000,5.1753004145e-01,5.0138349108e-01,5.2048587864e-01,4.8871682351e-01,5.2897915988e-01,5.1937592288e-01,4.6125986359e-01,5.4414506584e-01,5.1964841567e-01,5.3004192455e-01,5.0982411753e-01,5.4074197200e-01,4.4962292671e-01,5.6448976883e-01,5.0097690841e-01,5.8342075946e-01,4.5562605800e-01,5.8806070634e-01,4.5798143931e-01,5.5892409026e-01,4.3000702964e-01,5.7105588683e-01,4.3023247144e-01,5.7005173433e-01,4.4934818448e-01,5.4445157383e-01,4.3293681394e-01,5.7032206618e-01,4.4472648042e-01,5.3080184828e-01,4.4509662656e-01,5.5961562041e-01,4.1032496920e-01,5.3502518726e-01,4.1150336887e-01,5.1274356740e-01,4.1929719425e-01,5.5115900781e-01,4.5514701321e-01,4.6756045899e-01,4.8268898305e-01,4.7974137164e-01,4.5644589385e-01,5.3796550725e-01,4.9205859535e-01,4.7882088843e-01,5.2263538298e-01,4.6990942359e-01,5.0742365659e-01,4.8966785997e-01
8.750000,5.1923477191e-01,4.9807571351e-01,5.2424690364e-01,4.8758372076e-01,5.2836191062e-01,5.1682589422e-01,4.6822314165e-01,5.3632859403e-01,5.2523700717e-01,5.2926414572e-01,5.0802899694e-01,5.4009974839e-01,4.5326100349e-01,5.5816860954e-01,5.0313689602e-01,5.8059900986e-01,4.6081640624e-01,5.8342499695e-01,4.6407112862e-01,5.5527618207e-01,4.3324285766e-01,5.6769062637e-01,4.3405386753e-01,5.6738245465e-01,4.5250690958e-01,5.3966158574e-01,4.3749932788e-01,5.6631168415e-01,4.4785602522e-01,5.2834741336e-01,4.4730782467e-01,5.5585758852e-01,4.1249165232e-01,5.3290041640e-01,4.1186745869e-01,5.1028249413e-01,4.2587237441e-01,5.4855084684e-01,4.5484131746e-01,4.7006128343e-01,4.8131846334e-01,4.7506303162e-01,4.6420960258e-01,5.3127124524e-01,4.9414340083e-01,4.7958522658e-01,5.2465611716e-01,4.6612688153e-01,5.1037163823e-01,4.8840360253e-01
8.800000,5.2075431554e-01,4.9511303523e-01,5.2770093452e-01,4.8675859630e-01,5.2758141988e-01,5.1390841937e-01,4.7611376745e-01,5.2774449994e-01,5.3086614079e-01,5.2878611653e-01,5.0628673905e-01,5.3876622513e-01,4.5813736792e-01,5.5111749344e-01,5.0562405325e-01,5.7693160149e-01,4.6710918944e-01,5.7763110791e-01,4.7106819745e-01,5.5089004997e-01,4.3742286045e-01,5.6332237172e-01,4.3892669725e-01,5.6375279338e-01,4.5649897411e-01,5.3407293592e-01,4.4302845907e-01,5.6124320816e-01,4.5185959263e-01,5.2534237330e-01,4.5016157875e-01,5.5104637405e-01,4.1570538928e-01,5.2997371221e-01,4.1286561031e-01,5.0742401808e-01,4.3323502396e-01,5.4470510015e-01,4.5514480819e-01,4.7276747388e-01,4.7947997913e-01,4.7034780921e-01,4.7273365317e-01,5.2369900608e-01,4.9643704736e-01,4.8067780268e-01,5.2619297784e-01,4.6285614644e-01,5.1286747903e-01,4.8731947362e-01
8.850000,5.2209131092e-01,4.9260987170e-01,5.3077934090e-01,4.8625658158e-01,5.2672758725e-01,5.1068693104e-01,4.8477100434e-01,5.1868526986e-01,5.3637399648e-01,5.2869947823e-01,5.0456208511e-01,5.3684799489e-01,4.6402656771e-01,5.4352250175e-01,5.0827716415e-01,5.7254564055e-01,4.7433376662e-01,5.7086111533e-01,4.7878974453e-01,5.4590779325e-01,4.4241014930e-01,5.5807769601e-01,4.4472256894e-01,5.5925166469e-01,4.6121743684e-01,5.2782808838e-01,4.4936052206e-01,5.5526809859e-01,4.5661252097e-01,5.2189170436e-01,4.5354779642e-01,5.4528758543e-01,4.1985125455e-01,5.2633258922e-01,4.1442512459e-01,5.0427490883e-01,4.4119894669e-01,5.3975733816e-01,4.5600615375e-01,4.7564879795e-01,4.7716361367e-01,4.6572885128e-01,4.8176128824e-01,5.1543866305e-01,4.9889846824e-01,4.8201958722e-01,5.2723813022e-01,4.6017090217e-01,5.1481953961e-01,4.8643426438e-01
8.900000,5.2319168856e-01,4.9063524152e-01,5.3339834562e-01,4.8605740391e-01,5.2583827201e-01,5.0721557173e-01,4.9395134501e-01,5.0940185627e-01,5.4157466374e-01,5.2901839131e-01,5.0287779870e-01,5.3439850442e-01,4.7075167481e-01,5.3558014889e-01,5.1099117668e-01,5.6755930568e-01,4.8233484461e-01,5.6330426593e-01,4.8706224615e-01,5.4048385861e-01,4.4805922236e-01,5.5209293148e-01,4.5129967575e-01,5.5398735055e-01,4.6653107993e-01,5.2107256067e-01,4.5634286380e-01,5.4854080625e-01,4.6196747853e-01,5.1810080018e-01,4.5737376370e-01,5.3869814159e-01,4.2483546588e-01,5.2208958097e-01,4.1645666511e-01,5.0095091520e-01,4.4959374196e-01,5.3387354404e-01,4.5738167206e-01,4.7868158953e-01,4.7439231791e-01,4.6135656464e-01,4.9103806039e-01,5.0671461270e-01,5.0148784698e-01,4.8354435247e-01,5.2781143396e-01,4.5814340542e-01,5.1616276992e-01,4.8579218193e-01
8.950000,5.2403204956e-01,4.8925650437e-01,5.3549504768e-01,4.8615132913e-01,5.2495754750e-01,5.0358264849e-01,5.0341127229e-01,5.0017658627e-01,5.4630442150e-01,5.2976465398e-01,5.0124721960e-01,5.3151686951e-01,4.7809611603e-01,5.2749309738e-01,5.1364825221e-01,5.6211424280e-01,4.9092449192e-01,5.5516786703e-01,4.9569966862e-01,5.3478437473e-01,4.5422598099e-01,5.4552413384e-01,4.5850861711e-01,5.4809632166e-01,4.7232902326e-01,5.1394706060e-01,4.6381558584e-01,5.4122036120e-01,4.6777041773e-01,5.1406547001e-01,4.6152551092e-01,5.3141025716e-01,4.3055050734e-01,5.1737114904e-01,4.1885960221e-01,4.9757930912e-01,4.5821918072e-01,5.2721809539e-01,4.5920567587e-01,4.8182109008e-01,4.7118822301e-01,4.5735910494e-01,5.0029318397e-01,4.9775752245e-01,5.0413625971e-01,4.8517569855e-01,5.2793169486e-01,4.5681955458e-01,5.1684221943e-01,4.8540892784e-01
9.000000,5.2459424926e-01,4.8852272644e-01,5.3701750419e-01,4.8652379999e-01,5.2411734931e-01,4.9989113079e-01,5.1289051055e-01,4.9128843578e-01,5.5040706929e-01,5.3094416057e-01,4.9966799171e-01,5.2831438470e-01,4.8582973141e-01,5.1946297848e-01,5.1612733345e-01,5.5635025954e-01,4.9990209467e-01,5.4666976081e-01,5.0449654756e-01,5.2897824121e-01,4.6074254405e-01,5.3854612744e-01,4.6616511947e-01,5.4172146903e-01,4.7846598735e-01,5.0661596040e-01,4.7161101985e-01,5.3348339405e-01,4.7386325708e-01,5.0992019096e-01,4.6587870242e-01,5.2356171434e-01,4.3686821490e-01,5.1230537280e-01,4.2154727303e-01,4.9427116739e-01,4.6687216285e-01,5.1998370985e-01,4.6140280402e-01,4.8503947071e-01,4.6759262338e-01,4.5386384113e-01,5.0926376247e-01,4.8881396228e-01,5.0676519704e-01,4.8684750968e-01,5.2763071823e-01,4.5623369434e-01,5.1682324730e-01,4.8530352244e-01
9.050000,5.2486050101e-01,4.8846259974e-01,5.3792624616e-01,4.8715326484e-01,5.2333386206e-01,4.9625222984e-01,5.2211859551e-01,4.8299921540e-01,5.5374600061e-01,5.3253874025e-01,4.9812976791e-01,5.2490794397e-01,4.9371483962e-01,5.1168092668e-01,5.1832576438e-01,5.5039646205e-01,5.0906809504e-01,5.3802191272e-01,5.1325742304e-01,5.2321274183e-01,4.6745609928e-01,5.3132946770e-01,4.7408722039e-01,5.3502481181e-01,4.8480208286e-01,4.9925580003e-01,4.7955162121e-01,5.2549119200e-01,4.8008825995e-01,5.0576965796e-01,4.7031483456e-01,5.1530341824e-01,4.4363322235e-01,5.0701254470e-01,4.2443331811e-01,4.9114394480e-01,4.7538832212e-01,5.1236582745e-01,4.6389750172e-01,4.8830526539e-01,4.6366223273e-01,4.5098885170e-01,5.1769940571e-01,4.8014302072e-01,5.0929053762e-01,4.8850756102e-01,5.2695145814e-01,4.5640627210e-01,5.1609235897e-01,4.8549675602e-01
9.100000,5.2482455594e-01,4.8909063247e-01,5.3820003292e-01,4.8801909815e-01,5.2261634499e-01,4.9278727667e-01,5.3083063991e-01,4.7555681614e-01,5.5621809795e-01,5.3451576703e-01,4.9662274901e-01,5.2141867555e-01,5.0152152906e-01,5.0433899878e-01,5.2015499550e-01,5.4438637636e-01,5.1821845187e-01,5.2943758971e-01,5.2178317248e-01,5.1764070370e-01,4.7421272869e-01,5.2405464380e-01,4.8207953110e-01,5.2817189921e-01,4.9118884957e-01,4.9204719320e-01,4.8744990745e-01,5.1741886951e-01,4.8630179531e-01,5.0172497742e-01,4.7472731519e-01,5.0680673896e-01,4.5070490007e-01,5.0161895075e-01,4.2743196833e-01,4.8828398068e-01,4.8359860810e-01,5.0455389354e-01,4.6660226035e-01,4.9157792998e-01,4.5945828694e-01,4.4881832219e-01,5.2535642610e-01,4.7199138248e-01,5.1162044453e-01,4.9010505766e-01,5.2593760931e-01,4.5733105562e-01,5.1465297248e-01,4.8598899731e-01
9.150000,5.2448848810e-01,4.9040370092e-01,5.3783400015e-01,4.8910005740e-01,5.2196394428e-01,4.8962199417e-01,5.3877609105e-01,4.6918420607e-01,5.5775604216e-01,5.3683009772e-01,4.9514507565e-01,5.1797028309e-01,5.0903142571e-01,4.9761453458e-01,5.2154300642e-01,5.3844241379e-01,5.2716528969e-01,5.2112814697e-01,5.2989775080e-01,5.1239631115e-01,4.8085925722e-01,5.1689965914e-01,4.8995244403e-01,5.2131460348e-01,4.9745430230e-01,4.8513804480e-01,4.9512245600e-01,5.0943375722e-01,4.9237117494e-01,4.9788731625e-01,4.7901353175e-01,4.9823937110e-01,4.5792779952e-01,4.9624577274e-01,4.3047370115e-01,4.8576585749e-01,4.9135333868e-01,4.9672503634e-01,4.6943040014e-01,4.9481462467e-01,4.5505831468e-01,4.4741426525e-01,5.3201570986e-01,4.6459854514e-01,5.1366407056e-01,4.9160417928e-01,5.2464064863e-01,4.5898309205e-01,5.1253280730e-01,4.8677305845e-01
9.200000,5.2386559311e-01,4.9237997951e-01,5.3684125226e-01,4.9037667618e-01,5.2136685097e-01,4.8688433301e-01,5.4572620411e-01,4.6407410465e-01,5.5833019852e-01,5.3942363454e-01,4.9370580423e-01,5.1468069808e-01,5.1604704951e-01,4.9166660130e-01,5.2243044340e-01,5.3267626636e-01,5.3573002106e-01,5.1329037909e-01,5.3743622847e-01,5.0760446162e-01,4.8726056977e-01,5.1003739841e-01,4.9752742791e-01,5.1460936667e-01,5.0345307788e-01,4.7870645299e-01,5.0238234535e-01,5.0171468577e-01,4.9814938692e-01,4.9432634247e-01,4.8307087855e-01,4.8976169955e-01,4.6512861651e-01,4.9101388606e-01,4.3348488079e-01,4.8364156213e-01,4.9851127476e-01,4.8904759361e-01,4.7229436790e-01,4.9795863304e-01,4.5054571507e-01,4.4680458411e-01,5.3748870428e-01,4.5818486190e-01,5.1533325577e-01,4.9298063767e-01,5.2311474020e-01,4.6131883749e-01,5.0978199316e-01,4.8782944335e-01
9.250000,5.2297113017e-01,4.9497398491e-01,5.3524850038e-01,4.9182429027e-01,5.2079943776e-01,4.8468781325e-01,5.5147692694e-01,4.6037251830e-01,5.5793520834e-01,5.4221269040e-01,4.9232016916e-01,5.1165489799e-01,5.2239813057e-01,4.8662360040e-01,5.2277252225e-01,5.2718637032e-01,5.4374059475e-01,5.0610307950e-01,5.4425012613e-01,5.0336181967e-01,4.9328775180e-01,5.0362518964e-01,5.0462249965e-01,5.0819175728e-01,5.0902465392e-01,4.7291632710e-01,5.0905550044e-01,4.9444987147e-01,5.0352625422e-01,4.9110730118e-01,4.8681426587e-01,4.8153209114e-01,4.7214731287e-01,4.8603720865e-01,4.3641867292e-01,4.8196034975e-01,5.0495832125e-01,4.8169575840e-01,4.7511702670e-01,5.0097619480e-01,4.4603483683e-01,4.4699854671e-01,5.4162574686e-01,4.5293099650e-01,5.1653301888e-01,4.9421382899e-01,5.2140765511e-01,4.6427741404e-01,5.0646200679e-01,4.8913782878e-01
9.300000,5.2183452615e-01,4.9812306823e-01,5.3310255802e-01,4.9342027158e-01,5.2023206501e-01,4.8314035178e-01,5.5586107012e-01,4.5818495933e-01,5.5660486784e-01,5.4510782643e-01,4.9100863994e-01,5.0898478873e-01,5.2793916858e-01,4.8258063123e-01,5.2253452616e-01,5.2206006880e-01,5.5103515800e-01,4.9971781213e-01,5.5021502387e-01,4.9975370777e-01,4.9882438016e-01,4.9780965623e-01,5.1107773363e-01,5.0220796124e-01,5.1402464822e-01,4.6791833192e-01,5.1498547635e-01,4.8778927396e-01,5.0840088108e-01,4.8828870891e-01,4.9016035621e-01,4.7369400854e-01,4.7881600920e-01,4.8142648158e-01,4.3922772286e-01,4.8075358796e-01,5.1060129164e-01,4.7481801581e-01,4.7781948299e-01,5.0382363878e-01,4.4163207361e-01,4.4796254178e-01,5.4432751648e-01,4.4899207149e-01,5.1718767919e-01,4.9529792527e-01,5.1958016756e-01,4.6778780474e-01,5.0265242611e-01,4.9067105678e-01
9.350000,5.2049224696e-01,5.0174663945e-01,5.3046655306e-01,4.9513829161e-01,5.1962914071e-01,4.8233199711e-01,5.5874960274e-01,4.5756626866e-01,5.5439960905e-01,5.4800500576e-01,4.8980189652e-01,5.0675427900e-01,5.3256147453e-01,4.7959510914e-01,5.2170490880e-01,5.1737495242e-01,5.5747197121e-01,4.9426703949e-01,5.5523127539e-01,4.9685198632e-01,5.0377235330e-01,4.9272353983e-01,5.1675140255e-01,4.9679440842e-01,5.1832583520e-01,4.6383814843e-01,5.2003451209e-01,4.8186960644e-01,5.1268903321e-01,4.8591163664e-01,4.9303873742e-01,4.6639386900e-01,4.8498551420e-01,4.7728707689e-01,4.4187093231e-01,4.8002756940e-01,5.1535923869e-01,4.6854533078e-01,4.8032972729e-01,5.0645820062e-01,4.3744869966e-01,4.4964644650e-01,5.4552699093e-01,4.4648206285e-01,5.1722674034e-01,4.9623934401e-01,5.1767950483e-01,4.7176785335e-01,4.9844482855e-01,4.9239060831e-01
