# E0 = 12.75
time,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,n_39,n_40,n_41,n_42,n_43,n_44,n_45,n_46,n_47,n_48,n_49,n_50
4.900000,4.9460073823e-01,5.2699422496e-01,4.8817861446e-01,4.9550532901e-01,5.4882604444e-01,4.5934948453e-01,4.9885346115e-01,5.8067156819e-01,5.3091149798e-01,6.6539912887e-01,4.2718837554e-01,5.7325122421e-01,4.3620409700e-01,5.8056197961e-01,4.1398003966e-01,5.8229075889e-01,4.1877150618e-01,5.7993909055e-01,4.1770817335e-01,5.8130409499e-01,4.1689494331e-01,5.8223626484e-01,4.1733013707e-01,5.8239840531e-01,4.1745640060e-01,5.8270250444e-01,4.1764091563e-01,5.8283606160e-01,4.1770159685e-01,5.8334522245e-01,4.1844064645e-01,5.8275316596e-01,4.1959340022e-01,5.8208674648e-01,4.1766357611e-01,5.8554848140e-01,4.1932398091e-01,5.6441532077e-01,4.2496585430e-01,5.7399847582e-01,3.3485512436e-01,4.6411681076e-01,4.2284144545e-01,4.9966073336e-01,5.4215314275e-01,4.5157263764e-01,5.0411680768e-01,5.1184294213e-01,4.7291141963e-01,5.0610740390e-01
4.950000,4.9596801454e-01,5.2195865170e-01,4.9671215214e-01,4.8640358313e-01,5.5380825105e-01,4.5829623579e-01,5.0570268982e-01,5.6253136077e-01,5.4292131565e-01,6.5796793055e-01,4.4137483648e-01,5.5862074456e-01,4.5144146322e-01,5.6654843657e-01,4.2833903414e-01,5.6749526352e-01,4.3386619573e-01,5.6482850025e-01,4.3287376999e-01,5.6607716323e-01,4.3214017504e-01,5.6690912612e-01,4.3278934111e-01,5.6694707030e-01,4.3295998459e-01,5.6722519000e-01,4.3310287610e-01,5.6741931669e-01,4.3301368466e-01,5.6814820183e-01,4.3362762989e-01,5.6766111017e-01,4.3466334284e-01,5.6713450251e-01,4.3235102797e-01,5.7119996667e-01,4.3338776420e-01,5.4909366827e-01,4.3940868666e-01,5.6004327787e-01,3.4227427423e-01,4.5145787115e-01,4.4160640295e-01,4.9278585595e-01,5.4318693093e-01,4.4664364407e-01,5.1315252671e-01,5.0327007451e-01,4.7793365280e-01,5.0472723040e-01
5.000000,4.9757616273e-01,5.1653242528e-01,5.0530469050e-01,4.7818935330e-01,5.5719520416e-01,4.5843272338e-01,5.1268797713e-01,5.4426497411e-01,5.5493020612e-01,6.4948145037e-01,4.5686101493e-01,5.4295553611e-01,4.6767525593e-01,5.5141948853e-01,4.4395194289e-01,5.5142540294e-01,4.5018693321e-01,5.4848320684e-01,4.4931725346e-01,5.4955422910e-01,4.4871421481e-01,5.5025124703e-01,4.4960226418e-01,5.5013915260e-01,4.4982951868e-01,5.5037458140e-01,4.4994205689e-01,5.5061699232e-01,4.4969230629e-01,5.5158156710e-01,4.5014855250e-01,5.5125668875e-01,4.5099985959e-01,5.5091449220e-01,4.4832608061e-01,5.5558367763e-01,4.4858314930e-01,5.3274898215e-01,4.5494434564e-01,5.4477357068e-01,3.5072343328e-01,4.3882869697e-01,4.6045275245e-01,4.8576793350e-01,5.4301050946e-01,4.4331585074e-01,5.2134541953e-01,4.9463321634e-01,4.8337244820e-01,5.0310100817e-01
5.050000,4.9934107993e-01,5.1086743130e-01,5.1366870724e-01,4.7106654027e-01,5.5891008845e-01,4.5975752361e-01,5.1957871183e-01,5.2625527217e-01,5.6665545514e-01,6.4011717463e-01,4.7346082676e-01,5.2651783446e-01,4.8460913072e-01,5.3544142320e-01,4.6056546574e-01,5.3433759596e-01,4.6745983468e-01,5.3117406480e-01,4.6676664352e-01,5.3199735652e-01,4.6635753156e-01,5.3251406548e-01,4.6750314355e-01,5.3222791787e-01,4.6780150284e-01,5.3241052349e-01,4.6789291554e-01,5.3269994898e-01,4.6747722473e-01,5.3390446739e-01,4.6774416728e-01,5.3379034694e-01,4.6835329946e-01,5.3369689625e-01,4.6534102517e-01,5.3894646108e-01,4.6464809534e-01,5.1567585295e-01,4.7130730997e-01,5.2835219608e-01,3.6005049918e-01,4.2656834440e-01,4.7898734025e-01,4.7886043667e-01,5.4161673784e-01,4.4167302036e-01,5.2847610102e-01,4.8620398656e-01,4.8906989788e-01,5.0130058293e-01
5.100000,5.0122491216e-01,5.0514488929e-01,5.2156492711e-01,4.6522663443e-01,5.5895395069e-01,4.6225732250e-01,5.2615256008e-01,5.0889779746e-01,5.7780651848e-01,6.3006397929e-01,4.9091273352e-01,5.0962905857e-01,5.0189785227e-01,5.1891777048e-01,4.7788196849e-01,5.1655525658e-01,4.8534996588e-01,5.1321868741e-01,4.8488640755e-01,5.1373408221e-01,4.8471521304e-01,5.1402949665e-01,4.8614644292e-01,5.1355355890e-01,4.8653181130e-01,5.1366787836e-01,4.8661755326e-01,5.1400849136e-01,4.8603597415e-01,5.1545723526e-01,4.8608686074e-01,5.1558802256e-01,4.8641115087e-01,5.1578696820e-01,4.8310322983e-01,5.2156361475e-01,4.8129646091e-01,4.9821905783e-01,4.8818433793e-01,5.1101658049e-01,3.7007788601e-01,4.1498513141e-01,4.9679869148e-01,4.7229568152e-01,5.3901377150e-01,4.4174296468e-01,5.3434170562e-01,4.7823847990e-01,4.9483640865e-01,4.9937206548e-01
5.150000,5.0317898381e-01,4.9953624937e-01,5.2875318151e-01,4.6081879928e-01,5.5736321046e-01,4.6586976968e-01,5.3221649946e-01,4.9257514890e-01,5.8807313802e-01,6.1954573294e-01,5.0890901789e-01,4.9266298659e-01,5.1917096112e-01,5.0221386006e-01,4.9555095442e-01,4.9845615911e-01,5.0346569490e-01,4.9501126907e-01,5.0326722885e-01,4.9519633757e-01,5.0335764533e-01,4.9524450196e-01,5.0508669229e-01,4.9457859096e-01,5.0556342930e-01,4.9462354369e-01,5.0564985377e-01,4.9500853629e-01,5.0491550565e-01,4.9668966463e-01,5.0473756371e-01,4.9707748155e-01,5.0475827488e-01,4.9757574165e-01,5.0122706231e-01,5.0378885119e-01,4.9816279193e-01,4.8073895331e-01,5.0521963891e-01,4.9306820458e-01,3.8057775720e-01,4.0436752241e-01,5.1350828416e-01,4.6625020819e-01,5.3527303776e-01,4.4349160469e-01,5.3878688008e-01,4.7098392621e-01,5.0048621283e-01,4.9736685559e-01
5.200000,5.0514593512e-01,4.9421146566e-01,5.3501336397e-01,4.5794068523e-01,5.5421815774e-01,4.7050274453e-01,5.3760330480e-01,4.7764569036e-01,5.9716682429e-01,6.0881165938e-01,5.2709338868e-01,4.7603553685e-01,5.3603360134e-01,4.8572583596e-01,5.1317994945e-01,4.8045945672e-01,5.2136712516e-01,4.7700932381e-01,5.2144622459e-01,4.7686696836e-01,5.2181285461e-01,4.7664307729e-01,5.2383315156e-01,4.7579994590e-01,5.2439289446e-01,4.7576820485e-01,5.2448257878e-01,4.7619763893e-01,5.2361560412e-01,4.7809377478e-01,5.2320196482e-01,4.7874298646e-01,5.2291302536e-01,4.7952169857e-01,5.1928259304e-01,4.8603631163e-01,5.1484437826e-01,4.6363539166e-01,5.2201178555e-01,4.7486159824e-01,3.9128888379e-01,3.9501074667e-01,5.2876575595e-01,4.6088060598e-01,5.3049896144e-01,4.4683046105e-01,5.4171274910e-01,4.6465647845e-01,5.0584717882e-01,4.9533947786e-01
5.250000,5.0705237734e-01,4.8934482233e-01,5.4014744779e-01,4.5664503770e-01,5.4964334075e-01,4.7602300361e-01,5.4217280302e-01,4.6442185900e-01,6.0480836022e-01,5.9813431533e-01,5.4508666106e-01,4.6016642329e-01,5.5206629397e-01,4.6985339755e-01,5.3035733169e-01,4.6298402656e-01,5.3861493705e-01,4.5966971104e-01,5.3895313154e-01,4.5920201309e-01,5.3961027729e-01,4.5870469929e-01,5.4190709965e-01,4.5770491381e-01,5.4254583062e-01,4.5760422902e-01,5.4262996997e-01,4.5806516210e-01,5.4165138730e-01,4.6015752561e-01,5.4100589008e-01,4.6107038805e-01,5.4040209939e-01,4.6208150255e-01,5.3683335840e-01,4.6873655720e-01,5.3091202543e-01,4.4732691747e-01,5.3812282909e-01,4.5675954660e-01,4.0194438480e-01,3.8719827983e-01,5.4226181162e-01,4.5632239705e-01,5.2480717709e-01,4.5164188818e-01,5.4306662153e-01,4.5945314639e-01,5.1075092066e-01,4.9337387004e-01
5.300000,5.0881371466e-01,4.8507042547e-01,5.4399306447e-01,4.5691644880e-01,5.4378838538e-01,4.8225775473e-01,5.4581268689e-01,4.5315151446e-01,6.1074432931e-01,5.8779450890e-01,5.6251005996e-01,4.4547173791e-01,5.6686301493e-01,4.5499488415e-01,5.4664059309e-01,4.4644624590e-01,5.5476140536e-01,4.4344069442e-01,5.5531735881e-01,4.4264668007e-01,5.5626963292e-01,4.4188809293e-01,5.5881037724e-01,4.4074908754e-01,5.5951805874e-01,4.4058020649e-01,5.5958910291e-01,4.4106859023e-01,5.5852340072e-01,4.4332884226e-01,5.5765019599e-01,4.4451735551e-01,5.5673150929e-01,4.4566984864e-01,5.5339682988e-01,4.5226853576e-01,5.4586627712e-01,4.3207721045e-01,5.5300858590e-01,4.3894105389e-01,4.1252626732e-01,3.8092562165e-01,5.5396650435e-01,4.5284057580e-01,5.1843966405e-01,4.5784706851e-01,5.4302145589e-01,4.5561279967e-01,5.1521235741e-01,4.9171938325e-01
5.350000,5.1040277187e-01,4.8153707020e-01,5.4647099065e-01,4.5871680112e-01,5.3687609044e-01,4.8904003884e-01,5.4847434378e-01,4.4404239196e-01,6.1480288451e-01,5.7804853500e-01,5.7900900519e-01,4.3237111624e-01,5.8005608671e-01,4.4156788374e-01,5.6162921758e-01,4.3129501180e-01,5.6939442067e-01,4.2878641538e-01,5.7010940496e-01,4.2767385241e-01,5.7135827873e-01,4.2668755670e-01,5.7410178225e-01,4.2543588915e-01,5.7486821816e-01,4.2520526149e-01,5.7491717782e-01,4.2571910873e-01,5.7380078127e-01,4.2813367953e-01,5.7271599263e-01,4.2958130731e-01,5.7148636090e-01,4.3076485443e-01,5.6858162959e-01,4.3714255225e-01,5.5933839278e-01,4.1850817470e-01,5.6635296034e-01,4.2201258071e-01,4.2257878679e-01,3.7663542847e-01,5.6339883430e-01,4.5026538602e-01,5.1147209483e-01,4.6509466844e-01,5.4137587985e-01,4.5310309612e-01,5.1886325111e-01,4.9019570157e-01
5.400000,5.1176592030e-01,4.7884075921e-01,5.4753428507e-01,4.6194767203e-01,5.2914697637e-01,4.9618077475e-01,5.5012462932e-01,4.3723004991e-01,6.1685180738e-01,5.6911815570e-01,5.9424471119e-01,4.2122430783e-01,5.9130977126e-01,4.2994285723e-01,5.7495089610e-01,4.1793437369e-01,5.8211439770e-01,4.1612184770e-01,5.8291821821e-01,4.1469238663e-01,5.8445291443e-01,4.1351835675e-01,5.8735633598e-01,4.1217988217e-01,5.8816506590e-01,4.1189335363e-01,5.8817527439e-01,4.1243427707e-01,5.8704865753e-01,4.1496177480e-01,5.8577101768e-01,4.1664422004e-01,5.8427463495e-01,4.1774313712e-01,5.8199763985e-01,4.2371131184e-01,5.7095932442e-01,4.0690238407e-01,5.7776264910e-01,4.0624877266e-01,4.3189983925e-01,3.7438922891e-01,5.7048868772e-01,4.4870246431e-01,5.0410642699e-01,4.7318460144e-01,5.3828118794e-01,4.5199983331e-01,5.2165556144e-01,4.8889638675e-01
5.450000,5.1285797138e-01,4.7703714826e-01,5.4718559637e-01,4.6647012423e-01,5.2085948961e-01,5.0348397217e-01,5.5075320351e-01,4.3278920168e-01,6.1681253294e-01,5.6117271233e-01,6.0791742675e-01,4.1232372829e-01,6.0033898094e-01,4.2042743634e-01,5.8629301101e-01,4.0670826557e-01,5.9258973192e-01,4.0577281862e-01,5.9339602488e-01,4.0404606984e-01,5.9520426969e-01,4.0272275428e-01,5.9821770948e-01,4.0134679538e-01,5.9907093793e-01,4.0101183151e-01,5.9903427290e-01,4.0156281905e-01,5.9792256218e-01,4.0414272040e-01,5.9647862538e-01,4.0602980320e-01,5.9476126841e-01,4.0693071378e-01,5.9330636528e-01,4.1228849983e-01,5.8040839892e-01,3.9756086962e-01,5.8691609566e-01,3.9197367570e-01,4.4029693120e-01,3.7426939645e-01,5.7513640354e-01,4.4818952114e-01,4.9654360435e-01,4.8185713300e-01,5.3388162535e-01,4.5230629450e-01,5.2353219563e-01,4.8786045963e-01
5.500000,5.1365177788e-01,4.7615088558e-01,5.4547760770e-01,4.7211057212e-01,5.1228705525e-01,5.1075681762e-01,5.5038611650e-01,4.3074403854e-01,6.1467953217e-01,5.5434625578e-01,6.1980614163e-01,4.0591561660e-01,6.0694359311e-01,4.1326356231e-01,5.9536957307e-01,3.9788776251e-01,6.0053911207e-01,3.9800537540e-01,6.0128548269e-01,3.9597743074e-01,6.0336255041e-01,3.9455123990e-01,6.0641388496e-01,3.9318407117e-01,6.0728430008e-01,3.9279783805e-01,6.0718952490e-01,3.9335657334e-01,6.0614556014e-01,3.9594154281e-01,6.0458218863e-01,3.9800099931e-01,6.0269581782e-01,3.9860597969e-01,6.0225795358e-01,4.0314156993e-01,5.8747018280e-01,3.9070089959e-01,5.9356308051e-01,3.7945878601e-01,4.4760955650e-01,3.7630970005e-01,5.7728873304e-01,4.4873011524e-01,4.8898745290e-01,4.9083654193e-01,5.2835672832e-01,4.5398661870e-01,5.2447656871e-01,4.8712913170e-01
5.550000,5.1412826194e-01,4.7617141705e-01,5.4250079827e-01,4.7865724689e-01,5.0370327627e-01,5.1778885855e-01,5.4905692588e-01,4.3107033214e-01,6.1049256755e-01,5.4871890744e-01,6.2973881239e-01,4.0214946853e-01,6.1099273794e-01,4.0861003612e-01,6.0201354899e-01,3.9167002873e-01,6.0577114291e-01,3.9300316718e-01,6.0641974360e-01,3.9067792288e-01,6.0875324272e-01,3.8919894482e-01,6.1176540912e-01,3.8789583102e-01,6.1263500902e-01,3.8745362675e-01,6.1246228670e-01,3.8802747067e-01,6.1152524362e-01,3.9054427078e-01,6.0988146910e-01,3.9275050901e-01,6.0787862895e-01,3.9297723779e-01,6.0865640517e-01,3.9646138430e-01,5.9196543602e-01,3.8646950407e-01,5.9750626778e-01,3.6891037208e-01,4.5370884866e-01,3.8047825417e-01,5.7694489613e-01,4.5029370467e-01,4.8163579642e-01,4.9983707432e-01,5.2190441403e-01,4.5695250798e-01,5.2448759597e-01,4.8670315689e-01
5.600000,5.1432948278e-01,4.7708123357e-01,5.3839629367e-01,4.8589238485e-01,4.9539377371e-01,5.2440049709e-01,5.4682859680e-01,4.3372060278e-01,6.0438450189e-01,5.4433869387e-01,6.3759449043e-01,4.0110769845e-01,6.1241348403e-01,4.0657296710e-01,6.0609465660e-01,3.8818817181e-01,6.0815373616e-01,3.9086701639e-01,6.0866570850e-01,3.8825525908e-01,6.1123881034e-01,3.8677084402e-01,6.1414163894e-01,3.8558723675e-01,6.1499174888e-01,3.8509982990e-01,6.1473107493e-01,3.8568391193e-01,6.1393662315e-01,3.8806540309e-01,6.1226945633e-01,3.9037963643e-01,6.1017215300e-01,3.9015969060e-01,6.1234307450e-01,3.9238658869e-01,5.9378539358e-01,3.8494806981e-01,5.9863610384e-01,3.6048248313e-01,4.5852836486e-01,3.8669522053e-01,5.7417336256e-01,4.5282853098e-01,4.7468535419e-01,5.0858062895e-01,5.1475118478e-01,4.6108295442e-01,5.2359372528e-01,4.8659165204e-01
5.650000,5.1421822253e-01,4.7879790683e-01,5.3330593515e-01,4.9354836447e-01,4.8761483622e-01,5.3037898487e-01,5.4378545987e-01,4.3855180509e-01,5.9643004500e-01,5.4121575424e-01,6.4323107308e-01,4.0288179949e-01,6.1113069880e-01,4.0722853580e-01,6.0755261993e-01,3.8752752771e-01,6.0766726208e-01,3.9165888755e-01,6.0800461819e-01,3.8874970198e-01,6.1078063189e-01,3.8731883447e-01,6.1350801669e-01,3.8630028966e-01,6.1431979911e-01,3.8577781878e-01,6.1397080086e-01,3.8636804435e-01,6.1335038876e-01,3.8855099241e-01,6.1172154730e-01,3.9093881531e-01,6.0953548894e-01,3.9020560021e-01,6.1324234087e-01,3.9099015756e-01,5.9289351473e-01,3.8616098479e-01,5.9692361168e-01,3.5428098297e-01,4.6205078192e-01,3.9482969564e-01,5.6910070292e-01,4.5625378295e-01,4.6832274815e-01,5.1680113637e-01,5.0714705850e-01,4.6622577954e-01,5.2185351899e-01,4.8679609481e-01
5.700000,5.1383101794e-01,4.8126026213e-01,5.2742857326e-01,5.0138236257e-01,4.8061982762e-01,5.3557159465e-01,5.4003708239e-01,4.4541131593e-01,5.8685030834e-01,5.3932101147e-01,6.4664895222e-01,4.0738958418e-01,6.0723012552e-01,4.1049693774e-01,6.0640146479e-01,3.8963121312e-01,6.0435208868e-01,3.9531754408e-01,6.0450119783e-01,3.9210099196e-01,6.0743220656e-01,3.9077043661e-01,6.0990894994e-01,3.8996176888e-01,6.1068048630e-01,3.8943298650e-01,6.1025000538e-01,3.9002346055e-01,6.0982084879e-01,3.9194893668e-01,6.0828596559e-01,3.9437724984e-01,6.0600952505e-01,3.9308963455e-01,6.1135433793e-01,3.9226997162e-01,5.8931472426e-01,3.9006341938e-01,5.9239567100e-01,3.5036859884e-01,4.6429197126e-01,4.0469056822e-01,5.6189777107e-01,4.6045665578e-01,4.6271459412e-01,5.2423856835e-01,4.9934912408e-01,4.7218391386e-01,5.1934413150e-01,4.8729006107e-01
5.750000,5.1319051548e-01,4.8437667752e-01,5.2096867392e-01,5.0914222123e-01,4.7462652640e-01,5.3984433055e-01,5.3570470921e-01,4.5408929642e-01,5.7587230545e-01,5.3858513137e-01,6.4786860130e-01,4.1452622953e-01,6.0083862970e-01,4.1625784276e-01,6.0274074686e-01,3.9437659828e-01,5.9834403694e-01,4.0169778620e-01,5.9829877532e-01,3.9815999673e-01,6.0133468911e-01,3.9700075622e-01,6.0351780090e-01,3.9643664737e-01,6.0421919638e-01,3.9590336929e-01,6.0371316212e-01,3.9649890398e-01,6.0348389804e-01,3.9812753512e-01,6.0209153418e-01,4.0055878945e-01,5.9971964880e-01,3.9869973927e-01,6.0676523418e-01,3.9613770025e-01,5.8315046042e-01,3.9654134665e-01,5.8514352195e-01,3.4875691568e-01,4.6530950515e-01,4.1604792854e-01,5.5277961933e-01,4.6531033014e-01,4.5800506476e-01,5.3065673368e-01,4.9162354183e-01,4.7874352761e-01,5.1616839247e-01,4.8804487596e-01
5.800000,5.1231008877e-01,4.8803154640e-01,5.1413666768e-01,5.1657798552e-01,4.6981116699e-01,5.4309500194e-01,5.3091296999e-01,4.6432918536e-01,5.6374326355e-01,5.3890390504e-01,6.4694765637e-01,4.2413882212e-01,5.9213689550e-01,4.2433194534e-01,5.9673544640e-01,4.0159542384e-01,5.8984608941e-01,4.1059785043e-01,5.8960331362e-01,4.0671869071e-01,5.9270224662e-01,4.0580303357e-01,5.9454634852e-01,4.0551528436e-01,5.9516502154e-01,4.0496618519e-01,5.9458855555e-01,4.0557132835e-01,5.9455735250e-01,4.0688124132e-01,5.9334300832e-01,4.0928085986e-01,5.9087462973e-01,4.0684418127e-01,5.9965204864e-01,4.0243731262e-01,5.7458529572e-01,4.0542063793e-01,5.7532898649e-01,3.4940266139e-01,4.6518918999e-01,4.2863611238e-01,5.4199926340e-01,4.7066990742e-01,4.5431167984e-01,5.3584567695e-01,4.8423251479e-01,4.8567516199e-01,5.1244736829e-01,4.8902299048e-01
5.850000,5.1122612949e-01,4.9210370129e-01,5.0716169173e-01,5.2345980016e-01,4.6631625146e-01,5.4525715769e-01,5.2580834811e-01,4.7584739252e-01,5.5075109553e-01,5.4014968959e-01,6.4397829431e-01,4.3602389095e-01,5.8139140298e-01,4.3450166938e-01,5.8858115688e-01,4.1106545801e-01,5.7908901470e-01,4.2174053914e-01,5.7868067783e-01,4.1752252000e-01,5.8178648920e-01,4.1689746827e-01,5.8325912878e-01,4.1691692895e-01,5.8379307296e-01,4.1633962094e-01,5.8315635611e-01,4.1695872925e-01,5.8331618312e-01,4.1793362566e-01,5.8230531199e-01,4.2027371412e-01,5.7974401257e-01,4.1726524366e-01,5.9024350227e-01,4.1094508033e-01,5.6385811102e-01,4.1644690968e-01,5.6316665057e-01,3.5220924018e-01,4.6404905766e-01,4.4217423088e-01,5.2986195634e-01,4.7638956931e-01,4.5172027665e-01,5.3964616654e-01,4.7742301558e-01,4.9275256704e-01,5.0832199820e-01,4.9018990039e-01
5.900000,5.0996928162e-01,4.9644588588e-01,5.0026492611e-01,5.2957392373e-01,4.6423085358e-01,5.4629555421e-01,5.2052632754e-01,4.8831113535e-01,5.3719111633e-01,5.4218904288e-01,6.3909225308e-01,4.4992239589e-01,5.6891755991e-01,4.4649121331e-01,5.7853940610e-01,4.2253692682e-01,5.6635381856e-01,4.3480261798e-01,5.6583637727e-01,4.3027140539e-01,5.6889726610e-01,4.2996671700e-01,5.6997679303e-01,4.3031407958e-01,5.7042488892e-01,4.2970444512e-01,5.6974550927e-01,4.3033395384e-01,5.7008813948e-01,4.3096367960e-01,5.6930340726e-01,4.3321412974e-01,5.6664991994e-01,4.2966045896e-01,5.7881175831e-01,4.2138970393e-01,5.5125685772e-01,4.2929750892e-01,5.4891821704e-01,3.5703976546e-01,4.6203767829e-01,4.5636287189e-01,5.1671449488e-01,4.8231206206e-01,4.5028414302e-01,5.4195013339e-01,4.7141379153e-01,4.9975431796e-01,5.0394197970e-01,4.9150930653e-01
5.950000,5.0858858451e-01,5.0091214845e-01,4.9366111131e-01,5.3474532859e-01,4.6359882739e-01,5.4621036913e-01,5.1521291538e-01,5.0137301082e-01,5.2338769715e-01,5.4487671944e-01,6.3245530512e-01,4.6551436047e-01,5.5506225415e-01,4.5998102050e-01,5.6689147324e-01,4.3572647932e-01,5.5197126824e-01,4.4943022529e-01,5.5141344181e-01,4.4462429555e-01,5.5437957231e-01,4.4466282744e-01,5.5505856683e-01,4.4534696890e-01,5.5541765874e-01,4.4471171586e-01,5.5471832391e-01,4.4534320219e-01,5.5523703354e-01,4.4562092640e-01,5.5470252074e-01,4.4774468032e-01,5.5195915052e-01,4.4369441145e-01,5.6566762952e-01,4.3346917071e-01,5.3711580015e-01,4.4360916410e-01,5.3290467999e-01,3.6372231884e-01,4.5929181985e-01,4.7086177793e-01,5.0291203751e-01,4.8827572197e-01,4.5000759406e-01,5.4270713485e-01,4.6637834222e-01,5.0645856890e-01,4.9944585640e-01,4.9293798795e-01
6.000000,5.0713331378e-01,5.0535165305e-01,4.8755038656e-01,5.3883554209e-01,4.6441673612e-01,5.4503631907e-01,5.1001324720e-01,5.1467657033e-01,5.0967019764e-01,5.4806307429e-01,6.2427028833e-01,4.8243552270e-01,5.4019684237e-01,4.7462070586e-01,5.5394904525e-01,4.5031465150e-01,5.3630754972e-01,4.6525053066e-01,5.3578223494e-01,4.6021931353e-01,5.3859390408e-01,4.6061915012e-01,5.3888579959e-01,4.6163548185e-01,5.3914603108e-01,4.6098784263e-01,5.3845211105e-01,4.6161100679e-01,5.3914341971e-01,4.6152852361e-01,5.3888907627e-01,4.6347857175e-01,5.3606084274e-01,4.5899985564e-01,5.5114915084e-01,4.4685015170e-01,5.2179406425e-01,4.5897364275e-01,5.1548516742e-01,3.7202814302e-01,4.5597755900e-01,4.8533558455e-01,4.8883791370e-01,4.9411790662e-01,4.5086939098e-01,5.4192262571e-01,4.6245764227e-01,5.1266046205e-01,4.9498453292e-01,4.9443072031e-01
6.050000,5.0565089709e-01,5.0961995487e-01,4.8211528009e-01,5.4174391818e-01,4.6663289959e-01,5.4284365665e-01,5.0506460266e-01,5.2787051629e-01,4.9636146632e-01,5.5159555187e-01,6.1476410621e-01,5.0029163914e-01,5.2470311290e-01,4.9004176509e-01,5.4004444376e-01,4.6594976546e-01,5.1975290755e-01,4.8188107750e-01,5.1933129807e-01,4.7668286007e-01,5.2191492490e-01,4.7745347363e-01,5.2184076626e-01,4.7879354920e-01,5.2199597503e-01,4.7814841220e-01,5.2133554553e-01,4.7874826538e-01,5.2220225456e-01,4.7829213473e-01,5.2226230087e-01,4.8001375885e-01,5.1935994000e-01,4.7519661173e-01,5.3561534303e-01,4.6117615772e-01,5.0567333437e-01,4.7497162488e-01,4.9704918428e-01,3.8170573744e-01,4.5226263094e-01,4.9945228077e-01,4.7487969592e-01,4.9968018817e-01,4.5281522089e-01,5.3965262683e-01,4.5974871637e-01,5.1817636323e-01,4.9070031179e-01,4.9594095114e-01
6.100000,5.0418567357e-01,5.1358667489e-01,4.7750975709e-01,5.4341008556e-01,4.7014773664e-01,5.3973512507e-01,5.0049396501e-01,5.4060964032e-01,4.8376316184e-01,5.5531218954e-01,6.0420219905e-01,5.1867161661e-01,5.0897994208e-01,5.0585936689e-01,5.2552341935e-01,4.8226759005e-01,5.0270986655e-01,4.9893654309e-01,5.0245687085e-01,4.9363775874e-01,5.0473048164e-01,4.9478072331e-01,5.0431166037e-01,4.9643177199e-01,5.0435252647e-01,4.9580331478e-01,5.0376055864e-01,4.9635322214e-01,5.0481262151e-01,4.9551240237e-01,5.0521591570e-01,4.9694247394e-01,5.0226417473e-01,4.9189862099e-01,5.1943553024e-01,4.7607640751e-01,4.8915106536e-01,4.9118438389e-01,4.7801514693e-01,3.9250003623e-01,4.4831317676e-01,5.1289839044e-01,4.6141091634e-01,5.0481012016e-01,4.5575654908e-01,5.3599341051e-01,4.5830330477e-01,5.2284638525e-01,4.8671924276e-01,4.9741628238e-01
6.150000,5.0278461639e-01,5.1713227579e-01,4.7386531768e-01,5.4381663344e-01,4.7482086331e-01,5.3584250814e-01,4.9641455640e-01,5.5256943517e-01,4.7214906694e-01,5.5906083497e-01,5.9285890672e-01,5.3716216705e-01,4.9343869175e-01,5.2169901448e-01,5.1075059320e-01,4.9889570035e-01,4.8557195806e-01,5.1602756355e-01,4.8555137449e-01,5.1070800125e-01,4.8742708093e-01,5.1222047741e-01,4.8668457204e-01,5.1417009172e-01,4.8659887181e-01,5.1356758984e-01,4.8611492522e-01,5.1402848909e-01,4.8736421612e-01,5.1279845470e-01,4.8813961011e-01,5.1386476173e-01,4.8516438127e-01,5.0870852101e-01,5.0297488148e-01,4.9117473401e-01,4.7261728391e-01,5.0719601269e-01,4.5879717448e-01,4.0415369210e-01,4.4428969576e-01,5.2537812529e-01,4.4878710770e-01,5.0936313744e-01,4.5957643277e-01,5.3108390011e-01,4.5812912015e-01,5.2654626894e-01,4.8315465773e-01,4.9880565331e-01
6.200000,5.0149565817e-01,5.2015591485e-01,4.7128333866e-01,5.4298728211e-01,4.8047553337e-01,5.3131538249e-01,4.9292797042e-01,5.6345220899e-01,4.6175865490e-01,5.6269508856e-01,5.8101066173e-01,5.5534898749e-01,4.7848661169e-01,5.3718938827e-01,4.9608419291e-01,5.1546089132e-01,4.6872042046e-01,5.3277292083e-01,4.6898830916e-01,5.2752242755e-01,4.7038028459e-01,5.2940013200e-01,4.6932809594e-01,5.3163895630e-01,4.6910092336e-01,5.3106649507e-01,4.6876424301e-01,5.3138881875e-01,4.7021604934e-01,5.2977970004e-01,4.7137833594e-01,5.3041727096e-01,4.6843215735e-01,5.2526840376e-01,4.8660000692e-01,5.0611141236e-01,4.5645012864e-01,5.2260823636e-01,4.3980429000e-01,4.1639582943e-01,4.4034977998e-01,5.3663125231e-01,4.3733833805e-01,5.1321494510e-01,4.6413795724e-01,5.2510045741e-01,4.5920559491e-01,5.2917470270e-01,4.8012020639e-01,5.0006515185e-01
