# PBC momentum-sector ED  L=17 N=6 t=1.0 V=1.0 tp=0.0 Vp=0.0  O=n_2*n_3 (1-indexed)
sector,energy,O_expval
0,-9.1423558938,0.0291601474
0,-7.5206472367,0.0445591506
0,-6.3192798491,0.0558126858
0,-6.0452489074,0.0574510424
0,-6.0452489074,0.0574510424
0,-5.7759803555,0.0582491774
0,-5.6805056575,0.0617681950
0,-5.1394269575,0.0657169868
0,-5.1394269575,0.0657169868
0,-4.9197307863,0.0655254246
0,-4.9197307863,0.0655254246
0,-4.6095430574,0.0683716228
0,-4.4048519890,0.0655132984
0,-4.4048519890,0.0655132984
0,-4.3632847131,0.0728447563
0,-4.3632847131,0.0728447563
0,-4.3500897450,0.0711344986
0,-4.3500897450,0.0711344986
0,-4.3070581758,0.0686945137
0,-4.3070581758,0.0686945137
0,-4.2101760642,0.0587004685
0,-4.0003242584,0.0844912431
0,-4.0003242584,0.0844912431
0,-3.9891797868,0.0737538841
0,-3.7054599385,0.0340747824
0,-3.7054599385,0.0340747824
0,-3.5987218073,0.0596741498
0,-3.5987218073,0.0596741498
0,-3.5422690578,0.0729979661
0,-3.5422690578,0.0729979661
0,-3.5364452927,0.0773650027
0,-3.5364452927,0.0773650027
0,-3.2358441694,0.0433182168
0,-3.2358441694,0.0433182168
0,-3.2160750616,0.0579213699
0,-3.2160750616,0.0579213699
0,-3.1195964970,0.0671141320
0,-3.1036810695,0.0751137783
0,-3.1036810695,0.0751137783
0,-3.0876068388,0.0807400956
0,-3.0689906788,0.0706990310
0,-3.0689906788,0.0706990310
0,-3.0628154056,0.0581811370
0,-3.0628154056,0.0581811370
0,-3.0581679279,0.0914967171
0,-3.0581679279,0.0914967171
0,-2.8110633418,0.0816274781
0,-2.8110633418,0.0816274781
0,-2.6955181300,0.0645988480
0,-2.6955181300,0.0677084284
0,-2.6955181300,0.0836926860
0,-2.6095376347,0.0950907981
0,-2.6095376347,0.0950907981
0,-2.5633899325,0.0942804295
0,-2.5633899325,0.0942804295
0,-2.5426519243,0.0952416520
0,-2.5426519243,0.0952416520
0,-2.5399481763,0.0716449639
0,-2.5092718706,0.0799238397
0,-2.5092718706,0.0799238397
0,-2.4778515587,0.0858863161
0,-2.4691750745,0.0655919582
0,-2.4691750745,0.0655919582
0,-2.4606838480,0.0575125119
0,-2.4606838480,0.0575125119
0,-2.4230379614,0.0728501987
0,-2.4230379614,0.0728501987
0,-2.1249765438,0.0763279582
0,-2.1249765438,0.0763279582
0,-2.0991949927,0.0608329923
0,-2.0991949927,0.0608329923
0,-2.0844596672,0.0858668069
0,-2.0844596672,0.0858668069
0,-1.9621740731,0.0820160478
0,-1.9621740731,0.0820160478
0,-1.9152290126,0.1006287591
0,-1.9152290126,0.1006287591
0,-1.9023218047,0.0947749612
0,-1.9023218047,0.0947749612
0,-1.8902788943,0.0828298967
0,-1.8902788943,0.0828298967
0,-1.8760741254,0.1020520846
0,-1.8760741254,0.1020520846
0,-1.8564460798,0.1021071884
0,-1.8564460798,0.1021071884
0,-1.8284271247,0.0896482639
0,-1.8284271247,0.0780700371
0,-1.8284271247,0.0845450785
0,-1.7603394138,0.0682456570
0,-1.7603394138,0.0682456570
0,-1.7151861506,0.0809733290
0,-1.7069128681,0.0854996543
0,-1.7069128681,0.0854996543
0,-1.6609552277,0.0842233680
0,-1.6609552277,0.0842233680
0,-1.5856418281,0.0610366315
0,-1.5856418281,0.0610366315
0,-1.5770380968,0.0713567351
0,-1.5770380968,0.0713567351
0,-1.4785565640,0.1014409167
0,-1.4785565640,0.1014409167
0,-1.4298765712,0.1065763408
0,-1.4298765712,0.1065763408
0,-1.3648086962,0.0850896497
0,-1.3648086962,0.0850896497
0,-1.3522298546,0.0951173946
0,-1.3454628890,0.0939709972
0,-1.3454628890,0.0939709972
0,-1.3058510573,0.0969973381
0,-1.3058510573,0.0969973381
0,-1.2475463462,0.0925688462
0,-1.2475463462,0.0925688462
0,-1.2330061076,0.0860171315
0,-1.2330061076,0.0860171315
0,-1.2275534125,0.1207204676
0,-1.2217475976,0.0906434627
0,-1.2217475976,0.0906434627
0,-1.1707494871,0.0968187601
0,-1.1707494871,0.0968187601
0,-1.1687164770,0.0749402878
0,-1.1687164770,0.0749402878
0,-1.1595845477,0.1213957357
0,-1.1595845477,0.1213957357
0,-1.1525462210,0.0922746497
0,-1.1525462210,0.0922746497
0,-1.1501366967,0.0863046932
0,-1.1497440629,0.0759004214
0,-1.1497440629,0.0759004214
0,-1.0409956993,0.0763833945
0,-1.0409956993,0.0763833945
0,-1.0273394921,0.1048939828
0,-1.0273394921,0.0922272104
0,-1.0273394921,0.1037063573
0,-1.0273394921,0.0916806305
0,-1.0273394921,0.0942593779
0,-1.0273394921,0.0917223210
0,-1.0262496448,0.0692126744
0,-1.0262496448,0.0692126744
0,-0.9832017845,0.1108438246
0,-0.9832017845,0.1108438246
0,-0.9033710328,0.1008129516
0,-0.9033710328,0.1008129516
0,-0.8874609638,0.1077147292
0,-0.8874609638,0.1077147292
0,-0.7699939553,0.1008317130
0,-0.7699939553,0.1008317130
0,-0.7474194867,0.0783853397
0,-0.7474194867,0.0783853397
0,-0.6878801866,0.0923191917
0,-0.6878801866,0.0923191917
0,-0.6583666874,0.1139338378
0,-0.6583666874,0.1139338378
0,-0.6236831431,0.1008146822
0,-0.6236831431,0.1008146822
0,-0.6120820511,0.0803961604
0,-0.6120820511,0.0803961604
0,-0.6083136284,0.1282509771
0,-0.5513112726,0.1195256583
0,-0.5513112726,0.1195256583
0,-0.5451300494,0.0707674341
0,-0.5451300494,0.0707674341
0,-0.5427462581,0.0937990012
0,-0.5427462581,0.0937990012
0,-0.5422625350,0.1159406209
0,-0.5422625350,0.1159406209
0,-0.5307337295,0.1031339367
0,-0.5307337295,0.1080716285
0,-0.5307337295,0.1029279550
0,-0.5052892424,0.0773186496
0,-0.5052892424,0.0773186496
0,-0.4235920863,0.0898653817
0,-0.4235920863,0.0898653817
0,-0.4097025317,0.1167529573
0,-0.4097025317,0.1167529573
0,-0.4026988647,0.1013379229
0,-0.4026988647,0.1013379229
0,-0.3910354689,0.1179490180
0,-0.3910354689,0.1179490180
0,-0.3537691105,0.0838619510
0,-0.3537691105,0.0838619510
0,-0.2557008966,0.1176347561
0,-0.2557008966,0.1176347561
0,-0.2375880484,0.0892652675
0,-0.2375880484,0.0892652675
0,-0.2369818488,0.0974714119
0,-0.2299428021,0.1330588607
0,-0.2299428021,0.1330588607
0,-0.1323485597,0.1140738290
0,-0.1323485597,0.1140738290
0,-0.1161648871,0.0980457957
0,-0.0895569149,0.0905054193
0,-0.0895569149,0.0905054193
0,-0.0839969712,0.1000264060
0,-0.0839969712,0.1000264060
0,-0.0779386779,0.1124252724
0,-0.0779386779,0.1124252724
0,-0.0047782313,0.1046685849
0,-0.0047782313,0.1046685849
0,0.0016772476,0.1258380991
0,0.0016772476,0.1258380991
0,0.0525524066,0.0932709860
0,0.0525524066,0.0932709860
0,0.0587494589,0.1112786838
0,0.0587494589,0.1112786838
0,0.0737551230,0.1022738780
0,0.0975806995,0.1012959341
0,0.0975806995,0.1012959341
0,0.1045548359,0.0917574760
0,0.1045548359,0.0917574760
0,0.1623182309,0.0838218767
0,0.1623182309,0.0838218767
0,0.1745399427,0.1241016100
0,0.1745399427,0.1241016100
0,0.2063314930,0.1205910992
0,0.2063314930,0.1205910992
0,0.2112611037,0.0855262696
0,0.2112611037,0.0855262696
0,0.2616312556,0.1022148750
0,0.2616312556,0.1022148750
0,0.2848262547,0.0899390959
0,0.2848262547,0.0899390959
0,0.3070595719,0.1038376526
0,0.3424879068,0.0740682382
0,0.3424879068,0.0740682382
0,0.3578427488,0.1214245520
0,0.3578427488,0.1214245520
0,0.3868740702,0.1209859196
0,0.3868740702,0.1165862099
0,0.3868740702,0.1111386738
0,0.3868740702,0.1145603100
0,0.3868740702,0.1204413034
0,0.3868740702,0.1209776239
0,0.4158845696,0.1189319897
0,0.4158845696,0.1189319897
0,0.4267534905,0.1259364099
0,0.4267534905,0.1259364099
0,0.4426802978,0.0919194280
0,0.4426802978,0.0919194280
0,0.4743328072,0.1056121640
0,0.4743328072,0.1056121640
0,0.5508210104,0.1429191042
0,0.5511991193,0.0985853729
0,0.5511991193,0.0985853729
0,0.6016868263,0.1264071148
0,0.6016868263,0.1264071148
0,0.6038412818,0.1105218843
0,0.6038412818,0.1105218843
0,0.6469969228,0.1070952869
0,0.6749939027,0.0819265114
0,0.6749939027,0.0819265114
0,0.6854387033,0.1123095251
0,0.6854387033,0.1123095251
0,0.7081783186,0.1081316594
0,0.7081783186,0.1081316594
0,0.7528068418,0.0998148595
0,0.7528068418,0.0998148595
0,0.7591314807,0.1289715814
0,0.7591314807,0.1289715814
0,0.7704709634,0.0827633093
0,0.7704709634,0.0827633093
0,0.8061082989,0.0853622091
0,0.8061082989,0.0853622091
0,0.8605196351,0.1315151678
0,0.8605196351,0.1315151678
0,0.8848162587,0.1069596673
0,0.8848162587,0.1069596673
0,0.8917128930,0.0971377540
0,0.8917128930,0.0971377540
0,0.8962638371,0.1262229852
0,0.8962638371,0.1262229852
0,0.9042099594,0.0955402660
0,0.9042099594,0.0955402660
0,0.9277997850,0.1025811006
0,0.9277997850,0.1025811006
0,0.9855780390,0.1078579888
0,0.9855780390,0.1078579888
0,0.9913370648,0.1048584819
0,0.9913370648,0.1048584819
0,1.0000000000,0.1272486472
0,1.0000000000,0.1183562670
0,1.0000000000,0.1295770142
0,1.0097347916,0.1357600312
0,1.0097347916,0.1357600312
0,1.0584836103,0.1314517244
0,1.0584836103,0.1314517244
0,1.0754902219,0.0921736760
0,1.0754902219,0.0921736760
0,1.1501875441,0.1495256733
0,1.1501875441,0.1495256733
0,1.1706254662,0.0924151456
0,1.1706254662,0.0924151456
0,1.1734887444,0.1041846589
0,1.1734887444,0.1041846589
0,1.1843531435,0.0931618165
0,1.2082946591,0.1336603705
0,1.2082946591,0.1336603705
0,1.2295682208,0.0963386215
0,1.2295682208,0.0963386215
0,1.2329431968,0.1134526394
0,1.2329431968,0.1134526394
0,1.2437867636,0.0889355968
0,1.2437867636,0.0889355968
0,1.2485142841,0.1262643397
0,1.2485142841,0.1262643397
0,1.2494627555,0.0947288609
0,1.2494627555,0.0947288609
0,1.3017223928,0.1178345127
0,1.3360486298,0.1070701835
0,1.3360486298,0.1070701835
0,1.3558777860,0.1305957792
0,1.3558777860,0.1305957792
0,1.4198472011,0.0959992464
0,1.4198472011,0.0959992464
0,1.5007765163,0.1171648475
0,1.5007765163,0.1171648475
0,1.5066351667,0.1094366891
0,1.5066351667,0.1094366891
0,1.5157965349,0.0822153303
0,1.5157965349,0.0822153303
0,1.5192231838,0.1008211518
0,1.5192231838,0.1008211518
0,1.5368215141,0.1370115604
0,1.5368215141,0.1370115604
0,1.5857864376,0.1303877229
0,1.5857864376,0.1260228182
0,1.5857864376,0.1344313467
0,1.5857864376,0.1320962518
0,1.5857864376,0.1279623981
0,1.5857864376,0.1292832758
0,1.6015033834,0.1271575081
0,1.6015033834,0.1271575081
0,1.6079020650,0.0993728993
0,1.6079020650,0.0993728993
0,1.6588487361,0.1047380814
0,1.6588487361,0.1047380814
0,1.6904435320,0.0857976204
0,1.6904435320,0.0857976204
0,1.6945875413,0.0858999291
0,1.6945875413,0.0858999291
0,1.6972643742,0.1407271298
0,1.6972643742,0.1407271298
0,1.7059668020,0.0992307194
0,1.7067810493,0.1161804948
0,1.7085807337,0.1095475913
0,1.7085807337,0.1095475913
0,1.7120540783,0.1008065218
0,1.7120540783,0.1008065218
0,1.8651887321,0.1008029017
0,1.8651887321,0.1008029017
0,1.8953786206,0.1014911115
0,1.8953786206,0.1014911115
0,1.9106249221,0.1351169387
0,1.9106249221,0.1351169387
0,1.9112213351,0.1304528032
0,1.9112213351,0.1304528032
0,1.9119086242,0.1392266522
0,1.9119086242,0.1392266522
0,1.9176077997,0.1292446873
0,1.9176077997,0.1428966264
0,1.9176077997,0.1325445483
0,1.9176077997,0.1366623028
0,1.9176077997,0.1261613594
0,1.9176077997,0.1243492090
0,1.9481298623,0.1368163151
0,1.9481298623,0.1368163151
0,2.0222225283,0.0720037131
0,2.0222225283,0.0720037131
0,2.0512237621,0.1262600896
0,2.0512237621,0.1262600896
0,2.0851919580,0.0887357960
0,2.0851919580,0.0887357960
0,2.0914108264,0.1105457152
0,2.0914108264,0.1105457152
0,2.1039904558,0.1023463667
0,2.1039904558,0.1023463667
0,2.1272654872,0.1616926021
0,2.1769387059,0.1181140803
0,2.1769387059,0.1181140803
0,2.2200822363,0.0988414855
0,2.2200822363,0.0988414855
0,2.2211129675,0.0942940114
0,2.2211129675,0.0942940114
0,2.2547513893,0.1008416159
0,2.2547513893,0.1008416159
0,2.2567911507,0.1338495042
0,2.2567911507,0.1338495042
0,2.2814778816,0.1206836203
0,2.2814778816,0.1206836203
0,2.2923993448,0.1469466988
0,2.2923993448,0.1469466988
0,2.3133979078,0.1380164043
0,2.3133979078,0.1380164043
0,2.3178189468,0.1306981055
0,2.3178189468,0.1306981055
0,2.3386844230,0.1172677722
0,2.3386844230,0.1172677722
0,2.3760446258,0.1002313397
0,2.3760446258,0.1002313397
0,2.3800338445,0.0805397783
0,2.3800338445,0.0805397783
0,2.4282744959,0.0989213534
0,2.4282744959,0.0989213534
0,2.4479507264,0.0747045990
0,2.4996171347,0.0817794946
0,2.4996171347,0.0817794946
0,2.5307337295,0.1256869204
0,2.5307337295,0.1325830557
0,2.5307337295,0.1389167086
0,2.5310730025,0.1426421013
0,2.5310730025,0.1426421013
0,2.5325315974,0.1433245168
0,2.5325315974,0.1433245168
0,2.5724952739,0.1402484199
0,2.5749789042,0.1122607227
0,2.5749789042,0.1122607227
0,2.5898493012,0.1435262436
0,2.5898493012,0.1435262436
0,2.6178941681,0.1267243030
0,2.6178941681,0.1267243030
0,2.6513986564,0.1321814998
0,2.6513986564,0.1321814998
0,2.6623895680,0.1124370941
0,2.7378884340,0.0885640081
0,2.7378884340,0.0885640081
0,2.7631678764,0.1131313108
0,2.7631678764,0.1131313108
0,2.7735192373,0.1666014739
0,2.7735192373,0.1666014739
0,2.7748481676,0.1077801031
0,2.7748481676,0.1077801031
0,2.7921950574,0.1249854419
0,2.7921950574,0.1249854419
0,2.8052937361,0.0974666472
0,2.8052937361,0.0974666472
0,2.8078597726,0.0887335874
0,2.8078597726,0.0887335874
0,2.8276972636,0.1349387951
0,2.8276972636,0.1349387951
0,2.8726711097,0.1218294703
0,2.8726711097,0.1218294703
0,2.8915035781,0.1369444748
0,2.8915035781,0.1369444748
0,2.9214581940,0.0669137187
