# χ_ent(t) = -ln(Σ_s |⟨s|ψ(t)⟩|^4)  Fock-basis IPR averaged over 20/20 random Fock initial states
# C(t) = (4/L) Σ_k [⟨n_k n_{k+1}⟩ - ⟨n_k⟩⟨n_{k+1}⟩]  connected NN density correlator; T=∞ plateau = -1/(L-1) = -0.09090909090909091
# L=12  N=6  t_hop=1.0  V=1.0  tp=0.3  Vp=0.3  rng_seed=42
# ln(D) = 6.828712071641684  (ergodic ceiling: χ_ent → ln(D) - ln(2) ≈ 6.135564891081739 for thermalizing system)
time,chi_ent_mean,chi_ent_std,C_mean,C_std
0.1150,0.19095450,0.03353587,-0.02794237,0.00533511
0.1200,0.20784399,0.03652201,-0.03031574,0.00577987
0.1250,0.22543833,0.03963613,-0.03277157,0.00623861
0.1300,0.24373563,0.04287830,-0.03530763,0.00671076
0.1350,0.26273388,0.04624854,-0.03792164,0.00719571
0.1400,0.28243095,0.04974691,-0.04061126,0.00769286
0.1450,0.30282463,0.05337340,-0.04337407,0.00820156
0.1500,0.32391253,0.05712801,-0.04620760,0.00872119
0.1550,0.34569216,0.06101074,-0.04910933,0.00925107
0.1600,0.36816090,0.06502153,-0.05207666,0.00979055
0.1650,0.39131597,0.06916033,-0.05510695,0.01033895
0.1700,0.41515445,0.07342703,-0.05819751,0.01089556
0.1750,0.43967326,0.07782153,-0.06134561,0.01145969
0.1800,0.46486917,0.08234366,-0.06454845,0.01203063
0.1850,0.49073877,0.08699325,-0.06780321,0.01260767
0.1900,0.51727849,0.09177007,-0.07110703,0.01319007
0.1950,0.54448455,0.09667384,-0.07445700,0.01377710
0.2000,0.57235300,0.10170426,-0.07785019,0.01436804
0.2050,0.60087969,0.10686097,-0.08128363,0.01496214
0.2100,0.63006025,0.11214354,-0.08475433,0.01555865
0.2150,0.65989010,0.11755152,-0.08825927,0.01615684
0.2200,0.69036442,0.12308436,-0.09179542,0.01675596
0.2250,0.72147817,0.12874145,-0.09535972,0.01735526
0.2300,0.75322605,0.13452214,-0.09894910,0.01795400
0.2350,0.78560248,0.14042566,-0.10256048,0.01855143
0.2400,0.81860166,0.14645119,-0.10619077,0.01914682
0.2450,0.85221745,0.15259779,-0.10983688,0.01973944
0.2500,0.88644344,0.15886447,-0.11349570,0.02032854
0.2550,0.92127292,0.16525009,-0.11716415,0.02091340
0.2600,0.95669884,0.17175344,-0.12083913,0.02149332
0.2650,0.99271381,0.17837317,-0.12451755,0.02206757
0.2700,1.02931011,0.18510784,-0.12819634,0.02263546
0.2750,1.06647963,0.19195585,-0.13187245,0.02319630
0.2800,1.10421389,0.19891547,-0.13554282,0.02374940
0.2850,1.14250401,0.20598485,-0.13920442,0.02429411
0.2900,1.18134070,0.21316195,-0.14285427,0.02482975
0.2950,1.22071422,0.22044461,-0.14648937,0.02535570
0.3000,1.26061441,0.22783046,-0.15010677,0.02587132
0.3050,1.30103061,0.23531698,-0.15370357,0.02637600
0.3100,1.34195171,0.24290145,-0.15727686,0.02686914
0.3150,1.38336606,0.25058095,-0.16082381,0.02735018
0.3200,1.42526153,0.25835237,-0.16434160,0.02781854
0.3250,1.46762542,0.26621237,-0.16782746,0.02827368
0.3300,1.51044447,0.27415738,-0.17127867,0.02871509
0.3350,1.55370486,0.28218361,-0.17469255,0.02914226
0.3400,1.59739216,0.29028702,-0.17806648,0.02955472
0.3450,1.64149132,0.29846330,-0.18139787,0.02995199
0.3500,1.68598667,0.30670791,-0.18468421,0.03033366
0.3550,1.73086187,0.31501599,-0.18792303,0.03069930
0.3600,1.77609993,0.32338245,-0.19111192,0.03104853
0.3650,1.82168315,0.33180186,-0.19424853,0.03138099
0.3700,1.86759315,0.34026854,-0.19733059,0.03169634
0.3750,1.91381082,0.34877648,-0.20035586,0.03199427
0.3800,1.96031631,0.35731936,-0.20332221,0.03227449
0.3850,2.00708906,0.36589055,-0.20622754,0.03253675
0.3900,2.05410773,0.37448309,-0.20906983,0.03278083
0.3950,2.10135022,0.38308973,-0.21184715,0.03300652
0.4000,2.14879369,0.39170285,-0.21455763,0.03321365
0.4050,2.19641452,0.40031454,-0.21719946,0.03340209
0.4100,2.24418831,0.40891657,-0.21977093,0.03357172
0.4150,2.29208993,0.41750036,-0.22227040,0.03372247
0.4200,2.34009345,0.42605706,-0.22469630,0.03385430
0.4250,2.38817224,0.43457749,-0.22704714,0.03396718
0.4300,2.43629893,0.44305219,-0.22932154,0.03406114
0.4350,2.48444543,0.45147141,-0.23151815,0.03413623
0.4400,2.53258299,0.45982515,-0.23363573,0.03419255
0.4450,2.58068218,0.46810316,-0.23567315,0.03423020
0.4500,2.62871300,0.47629499,-0.23762930,0.03424934
0.4550,2.67664483,0.48438995,-0.23950322,0.03425017
0.4600,2.72444656,0.49237721,-0.24129398,0.03423291
0.4650,2.77208661,0.50024581,-0.24300078,0.03419783
0.4700,2.81953295,0.50798467,-0.24462287,0.03414523
0.4750,2.86675325,0.51558266,-0.24615960,0.03407544
0.4800,2.91371488,0.52302860,-0.24761041,0.03398885
0.4850,2.96038503,0.53031134,-0.24897482,0.03388585
0.4900,3.00673074,0.53741979,-0.25025242,0.03376692
0.4950,3.05271907,0.54434297,-0.25144292,0.03363253
0.5000,3.09831712,0.55107005,-0.25254608,0.03348323
0.5050,3.14349214,0.55759040,-0.25356176,0.03331959
0.5100,3.18821167,0.56389366,-0.25448990,0.03314221
0.5150,3.23244360,0.56996977,-0.25533053,0.03295176
0.5200,3.27615628,0.57580900,-0.25608375,0.03274893
0.5250,3.31931866,0.58140207,-0.25674976,0.03253446
0.5300,3.36190034,0.58674014,-0.25732882,0.03230913
0.5350,3.40387174,0.59181485,-0.25782127,0.03207376
0.5400,3.44520415,0.59661843,-0.25822755,0.03182921
0.5450,3.48586987,0.60114366,-0.25854816,0.03157640
0.5500,3.52584227,0.60538398,-0.25878369,0.03131627
0.5550,3.56509595,0.60933348,-0.25893479,0.03104982
0.5600,3.60360673,0.61298696,-0.25900218,0.03077807
0.5650,3.64135183,0.61633991,-0.25898668,0.03050209
0.5700,3.67830989,0.61938862,-0.25888916,0.03022300
0.5750,3.71446105,0.62213009,-0.25871056,0.02994195
0.5800,3.74978701,0.62456214,-0.25845190,0.02966010
0.5850,3.78427110,0.62668334,-0.25811425,0.02937869
0.5900,3.81789829,0.62849305,-0.25769876,0.02909895
0.5950,3.85065526,0.62999144,-0.25720663,0.02882215
0.6000,3.88253037,0.63117942,-0.25663913,0.02854958
0.6050,3.91351375,0.63205868,-0.25599758,0.02828253
0.6100,3.94359723,0.63263165,-0.25528338,0.02802234
0.6150,3.97277440,0.63290147,-0.25449795,0.02777031
0.6200,4.00104056,0.63287199,-0.25364280,0.02752775
0.6250,4.02839269,0.63254772,-0.25271946,0.02729596
0.6300,4.05482948,0.63193382,-0.25172953,0.02707622
0.6350,4.08035121,0.63103602,-0.25067465,0.02686976
0.6400,4.10495979,0.62986065,-0.24955651,0.02667778
0.6450,4.12865867,0.62841453,-0.24837682,0.02650143
0.6500,4.15145276,0.62670499,-0.24713736,0.02634177
0.6550,4.17334845,0.62473979,-0.24583994,0.02619980
0.6600,4.19435346,0.62252709,-0.24448639,0.02607644
0.6650,4.21447684,0.62007542,-0.24307860,0.02597248
0.6700,4.23372887,0.61739360,-0.24161846,0.02588863
0.6750,4.25212097,0.61449076,-0.24010793,0.02582546
0.6800,4.26966570,0.61137623,-0.23854895,0.02578341
0.6850,4.28637659,0.60805957,-0.23694351,0.02576282
0.6900,4.30226815,0.60455047,-0.23529364,0.02576384
0.6950,4.31735575,0.60085873,-0.23360134,0.02578653
0.7000,4.33165556,0.59699427,-0.23186868,0.02583079
0.7050,4.34518447,0.59296703,-0.23009771,0.02589638
0.7100,4.35796004,0.58878697,-0.22829050,0.02598292
0.7150,4.37000042,0.58446404,-0.22644914,0.02608992
0.7200,4.38132427,0.58000815,-0.22457573,0.02621677
0.7250,4.39195072,0.57542914,-0.22267235,0.02636272
0.7300,4.40189930,0.57073675,-0.22074112,0.02652697
0.7350,4.41118988,0.56594062,-0.21878412,0.02670857
0.7400,4.41984260,0.56105024,-0.21680347,0.02690654
0.7450,4.42787785,0.55607494,-0.21480127,0.02711980
0.7500,4.43531620,0.55102389,-0.21277959,0.02734725
0.7550,4.44217834,0.54590607,-0.21074053,0.02758770
0.7600,4.44848507,0.54073024,-0.20868617,0.02783996
0.7650,4.45425723,0.53550496,-0.20661856,0.02810281
0.7700,4.45951568,0.53023857,-0.20453975,0.02837501
0.7750,4.46428125,0.52493915,-0.20245178,0.02865532
0.7800,4.46857474,0.51961456,-0.20035666,0.02894250
0.7850,4.47241684,0.51427239,-0.19825638,0.02923532
0.7900,4.47582815,0.50891999,-0.19615292,0.02953258
0.7950,4.47882912,0.50356443,-0.19404822,0.02983307
0.8000,4.48144005,0.49821253,-0.19194420,0.03013564
0.8050,4.48368108,0.49287083,-0.18984277,0.03043914
0.8100,4.48557212,0.48754560,-0.18774579,0.03074247
0.8150,4.48713290,0.48224285,-0.18565509,0.03104457
0.8200,4.48838290,0.47696831,-0.18357247,0.03134440
0.8250,4.48934137,0.47172744,-0.18149971,0.03164096
0.8300,4.49002732,0.46652542,-0.17943854,0.03193332
0.8350,4.49045946,0.46136718,-0.17739064,0.03222055
0.8400,4.49065625,0.45625737,-0.17535769,0.03250178
0.8450,4.49063586,0.45120038,-0.17334130,0.03277618
0.8500,4.49041618,0.44620034,-0.17134304,0.03304297
0.8550,4.49001478,0.44126112,-0.16936445,0.03330140
0.8600,4.48944893,0.43638636,-0.16740703,0.03355077
0.8650,4.48873559,0.43157942,-0.16547221,0.03379040
0.8700,4.48789140,0.42684345,-0.16356140,0.03401968
0.8750,4.48693267,0.42218133,-0.16167596,0.03423801
0.8800,4.48587539,0.41759575,-0.15981718,0.03444486
0.8850,4.48473519,0.41308915,-0.15798634,0.03463972
0.8900,4.48352740,0.40866376,-0.15618464,0.03482211
0.8950,4.48226697,0.40432160,-0.15441325,0.03499161
0.9000,4.48096852,0.40006448,-0.15267327,0.03514782
0.9050,4.47964631,0.39589403,-0.15096575,0.03529038
0.9100,4.47831426,0.39181168,-0.14929172,0.03541897
0.9150,4.47698592,0.38781867,-0.14765213,0.03553329
0.9200,4.47567447,0.38391607,-0.14604788,0.03563309
0.9250,4.47439273,0.38010480,-0.14447982,0.03571814
0.9300,4.47315316,0.37638560,-0.14294875,0.03578826
0.9350,4.47196785,0.37275905,-0.14145542,0.03584328
0.9400,4.47084849,0.36922561,-0.14000052,0.03588308
0.9450,4.46980642,0.36578559,-0.13858469,0.03590755
0.9500,4.46885260,0.36243915,-0.13720852,0.03591664
0.9550,4.46799759,0.35918636,-0.13587254,0.03591029
0.9600,4.46725158,0.35602714,-0.13457722,0.03588850
0.9650,4.46662438,0.35296132,-0.13332301,0.03585128
0.9700,4.46612540,0.34998862,-0.13211026,0.03579869
0.9750,4.46576368,0.34710867,-0.13093932,0.03573079
0.9800,4.46554786,0.34432099,-0.12981044,0.03564767
0.9850,4.46548618,0.34162504,-0.12872384,0.03554947
0.9900,4.46558652,0.33902020,-0.12767970,0.03543632
0.9950,4.46585634,0.33650576,-0.12667814,0.03530840
1.0000,4.46630272,0.33408098,-0.12571921,0.03516592
1.0050,4.46693236,0.33174504,-0.12480295,0.03500908
1.0100,4.46775157,0.32949709,-0.12392931,0.03483813
1.0150,4.46876625,0.32733623,-0.12309823,0.03465333
1.0200,4.46998193,0.32526151,-0.12230958,0.03445498
1.0250,4.47140376,0.32327199,-0.12156318,0.03424337
1.0300,4.47303650,0.32136668,-0.12085883,0.03401885
1.0350,4.47488453,0.31954460,-0.12019625,0.03378175
1.0400,4.47695183,0.31780474,-0.11957515,0.03353245
1.0450,4.47924203,0.31614611,-0.11899518,0.03327134
1.0500,4.48175838,0.31456773,-0.11845595,0.03299883
1.0550,4.48450376,0.31306864,-0.11795703,0.03271534
1.0600,4.48748066,0.31164788,-0.11749795,0.03242131
1.0650,4.49069124,0.31030453,-0.11707821,0.03211721
1.0700,4.49413729,0.30903773,-0.11669726,0.03180352
1.0750,4.49782023,0.30784662,-0.11635452,0.03148073
1.0800,4.50174113,0.30673042,-0.11604937,0.03114935
1.0850,4.50590075,0.30568839,-0.11578118,0.03080992
1.0900,4.51029945,0.30471982,-0.11554925,0.03046298
1.0950,4.51493731,0.30382410,-0.11535288,0.03010908
1.1000,4.51981404,0.30300065,-0.11519132,0.02974880
1.1050,4.52492903,0.30224897,-0.11506380,0.02938272
1.1100,4.53028138,0.30156861,-0.11496953,0.02901145
1.1150,4.53586983,0.30095919,-0.11490769,0.02863559
1.1200,4.54169285,0.30042039,-0.11487742,0.02825578
1.1250,4.54774857,0.29995195,-0.11487786,0.02787265
1.1300,4.55403487,0.29955367,-0.11490811,0.02748685
1.1350,4.56054929,0.29922538,-0.11496727,0.02709904
1.1400,4.56728912,0.29896698,-0.11505439,0.02670989
1.1450,4.57425135,0.29877841,-0.11516855,0.02632008
1.1500,4.58143272,0.29865960,-0.11530876,0.02593029
1.1550,4.58882967,0.29861056,-0.11547405,0.02554122
1.1600,4.59643842,0.29863125,-0.11566342,0.02515358
1.1650,4.60425490,0.29872168,-0.11587588,0.02476806
1.1700,4.61227482,0.29888181,-0.11611041,0.02438538
1.1750,4.62049363,0.29911159,-0.11636598,0.02400625
1.1800,4.62890655,0.29941093,-0.11664156,0.02363137
1.1850,4.63750859,0.29977966,-0.11693612,0.02326148
1.1900,4.64629451,0.30021756,-0.11724860,0.02289726
1.1950,4.65525886,0.30072433,-0.11757797,0.02253942
1.2000,4.66439599,0.30129953,-0.11792316,0.02218867
1.2050,4.67370004,0.30194264,-0.11828314,0.02184567
1.2100,4.68316494,0.30265297,-0.11865685,0.02151110
1.2150,4.69278446,0.30342969,-0.11904324,0.02118561
1.2200,4.70255214,0.30427182,-0.11944126,0.02086984
1.2250,4.71246138,0.30517818,-0.11984987,0.02056437
1.2300,4.72250539,0.30614738,-0.12026804,0.02026980
1.2350,4.73267720,0.30717786,-0.12069473,0.01998667
1.2400,4.74296970,0.30826780,-0.12112891,0.01971548
1.2450,4.75337561,0.30941518,-0.12156957,0.01945669
1.2500,4.76388752,0.31061774,-0.12201572,0.01921072
1.2550,4.77449785,0.31187296,-0.12246634,0.01897794
1.2600,4.78519893,0.31317809,-0.12292045,0.01875867
1.2650,4.79598291,0.31453011,-0.12337710,0.01855316
1.2700,4.80684187,0.31592577,-0.12383531,0.01836160
1.2750,4.81776776,0.31736157,-0.12429415,0.01818413
1.2800,4.82875242,0.31883374,-0.12475268,0.01802082
1.2850,4.83978761,0.32033831,-0.12521001,0.01787165
1.2900,4.85086500,0.32187105,-0.12566523,0.01773657
1.2950,4.86197620,0.32342752,-0.12611748,0.01761543
1.3000,4.87311275,0.32500308,-0.12656589,0.01750804
1.3050,4.88426613,0.32659289,-0.12700964,0.01741413
1.3100,4.89542781,0.32819196,-0.12744790,0.01733337
1.3150,4.90658920,0.32979510,-0.12787988,0.01726539
1.3200,4.91774172,0.33139704,-0.12830482,0.01720974
1.3250,4.92887680,0.33299237,-0.12872195,0.01716593
1.3300,4.93998586,0.33457558,-0.12913055,0.01713345
1.3350,4.95106038,0.33614113,-0.12952993,0.01711172
1.3400,4.96209188,0.33768341,-0.12991939,0.01710015
1.3450,4.97307195,0.33919683,-0.13029830,0.01709811
1.3500,4.98399225,0.34067580,-0.13066600,0.01710497
1.3550,4.99484456,0.34211478,-0.13102191,0.01712006
1.3600,5.00562077,0.34350830,-0.13136544,0.01714274
1.3650,5.01631291,0.34485100,-0.13169605,0.01717232
1.3700,5.02691319,0.34613763,-0.13201319,0.01720815
1.3750,5.03741396,0.34736313,-0.13231638,0.01724957
1.3800,5.04780780,0.34852257,-0.13260514,0.01729594
1.3850,5.05808748,0.34961128,-0.13287902,0.01734662
1.3900,5.06824602,0.35062477,-0.13313761,0.01740101
1.3950,5.07827670,0.35155883,-0.13338051,0.01745851
1.4000,5.08817306,0.35240953,-0.13360736,0.01751855
1.4050,5.09792891,0.35317319,-0.13381782,0.01758059
1.4100,5.10753841,0.35384648,-0.13401157,0.01764410
1.4150,5.11699599,0.35442637,-0.13418835,0.01770860
1.4200,5.12629646,0.35491017,-0.13434788,0.01777362
1.4250,5.13543493,0.35529552,-0.13448994,0.01783872
1.4300,5.14440690,0.35558043,-0.13461433,0.01790350
1.4350,5.15320824,0.35576328,-0.13472088,0.01796758
1.4400,5.16183517,0.35584277,-0.13480942,0.01803060
1.4450,5.17028431,0.35581801,-0.13487985,0.01809224
1.4500,5.17855268,0.35568845,-0.13493207,0.01815221
1.4550,5.18663766,0.35545390,-0.13496600,0.01821023
1.4600,5.19453706,0.35511454,-0.13498159,0.01826606
1.4650,5.20224906,0.35467090,-0.13497884,0.01831949
1.4700,5.20977223,0.35412384,-0.13495773,0.01837031
1.4750,5.21710554,0.35347457,-0.13491831,0.01841836
1.4800,5.22424833,0.35272461,-0.13486062,0.01846349
1.4850,5.23120033,0.35187578,-0.13478475,0.01850556
1.4900,5.23796161,0.35093023,-0.13469078,0.01854447
1.4950,5.24453263,0.34989037,-0.13457885,0.01858014
1.5000,5.25091416,0.34875886,-0.13444909,0.01861248
1.5050,5.25710732,0.34753863,-0.13430168,0.01864146
1.5100,5.26311355,0.34623283,-0.13413679,0.01866702
1.5150,5.26893459,0.34484482,-0.13395464,0.01868914
1.5200,5.27457244,0.34337816,-0.13375546,0.01870783
1.5250,5.28002939,0.34183656,-0.13353948,0.01872308
1.5300,5.28530800,0.34022390,-0.13330699,0.01873491
1.5350,5.29041102,0.33854417,-0.13305825,0.01874335
1.5400,5.29534144,0.33680148,-0.13279357,0.01874843
1.5450,5.30010244,0.33500004,-0.13251327,0.01875021
1.5500,5.30469738,0.33314410,-0.13221768,0.01874874
1.5550,5.30912978,0.33123796,-0.13190715,0.01874408
1.5600,5.31340327,0.32928597,-0.13158205,0.01873630
1.5650,5.31752165,0.32729245,-0.13124275,0.01872549
1.5700,5.32148877,0.32526173,-0.13088965,0.01871172
1.5750,5.32530862,0.32319810,-0.13052314,0.01869509
1.5800,5.32898520,0.32110579,-0.13014366,0.01867567
1.5850,5.33252261,0.31898899,-0.12975162,0.01865357
1.5900,5.33592496,0.31685176,-0.12934747,0.01862888
1.5950,5.33919641,0.31469812,-0.12893165,0.01860170
1.6000,5.34234108,0.31253193,-0.12850463,0.01857213
1.6050,5.34536314,0.31035695,-0.12806686,0.01854027
1.6100,5.34826671,0.30817681,-0.12761883,0.01850622
1.6150,5.35105589,0.30599498,-0.12716101,0.01847009
1.6200,5.35373476,0.30381479,-0.12669389,0.01843197
1.6250,5.35630733,0.30163941,-0.12621798,0.01839197
1.6300,5.35877757,0.29947185,-0.12573376,0.01835019
1.6350,5.36114939,0.29731494,-0.12524174,0.01830672
1.6400,5.36342663,0.29517135,-0.12474243,0.01826166
1.6450,5.36561305,0.29304359,-0.12423633,0.01821510
1.6500,5.36771235,0.29093396,-0.12372396,0.01816715
1.6550,5.36972813,0.28884462,-0.12320584,0.01811788
1.6600,5.37166394,0.28677754,-0.12268247,0.01806740
1.6650,5.37352320,0.28473454,-0.12215438,0.01801579
1.6700,5.37530928,0.28271726,-0.12162208,0.01796313
1.6750,5.37702545,0.28072718,-0.12108607,0.01790951
1.6800,5.37867489,0.27876561,-0.12054688,0.01785501
1.6850,5.38026069,0.27683373,-0.12000501,0.01779971
1.6900,5.38178588,0.27493256,-0.11946098,0.01774370
1.6950,5.38325336,0.27306297,-0.11891528,0.01768704
1.7000,5.38466600,0.27122568,-0.11836841,0.01762982
1.7050,5.38602655,0.26942132,-0.11782087,0.01757212
1.7100,5.38733770,0.26765035,-0.11727315,0.01751401
1.7150,5.38860206,0.26591313,-0.11672574,0.01745557
1.7200,5.38982217,0.26420990,-0.11617911,0.01739688
1.7250,5.39100051,0.26254080,-0.11563373,0.01733801
1.7300,5.39213947,0.26090584,-0.11509007,0.01727906
1.7350,5.39324140,0.25930496,-0.11454859,0.01722009
1.7400,5.39430859,0.25773800,-0.11400973,0.01716119
1.7450,5.39534328,0.25620472,-0.11347394,0.01710246
1.7500,5.39634763,0.25470478,-0.11294165,0.01704398
1.7550,5.39732378,0.25323780,-0.11241328,0.01698585
1.7600,5.39827382,0.25180329,-0.11188924,0.01692817
1.7650,5.39919979,0.25040072,-0.11136993,0.01687103
1.7700,5.40010371,0.24902952,-0.11085576,0.01681456
1.7750,5.40098754,0.24768902,-0.11034709,0.01675886
1.7800,5.40185322,0.24637856,-0.10984430,0.01670406
1.7850,5.40270266,0.24509738,-0.10934776,0.01665028
1.7900,5.40353774,0.24384473,-0.10885780,0.01659766
1.7950,5.40436030,0.24261980,-0.10837476,0.01654633
1.8000,5.40517217,0.24142177,-0.10789897,0.01649645
1.8050,5.40597515,0.24024977,-0.10743073,0.01644817
1.8100,5.40677101,0.23910294,-0.10697036,0.01640166
1.8150,5.40756150,0.23798038,-0.10651812,0.01635708
1.8200,5.40834834,0.23688120,-0.10607430,0.01631461
1.8250,5.40913323,0.23580448,-0.10563916,0.01627444
1.8300,5.40991785,0.23474931,-0.10521294,0.01623677
1.8350,5.41070384,0.23371477,-0.10479588,0.01620178
1.8400,5.41149282,0.23269994,-0.10438819,0.01616970
1.8450,5.41228636,0.23170391,-0.10399008,0.01614073
1.8500,5.41308603,0.23072576,-0.10360176,0.01611509
1.8550,5.41389334,0.22976459,-0.10322339,0.01609302
1.8600,5.41470977,0.22881951,-0.10285514,0.01607472
1.8650,5.41553676,0.22788962,-0.10249717,0.01606045
1.8700,5.41637573,0.22697406,-0.10214961,0.01605043
1.8750,5.41722801,0.22607196,-0.10181260,0.01604490
1.8800,5.41809492,0.22518248,-0.10148623,0.01604410
1.8850,5.41897773,0.22430480,-0.10117062,0.01604827
1.8900,5.41987763,0.22343811,-0.10086584,0.01605763
1.8950,5.42079578,0.22258161,-0.10057197,0.01607242
1.9000,5.42173328,0.22173454,-0.10028907,0.01609287
1.9050,5.42269118,0.22089617,-0.10001718,0.01611920
1.9100,5.42367045,0.22006578,-0.09975633,0.01615162
1.9150,5.42467201,0.21924268,-0.09950655,0.01619033
1.9200,5.42569673,0.21842622,-0.09926784,0.01623553
1.9250,5.42674541,0.21761578,-0.09904020,0.01628739
1.9300,5.42781878,0.21681078,-0.09882360,0.01634610
1.9350,5.42891752,0.21601069,-0.09861803,0.01641179
1.9400,5.43004226,0.21521500,-0.09842343,0.01648462
1.9450,5.43119353,0.21442325,-0.09823976,0.01656469
1.9500,5.43237186,0.21363506,-0.09806695,0.01665213
1.9550,5.43357768,0.21285006,-0.09790492,0.01674700
1.9600,5.43481139,0.21206797,-0.09775359,0.01684939
1.9650,5.43607332,0.21128855,-0.09761286,0.01695933
1.9700,5.43736379,0.21051161,-0.09748262,0.01707685
1.9750,5.43868303,0.20973706,-0.09736276,0.01720197
1.9800,5.44003126,0.20896483,-0.09725314,0.01733466
1.9850,5.44140866,0.20819494,-0.09715364,0.01747491
1.9900,5.44281537,0.20742748,-0.09706409,0.01762264
1.9950,5.44425152,0.20666259,-0.09698435,0.01777780
2.0000,5.44571720,0.20590047,-0.09691426,0.01794029
2.0050,5.44721250,0.20514140,-0.09685363,0.01811001
2.0100,5.44873747,0.20438572,-0.09680230,0.01828682
2.0150,5.45029218,0.20363381,-0.09676007,0.01847058
2.0200,5.45187668,0.20288612,-0.09672674,0.01866114
2.0250,5.45349103,0.20214313,-0.09670211,0.01885832
2.0300,5.45513529,0.20140538,-0.09668598,0.01906194
2.0350,5.45680952,0.20067343,-0.09667813,0.01927179
2.0400,5.45851381,0.19994787,-0.09667834,0.01948766
2.0450,5.46024826,0.19922933,-0.09668638,0.01970934
2.0500,5.46201299,0.19851841,-0.09670202,0.01993659
2.0550,5.46380813,0.19781575,-0.09672502,0.02016916
2.0600,5.46563385,0.19712196,-0.09675514,0.02040682
2.0650,5.46749035,0.19643763,-0.09679213,0.02064931
2.0700,5.46937785,0.19576333,-0.09683575,0.02089637
2.0750,5.47129660,0.19509960,-0.09688574,0.02114774
2.0800,5.47324688,0.19444691,-0.09694185,0.02140314
2.0850,5.47522903,0.19380570,-0.09700381,0.02166232
2.0900,5.47724337,0.19317632,-0.09707137,0.02192499
2.0950,5.47929031,0.19255905,-0.09714426,0.02219089
2.1000,5.48137024,0.19195412,-0.09722222,0.02245974
2.1050,5.48348363,0.19136164,-0.09730498,0.02273127
2.1100,5.48563093,0.19078164,-0.09739227,0.02300521
2.1150,5.48781266,0.19021407,-0.09748382,0.02328128
2.1200,5.49002935,0.18965878,-0.09757938,0.02355922
2.1250,5.49228154,0.18911551,-0.09767866,0.02383876
2.1300,5.49456981,0.18858392,-0.09778140,0.02411964
2.1350,5.49689476,0.18806357,-0.09788733,0.02440159
2.1400,5.49925699,0.18755394,-0.09799619,0.02468436
2.1450,5.50165712,0.18705441,-0.09810770,0.02496769
2.1500,5.50409578,0.18656430,-0.09822161,0.02525135
2.1550,5.50657361,0.18608285,-0.09833766,0.02553508
2.1600,5.50909124,0.18560923,-0.09845558,0.02581864
2.1650,5.51164931,0.18514258,-0.09857511,0.02610181
2.1700,5.51424843,0.18468196,-0.09869601,0.02638434
2.1750,5.51688922,0.18422643,-0.09881801,0.02666603
2.1800,5.51957229,0.18377501,-0.09894087,0.02694665
2.1850,5.52229822,0.18332671,-0.09906435,0.02722598
2.1900,5.52506755,0.18288055,-0.09918820,0.02750383
2.1950,5.52788083,0.18243555,-0.09931219,0.02777999
2.2000,5.53073854,0.18199075,-0.09943607,0.02805426
2.2050,5.53364115,0.18154524,-0.09955963,0.02832647
2.2100,5.53658908,0.18109814,-0.09968264,0.02859643
2.2150,5.53958271,0.18064863,-0.09980488,0.02886395
2.2200,5.54262236,0.18019594,-0.09992613,0.02912888
2.2250,5.54570831,0.17973938,-0.10004618,0.02939104
