# E0 = 9.610000000000001
time,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10
6.450000,4.9412015124e-01,5.7662463723e-01,4.9684448213e-01,6.0210791261e-01,4.1300884001e-01,5.8717765713e-01,3.9752262798e-01,5.0352572271e-01,4.2338684653e-01,5.0568112242e-01
6.500000,4.9222888450e-01,5.7194781888e-01,5.0443906231e-01,6.0443235710e-01,4.0975217068e-01,5.9038478984e-01,3.9519460407e-01,4.9589334332e-01,4.2816411071e-01,5.0756285859e-01
6.550000,4.9014450113e-01,5.6697097085e-01,5.1272993720e-01,6.0546692952e-01,4.0890639403e-01,5.9117377189e-01,3.9416963863e-01,4.8756040732e-01,4.3323537014e-01,5.0964207928e-01
6.600000,4.8786978470e-01,5.6189338546e-01,5.2152239374e-01,6.0509486279e-01,4.1032761734e-01,5.8968968537e-01,3.9456229672e-01,4.7872545288e-01,4.3839801246e-01,5.1191650853e-01
6.650000,4.8542451771e-01,5.5690095196e-01,5.3058883518e-01,6.0328959683e-01,4.1375979343e-01,5.8619066336e-01,3.9639643147e-01,4.6961875709e-01,4.4346381963e-01,5.1436663333e-01
6.700000,4.8284705562e-01,5.5215676171e-01,5.3967731019e-01,6.0010036905e-01,4.1885562151e-01,5.8102676533e-01,3.9961991606e-01,4.6049357246e-01,4.4826849019e-01,5.1695413788e-01
6.750000,4.8019457303e-01,5.4779579922e-01,5.4851847635e-01,5.9563664868e-01,4.2520283067e-01,5.7461336948e-01,4.0412050742e-01,4.5161918198e-01,4.5267692778e-01,5.1962168541e-01
6.800000,4.7754181955e-01,5.4392304692e-01,5.5683025254e-01,5.9005606159e-01,4.3235469007e-01,5.6740029341e-01,4.0973815997e-01,4.4327649672e-01,4.5658497391e-01,5.2229420532e-01
6.850000,4.7497837779e-01,5.4061369801e-01,5.6432091684e-01,5.8355784064e-01,4.3986234364e-01,5.5983910133e-01,4.1627173436e-01,4.3575537975e-01,4.5991892247e-01,5.2488168519e-01
6.900000,4.7260452277e-01,5.3791404149e-01,5.7069275011e-01,5.7638075500e-01,4.4730561701e-01,5.5235199798e-01,4.2348114393e-01,4.2935151086e-01,4.6263430222e-01,5.2728335863e-01
6.950000,4.7052585110e-01,5.3584196334e-01,5.7564892774e-01,5.6880201889e-01,4.5431885719e-01,5.4530578471e-01,4.3108844878e-01,4.2435999519e-01,4.6471504075e-01,5.2939311231e-01
7.000000,4.6884691199e-01,5.3438672776e-01,5.7890588249e-01,5.6113271424e-01,4.6060930968e-01,5.3899339600e-01,4.3878238021e-01,4.2106340569e-01,4.6617339780e-01,5.3110587414e-01
7.050000,4.6766416781e-01,5.3350847120e-01,5.8021185810e-01,5.5370609732e-01,4.6596717559e-01,5.3362388497e-01,4.4622994442e-01,4.1971347472e-01,4.6705027265e-01,5.3232465321e-01
7.100000,4.6705875148e-01,5.3313835968e-01,5.7937030174e-01,5.4685746237e-01,4.7026812152e-01,5.2932008103e-01,4.5309644837e-01,4.2050775324e-01,4.6741495250e-01,5.3296776807e-01
7.150000,4.6708964515e-01,5.3318043250e-01,5.7626478856e-01,5.4089716930e-01,4.7346993329e-01,5.2612220777e-01,4.5907235300e-01,4.2356454716e-01,4.6736327774e-01,5.3297564554e-01
7.200000,4.6778802203e-01,5.3351576864e-01,5.7088099155e-01,5.3608098509e-01,4.7560487577e-01,5.2399585789e-01,4.6390281486e-01,4.2890065461e-01,4.6701357215e-01,5.3231645741e-01
7.250000,4.6915350114e-01,5.3400893739e-01,5.6332119419e-01,5.3258320297e-01,4.7676839238e-01,5.2284363319e-01,4.6741446252e-01,4.3641646951e-01,4.6650035258e-01,5.3098985413e-01
7.300000,4.7115291312e-01,5.3451601258e-01,5.5380799139e-01,5.3047771404e-01,4.7710378243e-01,5.2252074529e-01,4.6953424347e-01,4.4589188229e-01,4.6596651237e-01,5.2902820302e-01
7.350000,4.7372186222e-01,5.3489301651e-01,5.4267577441e-01,5.2973048664e-01,4.7678228660e-01,5.2285508878e-01,4.7029689372e-01,4.5699445557e-01,4.6555508696e-01,5.2649504859e-01
7.400000,4.7676894575e-01,5.3500367012e-01,5.3035078602e-01,5.3020437012e-01,4.7597908915e-01,5.2367124592e-01,4.6984011453e-01,4.6929914452e-01,4.6540170277e-01,5.2348093109e-01
7.450000,4.8018205738e-01,5.3472573314e-01,5.1732240599e-01,5.3167457961e-01,4.7484791093e-01,5.2481575613e-01,4.6838909124e-01,4.8231692824e-01,4.6562840638e-01,5.2009713095e-01
7.500000,4.8383586768e-01,5.3395582610e-01,5.0410950204e-01,5.3385134968e-01,4.7349920310e-01,5.2617868723e-01,4.6623384987e-01,4.9552851083e-01,4.6633896623e-01,5.1646823723e-01
7.550000,4.8759943766e-01,5.3261315815e-01,4.9122601936e-01,5.3640548469e-01,4.7198817809e-01,5.2770534719e-01,4.6370370475e-01,5.0841888401e-01,4.6761521077e-01,5.1272457532e-01
7.600000,4.9134301946e-01,5.3064280093e-01,4.7914956775e-01,5.3899293196e-01,4.7031797234e-01,5.2939292080e-01,4.6114265761e-01,5.2050894178e-01,4.6951375509e-01,5.0899543229e-01
7.650000,4.9494340576e-01,5.2801895042e-01,4.6829581744e-01,5.4127578320e-01,4.6845984943e-01,5.3127017949e-01,4.5888834267e-01,5.3138128591e-01,4.7206267184e-01,5.0540371384e-01
7.700000,4.9828761846e-01,5.2474808895e-01,4.5900029618e-01,5.4293879707e-01,4.6638729340e-01,5.3336342919e-01,4.5725544062e-01,5.4069859606e-01,4.7525819759e-01,5.0206224246e-01
7.750000,5.0127515612e-01,5.2087133090e-01,4.5150793801e-01,5.4370210813e-01,4.6411574665e-01,5.3565691004e-01,4.5652292425e-01,5.4821420446e-01,4.7906220032e-01,4.9907148110e-01
7.800000,5.0381933053e-01,5.1646479098e-01,4.4596967653e-01,5.4333180802e-01,4.6173653568e-01,5.3805903903e-01,4.5692347997e-01,5.5377559619e-01,4.8340158342e-01,4.9651815966e-01
7.850000,5.0584833684e-01,5.1163677283e-01,4.4244466479e-01,5.4165028854e-01,4.5943364692e-01,5.4038575901e-01,4.5863323544e-01,5.5732227903e-01,4.8817084716e-01,4.9447416943e-01
7.900000,5.0730660031e-01,5.0652100650e-01,4.4090644258e-01,5.3854758566e-01,4.5747582213e-01,5.4236846964e-01,4.6176055541e-01,5.5887972455e-01,4.9323860179e-01,4.9299519142e-01
7.950000,5.0815667258e-01,5.0126595817e-01,4.4125157004e-01,5.3399364998e-01,4.5618299032e-01,5.4368750740e-01,4.6633395895e-01,5.5855086476e-01,4.9845803496e-01,4.9211879284e-01
8.000000,5.0838160332e-01,4.9602115709e-01,4.4330979373e-01,5.2804988809e-01,4.5587337730e-01,5.4402486200e-01,4.7229077762e-01,5.5650605533e-01,5.0368041640e-01,4.9186206911e-01
8.050000,5.0798739713e-01,4.9092225756e-01,4.4685547793e-01,5.2087697832e-01,4.5680342886e-01,5.4312405310e-01,4.7946951061e-01,5.5297172754e-01,5.0876994845e-01,4.9221922050e-01
8.100000,5.0700497116e-01,4.8607696331e-01,4.5162052802e-01,5.1273536375e-01,4.5911511543e-01,5.4084266828e-01,4.8760944334e-01,5.4821744883e-01,5.1361785546e-01,4.9315964242e-01
8.150000,5.0549100441e-01,4.8155389787e-01,4.5730910944e-01,5.0397530022e-01,4.6280351566e-01,5.3718471803e-01,4.9636063882e-01,5.4254104878e-01,5.1815363622e-01,4.9462713056e-01
8.200000,5.0352720918e-01,4.7737605493e-01,4.6361403445e-01,4.9501493339e-01,4.6771238034e-01,5.3230512709e-01,5.0530583409e-01,5.3625193063e-01,5.2235183562e-01,4.9654066028e-01
8.250000,5.0121780989e-01,4.7351974887e-01,4.7023388542e-01,4.8630729186e-01,4.7355830228e-01,5.2648572188e-01,5.1399337295e-01,5.2965353478e-01,5.2623338601e-01,4.9879694606e-01
8.300000,4.9868530622e-01,4.6991918082e-01,4.7688909872e-01,4.7829971404e-01,4.7997727678e-01,5.2008888919e-01,5.2197767734e-01,5.2302680478e-01,5.2986135638e-01,5.0127469573e-01
8.350000,4.9606485259e-01,4.6647598524e-01,4.8333475803e-01,4.7139133804e-01,4.8658271076e-01,5.1349979917e-01,5.2886163956e-01,5.1661700482e-01,5.3333168956e-01,5.0384022223e-01
8.400000,4.9349774601e-01,4.6307251649e-01,4.8936805578e-01,4.6589522769e-01,4.9302240196e-01,5.0706962939e-01,5.3433436138e-01,5.1062602634e-01,5.3676011695e-01,5.0635391801e-01
8.450000,4.9112455922e-01,4.5958721596e-01,4.9482935092e-01,4.6201113681e-01,4.9902369851e-01,5.0107055522e-01,5.3819822896e-01,5.0521132408e-01,5.4026687551e-01,5.0867705482e-01
8.500000,4.8907839663e-01,4.5591018794e-01,4.9959725373e-01,4.5981290562e-01,5.0442006901e-01,4.9566926743e-01,5.4038132121e-01,5.0049107314e-01,5.4396109075e-01,5.1067843455e-01
8.550000,4.8747862338e-01,4.5195712492e-01,5.0357974236e-01,4.5925153509e-01,5.0915724729e-01,4.9092085395e-01,5.4093411075e-01,4.9655351042e-01,5.4792670568e-01,5.1224054614e-01
8.600000,4.8642527183e-01,4.4767997949e-01,5.0670442999e-01,4.6017186354e-01,5.1328151776e-01,4.8678048059e-01,5.4001255696e-01,4.9346726328e-01,5.5221160342e-01,5.1326503315e-01
8.650000,4.8599420985e-01,4.4307327720e-01,5.0891135266e-01,4.6233828712e-01,5.1691554309e-01,4.8312746547e-01,5.3785219294e-01,4.9128918678e-01,5.5682108585e-01,5.1367739904e-01
8.700000,4.8623309386e-01,4.3817564708e-01,5.1015091526e-01,4.6546373406e-01,5.2022801782e-01,4.7979545775e-01,5.3473904945e-01,4.9006695767e-01,5.6171618602e-01,5.1343094101e-01
8.750000,4.8715813922e-01,4.3306689158e-01,5.1038811697e-01,4.6923636780e-01,5.2340261837e-01,4.7660324923e-01,5.3098298788e-01,4.8983520551e-01,5.6681652941e-01,5.1250989402e-01
8.800000,4.8875181126e-01,4.2786155855e-01,5.0961232570e-01,4.7334008026e-01,5.2660991970e-01,4.7338256277e-01,5.2689740595e-01,4.9060584700e-01,5.7200679449e-01,5.1093169430e-01
8.850000,4.9096164497e-01,4.2270034913e-01,5.0785021781e-01,4.7746721842e-01,5.2998401065e-01,4.7000111961e-01,5.2278686423e-01,4.9235498687e-01,5.7714542507e-01,5.0874816324e-01
8.900000,4.9370049654e-01,4.1774070362e-01,5.0517848578e-01,4.8132445961e-01,5.3360415900e-01,4.6638068658e-01,5.1894167216e-01,4.9500980655e-01,5.8207421947e-01,5.0604531069e-01
8.950000,4.9684857275e-01,4.1314757480e-01,5.0173276804e-01,4.8463463660e-01,5.3748138843e-01,4.6251030025e-01,5.1563655685e-01,4.9843905022e-01,5.8662774558e-01,5.0294140647e-01
9.000000,5.0025753716e-01,4.0908486518e-01,4.9770993492e-01,4.8713814966e-01,5.4155015185e-01,4.5845453388e-01,5.1312968689e-01,5.0245006592e-01,5.9064206604e-01,4.9958300851e-01
9.050000,5.0375684096e-01,4.0570748507e-01,4.9336212928e-01,4.8859725815e-01,5.4566601036e-01,4.5435592392e-01,5.1165867250e-01,5.0679410929e-01,5.9396278948e-01,4.9613878099e-01
9.100000,5.0716218444e-01,4.0315368421e-01,4.8898245623e-01,4.8880522934e-01,5.4961080638e-01,4.5043005962e-01,5.1143150111e-01,5.1118012000e-01,5.9645278337e-01,4.9279117529e-01
9.150000,5.1028572285e-01,4.0153733183e-01,4.8488360010e-01,4.8760050586e-01,5.5310678321e-01,4.4695184101e-01,5.1261221950e-01,5.1529577928e-01,5.9799987695e-01,4.8972633939e-01
9.200000,5.1294734715e-01,4.0094014403e-01,4.8137167370e-01,4.8488430081e-01,5.5584023533e-01,4.4423225456e-01,5.1530296773e-01,5.1883359830e-01,5.9852456869e-01,4.8712290970e-01
9.250000,5.1498615565e-01,4.0140433329e-01,4.7871816847e-01,4.8063881910e-01,5.5749367718e-01,4.4258660343e-01,5.1952521932e-01,5.2151918122e-01,5.9798728087e-01,4.8514056147e-01
9.300000,5.1627112886e-01,4.0292657624e-01,4.7713300438e-01,4.7494288079e-01,5.5778357997e-01,4.4229707676e-01,5.2520353450e-01,5.2313863019e-01,5.9639428075e-01,4.8390930756e-01
9.350000,5.1671004152e-01,4.0545438019e-01,4.7674149760e-01,4.6798204073e-01,5.5649897429e-01,4.4357431676e-01,5.3215483032e-01,5.2356219894e-01,5.9380119740e-01,4.8352052226e-01
9.400000,5.1625577967e-01,4.0888579628e-01,4.7756771794e-01,4.6005107570e-01,5.5353515499e-01,4.4652373122e-01,5.4008539576e-01,5.2276161790e-01,5.9031318931e-01,4.8402054124e-01
9.450000,5.1490944388e-01,4.1307301710e-01,4.7952630544e-01,4.5154757233e-01,5.4891669224e-01,4.5112235822e-01,5.4859700420e-01,5.2081890686e-01,5.8608122143e-01,4.8540747830e-01
9.500000,5.1271988358e-01,4.1782984708e-01,4.8242436902e-01,4.4295601893e-01,5.4280504362e-01,4.5721101538e-01,5.5720278050e-01,5.1792494887e-01,5.8129445725e-01,4.8763163578e-01
9.550000,5.0977960252e-01,4.2294250679e-01,4.8597450905e-01,4.3482223828e-01,5.3548814103e-01,4.6450439484e-01,5.6535301195e-01,5.1436671198e-01,5.7616929864e-01,4.9059958492e-01
9.600000,5.0621729963e-01,4.2818285316e-01,4.8981913216e-01,4.2771841021e-01,5.2735207816e-01,4.7261901288e-01,5.7247064022e-01,5.1050292308e-01,5.7093599053e-01,4.9418165997e-01
9.650000,5.0218766222e-01,4.3332290660e-01,4.9356492818e-01,4.2219967755e-01,5.1883802623e-01,4.8111591832e-01,5.7799538402e-01,5.0672934387e-01,5.6582390647e-01,4.9822224653e-01
9.700000,4.9785939192e-01,4.3814953859e-01,4.9682466346e-01,4.1875468604e-01,5.1039027995e-01,4.8955229039e-01,5.8143404533e-01,5.0343655516e-01,5.6104667818e-01,5.0255187098e-01
9.750000,4.9340276740e-01,4.4247821626e-01,4.9926155329e-01,4.1775435381e-01,5.0240337858e-01,4.9753401893e-01,5.8241257420e-01,5.0096507168e-01,5.5678829855e-01,5.0699976729e-01
9.800000,4.8897824578e-01,4.4616476665e-01,5.0062989389e-01,4.1940525947e-01,4.9517707662e-01,5.0476053879e-01,5.8072335878e-01,4.9956419821e-01,5.5319126647e-01,5.1140539535e-01
9.850000,4.8472758188e-01,4.4911420600e-01,5.0080498466e-01,4.2371548750e-01,4.8888717416e-01,5.1105395948e-01,5.7635976439e-01,4.9936167429e-01,5.5034775800e-01,5.1562740965e-01
9.900000,4.8076863121e-01,4.5128582108e-01,4.9979620382e-01,4.3048070525e-01,4.8357771578e-01,5.1636702567e-01,5.6953004627e-01,5.0035029734e-01,5.4829465729e-01,5.1954889627e-01
9.950000,4.7719439795e-01,4.5269394853e-01,4.9773963205e-01,4.3929608299e-01,4.7917606815e-01,5.2076841826e-01,5.6064498707e-01,5.0239515114e-01,5.4701300488e-01,5.2307830897e-01
10.000000,4.7407608729e-01,4.5340430279e-01,4.9487054173e-01,4.4959544659e-01,4.7552759642e-01,5.2440865388e-01,5.5027791458e-01,5.0526111416e-01,5.4643199578e-01,5.2614634677e-01
10.050000,4.7146909653e-01,4.5352621428e-01,4.9148052444e-01,4.6071356798e-01,4.7244218502e-01,5.2747426418e-01,5.3910132464e-01,5.0865584643e-01,5.4643712800e-01,5.2869984850e-01
10.100000,4.6942024954e-01,4.5320165684e-01,4.8786779297e-01,4.7196215526e-01,4.6974194857e-01,5.3014078856e-01,5.2780974383e-01,5.1227967866e-01,5.4688157112e-01,5.3069441465e-01
10.150000,4.6797433110e-01,4.5259233379e-01,4.8429105789e-01,4.8270649863e-01,4.6729917222e-01,5.3253539663e-01,5.1704209934e-01,5.1587196310e-01,5.4759943024e-01,5.3208771706e-01
10.200000,4.6717820477e-01,4.5186624966e-01,4.8093658601e-01,4.9242910540e-01,4.6505617232e-01,5.3471731459e-01,5.0731746262e-01,5.1924424517e-01,5.4841943115e-01,5.3283522831e-01
10.250000,4.6708145612e-01,4.5118508189e-01,4.7790462929e-01,5.0076943373e-01,4.6302384003e-01,5.3667920719e-01,4.9899518208e-01,5.2229404454e-01,5.4917768332e-01,5.3288944181e-01
10.300000,4.6773341806e-01,4.5069333710e-01,4.7521626191e-01,5.0753438999e-01,4.6126172075e-01,5.3836665435e-01,4.9226475637e-01,5.2499819632e-01,5.4972853077e-01,5.3220273438e-01
10.350000,4.6917735223e-01,4.5050984568e-01,4.7283630307e-01,5.1268107286e-01,4.5984771756e-01,5.3970771421e-01,4.8716386540e-01,5.2739007211e-01,5.4995295389e-01,5.3073310298e-01
10.400000,4.7144322593e-01,4.5072175321e-01,4.7070408864e-01,5.1627939131e-01,4.5884815767e-01,5.4064198438e-01,4.8361674196e-01,5.2952892055e-01,5.4976439738e-01,5.2845133896e-01
10.450000,4.7454076815e-01,4.5138090597e-01,4.6876259823e-01,5.1846592433e-01,4.5829808967e-01,5.4113947782e-01,4.8148128604e-01,5.3147082527e-01,5.4911216728e-01,5.2534795724e-01
10.500000,4.7845427475e-01,4.5250243069e-01,4.6697817280e-01,5.1940077667e-01,4.5819753602e-01,5.4120375703e-01,4.8059296007e-01,5.3324904733e-01,5.4798263475e-01,5.2143840990e-01
10.550000,4.8314006757e-01,4.5406533518e-01,4.6534708046e-01,5.1923633868e-01,4.5852342702e-01,5.4085970720e-01,4.8079642592e-01,5.3486749317e-01,5.4639844788e-01,5.1676567692e-01
10.600000,4.8852679615e-01,4.5601502567e-01,4.6389003832e-01,5.1810190281e-01,4.5925119931e-01,5.4013198545e-01,4.8196094677e-01,5.3630619389e-01,5.4441587138e-01,5.1140004025e-01
10.650000,4.9451813068e-01,4.5826767112e-01,4.6263976296e-01,5.1610273293e-01,4.6037659201e-01,5.3902354676e-01,4.8398103684e-01,5.3753371391e-01,5.4212032774e-01,5.0543648504e-01
10.700000,5.0099700217e-01,4.6071630488e-01,4.6162836131e-01,5.1332812806e-01,4.6192822309e-01,5.3750353852e-01,4.8676796564e-01,5.3851966774e-01,5.3962024668e-01,4.9899056192e-01
10.750000,5.0783047211e-01,4.6323844841e-01,4.6088039664e-01,5.0986140645e-01,4.6396499601e-01,5.3551037095e-01,4.9023935519e-01,5.3924150559e-01,5.3703943135e-01,4.9219361731e-01
10.800000,5.1487451485e-01,4.6570491300e-01,4.6041428240e-01,5.0578580070e-01,4.6655794210e-01,5.3297024302e-01,4.9431300645e-01,5.3968292008e-01,5.3450827922e-01,4.8518809818e-01
10.850000,5.2197834797e-01,4.6798932616e-01,4.6025056370e-01,5.0118333559e-01,4.6976169076e-01,5.2982587484e-01,4.9890793540e-01,5.3982533172e-01,5.3215430474e-01,4.7812328911e-01
10.900000,5.2898829573e-01,4.6997785949e-01,4.6042222453e-01,4.9612758933e-01,4.7358438856e-01,5.2606663522e-01,5.0395168757e-01,5.3963734558e-01,5.3009248062e-01,4.7115149338e-01
10.950000,5.3575139653e-01,4.7157858773e-01,4.6098069270e-01,4.9067440400e-01,4.7796538206e-01,5.2175081267e-01,5.0938977077e-01,5.3906854533e-01,5.2841595916e-01,4.6442444905e-01
11.000000,5.4211901141e-01,4.7272985288e-01,4.6199224938e-01,4.8485604119e-01,4.8276736542e-01,5.1701341385e-01,5.1519159410e-01,5.3805295647e-01,5.2718778674e-01,4.5808972854e-01
11.050000,5.4795057516e-01,4.7340692430e-01,4.6352272541e-01,4.7868354761e-01,4.8778511547e-01,5.1205744034e-01,5.2134805516e-01,5.3652432417e-01,5.2643430475e-01,4.5228698763e-01
11.100000,5.5311742903e-01,4.7362615846e-01,4.6561258725e-01,4.7215951309e-01,4.9276812501e-01,5.0713136717e-01,5.2785855936e-01,5.3444111222e-01,5.2614101640e-01,4.4714413201e-01
11.150000,5.5750647648e-01,4.7344584301e-01,4.6824835022e-01,4.6529985118e-01,4.9745102086e-01,5.0249892066e-01,5.3470888071e-01,5.3181527127e-01,5.2625172135e-01,4.4277366425e-01
11.200000,5.6102328877e-01,4.7296305449e-01,4.7133842912e-01,4.5815985550e-01,5.0158453026e-01,4.9840833261e-01,5.4184471086e-01,5.2873663101e-01,5.2667158211e-01,4.3926958527e-01
11.250000,5.6359429429e-01,4.7230624220e-01,4.7470132145e-01,4.5085763703e-01,5.0496090741e-01,4.9506707698e-01,5.4914792068e-01,5.2538497378e-01,5.2727441336e-01,4.3670521283e-01
11.300000,5.6516781077e-01,4.7162387196e-01,4.7807143183e-01,4.4358779302e-01,5.0743033704e-01,4.9262549572e-01,5.5642279834e-01,5.2202443419e-01,5.2791387460e-01,4.3513215253e-01
11.350000,5.6571388351e-01,4.7107022290e-01,4.8112360099e-01,4.3661991932e-01,5.0890774750e-01,4.9116983606e-01,5.6339771458e-01,5.1897912709e-01,5.2843749543e-01,4.3458045262e-01
11.400000,5.6522311809e-01,4.7079013457e-01,4.8351266648e-01,4.3027992045e-01,5.0937171764e-01,4.9072301775e-01,5.6974424703e-01,5.1659366396e-01,5.2870176368e-01,4.3505975037e-01
11.450000,5.6370488431e-01,4.7090492261e-01,4.8492043728e-01,4.2491614407e-01,5.0885827821e-01,4.9125038397e-01,5.7511164648e-01,5.1518618389e-01,5.2858608450e-01,4.3656103469e-01
11.500000,5.6118536812e-01,4.7150163238e-01,4.8510037040e-01,4.2085611989e-01,5.0745246085e-01,4.9266767792e-01,5.7917072023e-01,5.1500363454e-01,5.2800346214e-01,4.3905855353e-01
11.550000,5.5770593189e-01,4.7262721679e-01,4.8391056861e-01,4.1836214440e-01,5.0527984165e-01,4.9484911246e-01,5.8165873003e-01,5.1618871048e-01,5.2690632873e-01,4.4251141496e-01
11.600000,5.5332210401e-01,4.7428820531e-01,4.8132842907e-01,4.1759446926e-01,5.0249949380e-01,4.9763422416e-01,5.8241641373e-01,5.1876513625e-01,5.2528695281e-01,4.4686457159e-01
11.650000,5.4810328144e-01,4.7645522239e-01,4.7744470431e-01,4.1858927170e-01,4.9929894388e-01,5.0083298782e-01,5.8140988512e-01,5.2264353355e-01,5.2317305656e-01,4.5204911324e-01
11.700000,5.4213294687e-01,4.7907064588e-01,4.7243976368e-01,4.2125530782e-01,4.9589093243e-01,5.0422940628e-01,5.7873352861e-01,5.2764506801e-01,5.2062032995e-01,4.5798207047e-01
11.750000,5.3550895095e-01,4.8205707657e-01,4.6654913891e-01,4.2538903550e-01,4.9251094584e-01,5.0758456196e-01,5.7459420202e-01,5.3353576772e-01,5.1770414402e-01,4.6456617651e-01
11.800000,5.2834326872e-01,4.8532430581e-01,4.6002781211e-01,4.3070412728e-01,4.8941366389e-01,5.1064088445e-01,5.6928098342e-01,5.4006203521e-01,5.1451274914e-01,4.7169016995e-01
11.850000,5.2076066787e-01,4.8877312544e-01,4.5312244887e-01,4.3686867635e-01,4.8686592079e-01,5.1312990053e-01,5.6312733000e-01,5.4697815095e-01,5.1114359173e-01,4.7923018748e-01
11.900000,5.1289593696e-01,4.9229543884e-01,4.4605790100e-01,4.4354264236e-01,4.8513390863e-01,5.1478559711e-01,5.5647324500e-01,5.5405947193e-01,5.0770327505e-01,4.8705258312e-01
11.950000,5.0488967081e-01,4.9577139710e-01,4.3903959298e-01,4.5040922360e-01,4.8446346128e-01,5.1536444290e-01,5.4963384421e-01,5.6109976916e-01,5.0431043527e-01,4.9501816270e-01
12.000000,4.9688299782e-01,4.9906535258e-01,4.3226824213e-01,4.5719634054e-01,4.8505429568e-01,5.1467112393e-01,5.4287813503e-01,5.6789632964e-01,5.0109974453e-01,5.0298743813e-01
12.050000,4.8901194029e-01,5.0202301569e-01,4.2595932629e-01,4.6368736482e-01,4.8703154842e-01,5.1258664680e-01,5.3641879869e-01,5.7423048523e-01,4.9822466765e-01,5.1082620610e-01
12.100000,4.8140221758e-01,5.0447217094e-01,4.2035808024e-01,4.6972267927e-01,4.9041998488e-01,5.0909348292e-01,5.3041126688e-01,5.7985284032e-01,4.9585663372e-01,5.1841064324e-01
12.150000,4.7416518974e-01,5.0622866834e-01,4.1574211319e-01,4.7519496636e-01,4.9512702286e-01,5.0429170707e-01,5.2495906032e-01,5.8448111763e-01,4.9417892571e-01,5.2563122877e-01
12.200000,4.6739533122e-01,5.0710830527e-01,4.1240759051e-01,4.8004116117e-01,5.0093972292e-01,4.9840110125e-01,5.2012234082e-01,5.8781463695e-01,4.9337469141e-01,5.3239511848e-01
12.250000,4.6116922733e-01,5.0694388826e-01,4.1064008140e-01,4.8423314293e-01,5.0753828957e-01,4.9174680934e-01,5.1592753393e-01,5.8956423107e-01,4.9360980152e-01,5.3862699465e-01
12.300000,4.5554574070e-01,5.0560548238e-01,4.1067599596e-01,4.8776814057e-01,5.1452513836e-01,4.8472960865e-01,5.1237702899e-01,5.8949154256e-01,4.9501255910e-01,5.4426876273e-01
12.350000,4.5056681937e-01,5.0302086792e-01,4.1266352839e-01,4.9065911308e-01,5.2146526019e-01,4.7778516428e-01,5.0945871820e-01,5.8744863892e-01,4.9765324913e-01,5.4927864051e-01
12.400000,4.4625846243e-01,4.9919273005e-01,4.1663235147e-01,4.9292533372e-01,5.2793140180e-01,4.7133881107e-01,5.0715519281e-01,5.8340857187e-01,5.0152700727e-01,5.5363013751e-01
12.450000,4.4263158386e-01,4.9420923526e-01,4.2247905048e-01,4.9458390862e-01,5.3354696834e-01,4.6576297612e-01,5.0545191893e-01,5.7747981037e-01,5.0654335597e-01,5.5731119206e-01
12.500000,4.3968281014e-01,4.8824543117e-01,4.2997133602e-01,4.9564351695e-01,5.3802045603e-01,4.6134339991e-01,5.0434315528e-01,5.6990149423e-01,5.1252496860e-01,5.6032343167e-01
12.550000,4.3739547695e-01,4.8155426393e-01,4.3876976729e-01,4.9610173677e-01,5.4116712708e-01,4.5825835340e-01,5.0383429059e-01,5.6102084006e-01,5.1921685877e-01,5.6268128516e-01
12.600000,4.3574115414e-01,4.7444773387e-01,4.4846229937e-01,4.9594664229e-01,5.4291591433e-01,4.5657272309e-01,5.0393995208e-01,5.5125751900e-01,5.2630545776e-01,5.6441060408e-01
12.650000,4.3468190173e-01,4.6727048622e-01,4.5860519010e-01,4.9516208549e-01,5.4330173536e-01,4.5624661271e-01,5.0467850632e-01,5.4106165073e-01,5.3344525817e-01,5.6554657317e-01
12.700000,4.3417320445e-01,4.6036957754e-01,4.6876373660e-01,4.9373475752e-01,5.4244534134e-01,4.5715616659e-01,5.0606488536e-01,5.3087213684e-01,5.4028925085e-01,5.6613094292e-01
12.750000,4.3416726433e-01,4.5406491112e-01,4.7854748145e-01,4.9166044519e-01,5.4052454112e-01,4.5912264436e-01,5.0810433824e-01,5.2108086114e-01,5.4651862609e-01,5.6620888695e-01
12.800000,4.3461617046e-01,4.4862466895e-01,4.8763623323e-01,4.8894730803e-01,5.3774208860e-01,4.6194440493e-01,5.1078927348e-01,5.1200652119e-01,5.5186737949e-01,5.6582595164e-01
12.850000,4.3547447811e-01,4.4424897153e-01,4.9579491563e-01,4.8561546604e-01,5.3429641661e-01,4.6542565603e-01,5.1409986452e-01,5.0388010271e-01,5.5613857019e-01,5.6502555863e-01
12.900000,4.3670090336e-01,4.4106321222e-01,5.0287667049e-01,4.8169413222e-01,5.3036123866e-01,4.6939607641e-01,5.1800712078e-01,4.9684251020e-01,5.5921078279e-01,5.6384735288e-01
12.950000,4.3825908888e-01,4.3912048577e-01,5.0881489012e-01,4.7721906200e-01,5.2607835101e-01,4.7371716393e-01,5.2247557879e-01,4.9095354129e-01,5.6103539294e-01,5.6232644527e-01
13.000000,4.4011760792e-01,4.3841079287e-01,5.1360615442e-01,4.7223342344e-01,5.2156469898e-01,4.7827444060e-01,5.2746245026e-01,4.8621004489e-01,5.6162699632e-01,5.6049339031e-01
