# E0 = 9.610000000000001
time,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10
26.250000,5.3348605024e-01,5.4668682839e-01,4.8727485429e-01,4.9326385511e-01,5.2553230267e-01,4.7450368519e-01,5.0612664882e-01,5.1408579277e-01,4.5289617212e-01,4.6614381040e-01
26.300000,5.3108456681e-01,5.5005713448e-01,4.8894197241e-01,4.9146472607e-01,5.2717987176e-01,4.7280653976e-01,5.0799082226e-01,5.1229272718e-01,4.4967204249e-01,4.6850959679e-01
26.350000,5.2884254293e-01,5.5260266374e-01,4.9126921937e-01,4.9049507813e-01,5.2604597614e-01,4.7388674848e-01,5.0903817426e-01,5.0983090777e-01,4.4727311626e-01,4.7071557292e-01
26.400000,5.2687267149e-01,5.5417584666e-01,4.9401266966e-01,4.9059801548e-01,5.2253809921e-01,4.7733379241e-01,5.0902409189e-01,5.0695394960e-01,4.4583950283e-01,4.7265136076e-01
26.450000,5.2528345988e-01,5.5468067834e-01,4.9689786360e-01,4.9191973471e-01,5.1731790301e-01,4.8248352454e-01,5.0780031754e-01,5.0394537371e-01,4.4546018403e-01,4.7421096064e-01
26.500000,5.2417422501e-01,5.5407210037e-01,4.9964863622e-01,4.9448810577e-01,5.1122952277e-01,4.8849057316e-01,5.0533608393e-01,5.0108881805e-01,4.4617422908e-01,4.7529770565e-01
26.550000,5.2362890475e-01,5.5235248152e-01,5.0201735284e-01,4.9820429126e-01,5.0520617189e-01,4.9442226266e-01,5.0172633195e-01,4.9863705154e-01,4.4797478425e-01,4.7583036733e-01
26.600000,5.2370927227e-01,5.4956604174e-01,5.0381400384e-01,5.0284883700e-01,5.0016452614e-01,4.9936445948e-01,4.9718566686e-01,4.9678242140e-01,4.5081494906e-01,4.7574982220e-01
26.650000,5.2444856093e-01,5.4579182751e-01,5.0493125302e-01,5.0810137845e-01,4.9689857412e-01,5.0252759544e-01,4.9202894278e-01,4.9563167729e-01,4.5461491801e-01,4.7502527246e-01
26.700000,5.2584670687e-01,5.4113569833e-01,5.0536229616e-01,5.1357109618e-01,4.9598590313e-01,5.0333991877e-01,4.8664130831e-01,4.9518830784e-01,4.5926994231e-01,4.7365882212e-01
26.750000,5.2786830405e-01,5.3572180069e-01,5.0520857262e-01,5.1883373488e-01,4.9771896752e-01,5.0151551895e-01,4.8144180552e-01,4.9534529914e-01,4.6465866667e-01,4.7168732997e-01
26.800000,5.3044394637e-01,5.2968414959e-01,5.0467522808e-01,5.2347052355e-01,5.0207125976e-01,4.9708734542e-01,4.7684505789e-01,4.9589034302e-01,4.7065125926e-01,4.6918088706e-01
26.850000,5.3347500295e-01,5.2315909054e-01,5.0405376786e-01,5.2710461372e-01,5.0870358243e-01,4.9040017157e-01,4.7322530719e-01,4.9652396927e-01,4.7711659646e-01,4.6623789800e-01
26.900000,5.3684120390e-01,5.1627944973e-01,5.0369328438e-01,5.2943146612e-01,5.1700960579e-01,4.8206444103e-01,4.7088628215e-01,4.9688913260e-01,4.8392772200e-01,4.6297741230e-01
26.950000,5.4040988500e-01,5.0917102237e-01,5.0396348743e-01,5.3024072046e-01,5.2619387264e-01,4.7287790392e-01,4.7003933373e-01,4.9660894947e-01,4.9096495048e-01,4.5952987451e-01
27.000000,5.4404548682e-01,5.0195171843e-01,5.0521399326e-01,5.2942828166e-01,5.3537070301e-01,4.6372660118e-01,4.7079113121e-01,4.9532806561e-01,4.9811631392e-01,4.5602770490e-01
27.050000,5.4761797631e-01,4.9473327072e-01,5.0773463088e-01,5.2699850426e-01,5.4366998187e-01,4.5547917598e-01,4.7314110794e-01,4.9275284736e-01,5.0527546670e-01,4.5259703797e-01
27.100000,5.5100921033e-01,4.8762503061e-01,5.1172093814e-01,5.2305734324e-01,5.5033584307e-01,4.4888843264e-01,4.7698787828e-01,4.8868619030e-01,5.1233754934e-01,4.4935158403e-01
27.150000,5.5411676998e-01,4.8073911199e-01,5.1724790128e-01,5.1779806882e-01,5.5480641219e-01,4.4451190960e-01,4.8214311271e-01,4.8305387180e-01,5.1919378034e-01,4.4638906130e-01
27.200000,5.5685531661e-01,4.7419600661e-01,5.2425382714e-01,5.1148155187e-01,5.5676626695e-01,4.4265974879e-01,4.8835092623e-01,4.7592055481e-01,5.2572568096e-01,4.4379012003e-01
27.250000,5.5915592986e-01,4.6812973678e-01,5.3253540073e-01,5.0441322081e-01,5.5616730565e-01,4.4337413511e-01,4.9531070981e-01,4.6749440358e-01,5.3179988710e-01,4.4161927056e-01
27.300000,5.6096411965e-01,4.6269156953e-01,5.4175454624e-01,4.9691866602e-01,5.5321768263e-01,4.4644063548e-01,5.0270142795e-01,4.5811972452e-01,5.3726452820e-01,4.3992709980e-01
27.350000,5.6223725502e-01,4.5805126919e-01,5.5145742681e-01,4.8931968505e-01,5.4834206241e-01,4.5142819468e-01,5.1020556283e-01,4.4825734608e-01,5.4194818195e-01,4.3875301598e-01
27.400000,5.6294207071e-01,4.5439486526e-01,5.6110536627e-01,4.8191247052e-01,5.4211951602e-01,4.5775148719e-01,5.1753095805e-01,4.3845301886e-01,5.4566239525e-01,4.3812785188e-01
27.450000,5.6305275938e-01,4.5191807390e-01,5.7011632115e-01,4.7494969003e-01,5.3520777728e-01,4.6474693386e-01,5.2442875782e-01,4.2929528232e-01,5.4820858697e-01,4.3807581728e-01
27.500000,5.6254998553e-01,4.5081495325e-01,5.7791376749e-01,4.6862828205e-01,5.2826401275e-01,4.7175225039e-01,5.3070556321e-01,4.2136601310e-01,5.4938970126e-01,4.3861547098e-01
27.550000,5.6142098920e-01,4.5126213551e-01,5.8397789405e-01,4.6308465298e-01,5.2187237989e-01,4.7817925684e-01,5.3622807874e-01,4.1518883623e-01,5.4902622091e-01,4.3975955563e-01
27.600000,5.5966078294e-01,4.5339996843e-01,5.8789251455e-01,4.5839835201e-01,5.1648720869e-01,4.8357109130e-01,5.4091915741e-01,4.1118204416e-01,5.4697517369e-01,4.4151370680e-01
27.650000,5.5727427701e-01,4.5731288194e-01,5.8938084277e-01,4.5460410510e-01,5.1239772696e-01,4.8763785646e-01,5.4474538579e-01,4.0962290754e-01,5.4314979978e-01,4.4387421666e-01
27.700000,5.5427899618e-01,4.6301196332e-01,5.8832463725e-01,4.5171044235e-01,5.0971637724e-01,4.9026857636e-01,5.4769803967e-01,4.1062886035e-01,5.3753690411e-01,4.4682520317e-01
27.750000,5.5070790021e-01,4.7042280384e-01,5.8476411063e-01,4.4972145574e-01,5.0838880517e-01,4.9152129957e-01,5.4977097319e-01,4.1415810781e-01,5.3020885974e-01,4.5033568409e-01
27.800000,5.4661172549e-01,4.7938105053e-01,5.7887976601e-01,4.4865702189e-01,5.0822046539e-01,4.9159633308e-01,5.5094022017e-01,4.2002839599e-01,5.2132787621e-01,4.5435714524e-01
27.850000,5.4206026609e-01,4.8963685648e-01,5.7096096165e-01,4.4856660848e-01,5.0891315680e-01,4.9079926425e-01,5.5115028672e-01,4.2794901347e-01,5.1114139746e-01,4.5882218860e-01
27.900000,5.3714212729e-01,5.0086787470e-01,5.6136848751e-01,4.4953278295e-01,5.1010483254e-01,4.8950045278e-01,5.5031106652e-01,4.3755860675e-01,4.9996904225e-01,4.6364472671e-01
27.950000,5.3196270337e-01,5.1269899638e-01,5.5049904820e-01,4.5166261676e-01,5.1140737301e-01,4.8809639286e-01,5.4830716485e-01,4.4846080426e-01,4.8818293105e-01,4.6872196927e-01
28.000000,5.2664041241e-01,5.2472607452e-01,5.3875812149e-01,4.5506784246e-01,5.1243898388e-01,4.8697642169e-01,5.4501867679e-01,4.6025112245e-01,4.7618417982e-01,4.7393816447e-01
28.050000,5.2130150585e-01,5.3654061276e-01,5.2654462735e-01,4.5983720224e-01,5.1284978787e-01,4.8649636261e-01,5.4034982228e-01,4.7253173724e-01,4.6437856987e-01,4.7916977194e-01
28.100000,5.1607399866e-01,5.4775281770e-01,5.1424707776e-01,4.6600628193e-01,5.1234058685e-01,4.8695926551e-01,5.3425995679e-01,4.8491454949e-01,4.5315395040e-01,4.8429151490e-01
28.150000,5.1108139355e-01,5.5801128009e-01,5.0224744497e-01,4.7353082701e-01,5.1067560111e-01,4.8860252396e-01,5.2679078958e-01,4.9701647345e-01,4.4286103493e-01,4.8918263135e-01
28.200000,5.0643688068e-01,5.6701851925e-01,4.9092682768e-01,4.8226896829e-01,5.0769042755e-01,4.9159013734e-01,5.1808426725e-01,5.0845306959e-01,4.3379826658e-01,4.9373263579e-01
28.250000,5.0223858901e-01,5.7454237888e-01,4.8066668625e-01,4.9197612257e-01,5.0329670992e-01,4.9600855614e-01,5.0838733034e-01,5.1883694296e-01,4.2620067443e-01,4.9784600951e-01
28.300000,4.9856627538e-01,5.8042361895e-01,4.7184102137e-01,5.0231395974e-01,4.9748512571e-01,5.0186437368e-01,4.9804222069e-01,5.2778566956e-01,4.2023230533e-01,5.0144542960e-01
28.350000,4.9547960146e-01,5.8458001867e-01,4.6479792879e-01,5.1287222602e-01,4.9032809451e-01,5.0908229589e-01,4.8746370348e-01,5.3494086487e-01,4.1598187950e-01,5.0447338681e-01
28.400000,4.9301791359e-01,5.8700705754e-01,4.5983261420e-01,5.2319987864e-01,4.8198285456e-01,5.1750258395e-01,4.7710695294e-01,5.3999625188e-01,4.1346161032e-01,5.0689228238e-01
28.450000,4.9120124919e-01,5.8777500557e-01,4.5715714965e-01,5.3284037691e-01,4.7269416922e-01,5.2687859047e-01,4.6743146904e-01,5.4272929083e-01,4.1260940844e-01,5.0868329067e-01
28.500000,4.9003218266e-01,5.8702221883e-01,4.5687403805e-01,5.4136544508e-01,4.6279421645e-01,5.3687678314e-01,4.5886688101e-01,5.4302908281e-01,4.1329476205e-01,5.0984438993e-01
28.550000,4.8949811135e-01,5.8494466734e-01,4.5896043074e-01,5.4840236541e-01,4.5269587019e-01,5.4708306971e-01,4.5178567233e-01,5.4091345935e-01,4.1532837542e-01,5.1038797815e-01
28.600000,4.8957366475e-01,5.8178215068e-01,4.6326758665e-01,5.5365179525e-01,4.4287542620e-01,5.5701946564e-01,4.4648582325e-01,5.3653045548e-01,4.1847522362e-01,5.1033840845e-01
28.650000,4.9022306470e-01,5.7780212407e-01,4.6953645973e-01,5.5689581681e-01,4.3384242072e-01,5.6617360300e-01,4.4318354932e-01,5.3014313309e-01,4.2247019869e-01,5.0972962986e-01
28.700000,4.9140241847e-01,5.7328240042e-01,4.7742622958e-01,5.5799868741e-01,4.2609746909e-01,5.7404032712e-01,4.4201347390e-01,5.2210088362e-01,4.2703515122e-01,5.0860295917e-01
28.750000,4.9306202978e-01,5.6849411406e-01,4.8654939947e-01,5.5690467068e-01,4.2008316909e-01,5.8017050242e-01,4.4303162143e-01,5.1280362181e-01,4.3189597300e-01,5.0700489825e-01
28.800000,4.9514882097e-01,5.6368623087e-01,4.9650579570e-01,5.5363763104e-01,4.1613665949e-01,5.8421856220e-01,4.4621633161e-01,5.0266664707e-01,4.3679842644e-01,5.0498489460e-01
28.850000,4.9760886404e-01,5.5907265070e-01,5.0690883868e-01,5.4830545606e-01,4.1445392260e-01,5.8597876846e-01,4.5146388114e-01,4.9209295932e-01,4.4152162791e-01,5.0259303107e-01
28.900000,5.0038985453e-01,5.5482267743e-01,5.1740046890e-01,5.4110919926e-01,4.1507443992e-01,5.8540153914e-01,4.5857887921e-01,4.8145681842e-01,4.4588833315e-01,4.9987779003e-01
28.950000,5.0344320091e-01,5.5105539861e-01,5.2765506199e-01,5.3235314455e-01,4.1789042302e-01,5.8258549530e-01,4.6726331733e-01,4.7109837440e-01,4.4977138724e-01,4.9688419664e-01
29.000000,5.0672532417e-01,5.4783831810e-01,5.3737618565e-01,5.2244918874e-01,4.2267870146e-01,5.7774694742e-01,4.7711106452e-01,4.6132564995e-01,4.5309589413e-01,4.9365272586e-01
29.050000,5.1019782424e-01,5.4519035741e-01,5.4629192555e-01,5.1190830492e-01,4.2914734465e-01,5.7117450452e-01,4.8761529587e-01,4.5241824793e-01,4.5583689470e-01,4.9021930021e-01
29.100000,5.1382637694e-01,5.4308900639e-01,5.5415414074e-01,5.0131401304e-01,4.3698518819e-01,5.6318040378e-01,4.9819418115e-01,4.4462748970e-01,4.5801269574e-01,4.8661650434e-01
29.150000,5.1757852397e-01,5.4148093141e-01,5.6074464176e-01,4.9127738245e-01,4.4590194535e-01,5.5406070478e-01,5.0823550204e-01,4.3817002580e-01,4.5967449239e-01,4.8287585004e-01
29.200000,5.2142081264e-01,5.4029479612e-01,5.6588789694e-01,4.8237879379e-01,4.5564969899e-01,5.4407347386e-01,5.1715505802e-01,4.3321531934e-01,4.6089351385e-01,4.7903063645e-01
29.250000,5.2531592775e-01,5.3945455908e-01,5.6946679126e-01,4.7510660672e-01,4.6602227883e-01,5.3343849026e-01,5.2445867584e-01,4.2987045229e-01,4.6174744933e-01,4.7511876865e-01
29.300000,5.2922046795e-01,5.3889126351e-01,5.7143633974e-01,4.6980523871e-01,4.7683550558e-01,5.2235563855e-01,5.2979516663e-01,4.2816729678e-01,4.6230819294e-01,4.7118488961e-01
29.350000,5.3308384779e-01,5.3855147227e-01,5.7183062128e-01,4.6664395591e-01,4.8789653693e-01,5.1103397692e-01,5.3298870503e-01,4.2805669744e-01,4.6263283380e-01,4.6728135264e-01
29.400000,5.3684851658e-01,5.3840106721e-01,5.7076027740e-01,4.6561309476e-01,4.9897311319e-01,4.9972093810e-01,5.3404367048e-01,4.2941220710e-01,4.6275926348e-01,4.6346785168e-01
29.450000,5.4045138232e-01,5.3842403354e-01,5.6840079167e-01,4.6654780896e-01,5.0977286971e-01,4.8872172717e-01,5.3312165284e-01,4.3204303314e-01,4.6270686997e-01,4.5980983069e-01
29.500000,5.4382611484e-01,5.3861687942e-01,5.6497427265e-01,4.6917280417e-01,5.1993958597e-01,4.7840220934e-01,5.3049703847e-01,4.3571334680e-01,4.6248173982e-01,4.5637600851e-01
29.550000,5.4690594065e-01,5.3898024285e-01,5.6072870468e-01,4.7315689198e-01,5.2906852773e-01,4.6917319905e-01,5.2650232517e-01,4.4016388743e-01,4.6208486036e-01,4.5323542011e-01
29.600000,5.4962662241e-01,5.3950978456e-01,5.5591831240e-01,4.7816485656e-01,5.3673836982e-01,4.6145863131e-01,5.2147574949e-01,4.4513214710e-01,4.6152123113e-01,4.5045429523e-01
29.650000,5.5192947193e-01,5.4018853427e-01,5.5078719653e-01,4.8389624448e-01,5.4255372833e-01,4.5565347548e-01,5.1572176465e-01,4.5036895421e-01,4.6080768991e-01,4.4809294022e-01
29.700000,5.5376437578e-01,5.4098245298e-01,5.4555658273e-01,4.9010531428e-01,5.4619064631e-01,4.5207888919e-01,5.0949031385e-01,4.5565113556e-01,4.5997763449e-01,4.4620265481e-01
29.750000,5.5509283709e-01,5.4184021869e-01,5.4041476970e-01,4.9660188247e-01,5.4743740692e-01,4.5094207455e-01,5.0297533433e-01,4.6079123040e-01,4.5908156030e-01,4.4482268555e-01
29.800000,5.5589092835e-01,5.4269732383e-01,5.3550869390e-01,5.0323748077e-01,5.4622431782e-01,4.5230705782e-01,4.9632820338e-01,4.6564542439e-01,4.5818325194e-01,4.4397731780e-01
29.850000,5.5615185460e-01,5.4348368577e-01,5.3093689171e-01,5.0988391887e-01,5.4263804447e-01,4.5608073512e-01,4.8967908658e-01,4.7012001892e-01,4.5735236856e-01,4.4367339539e-01
29.900000,5.5588764222e-01,5.4413327050e-01,5.2674495846e-01,5.1641168904e-01,5.3691823976e-01,4.6201642225e-01,4.8315872683e-01,4.7417542623e-01,4.5665489042e-01,4.4389873429e-01
29.950000,5.5512940766e-01,5.4459381389e-01,5.2292556926e-01,5.2267410963e-01,5.2943643348e-01,4.6973499109e-01,4.7691468063e-01,4.7782569580e-01,4.5614334359e-01,4.4462195496e-01
30.000000,5.5392579618e-01,5.4483464102e-01,5.1942508667e-01,5.2850060768e-01,5.2065937323e-01,4.7876149120e-01,4.7111845764e-01,4.8113158648e-01,4.5584883499e-01,4.4579412491e-01
30.050000,5.5233951098e-01,5.4485084369e-01,5.1615754513e-01,5.3370002940e-01,5.1110119096e-01,4.8857299048e-01,4.6596251948e-01,4.8418639782e-01,4.5577669363e-01,4.4735227843e-01
30.100000,5.5044229848e-01,5.4466266479e-01,5.1302473489e-01,5.3807294619e-01,5.0127067946e-01,4.9865144849e-01,4.6164804246e-01,4.8709580645e-01,4.5590693373e-01,4.4922444505e-01
30.150000,5.4830917550e-01,5.4430980310e-01,5.0993897112e-01,5.4143072919e-01,4.9162117840e-01,5.0853418399e-01,4.5836560634e-01,4.8995506426e-01,4.5619988166e-01,4.5133540644e-01
30.200000,5.4601293721e-01,5.4384138532e-01,5.0684377094e-01,5.4361847821e-01,4.8251060830e-01,5.1785440345e-01,4.5627174249e-01,4.9282826759e-01,4.5660625072e-01,4.5361215578e-01
30.250000,5.4361997182e-01,5.4330337563e-01,5.0372764962e-01,5.4453840127e-01,4.7417773940e-01,5.2636564571e-01,4.5546485014e-01,4.9573442701e-01,4.5707989069e-01,4.5598804871e-01
30.300000,5.4118811489e-01,5.4272597225e-01,5.0062767962e-01,5.4416981218e-01,4.6673791524e-01,5.3394680972e-01,4.5596448325e-01,4.9864366136e-01,4.5759062513e-01,4.5840492635e-01
30.350000,5.3876677891e-01,5.4211383757e-01,4.9762191690e-01,5.4258169456e-01,4.6019771013e-01,5.4058813928e-01,4.5769825492e-01,5.0148441819e-01,4.5813426624e-01,4.6081298330e-01
30.400000,5.3639903129e-01,5.4144166004e-01,4.9481253488e-01,5.3993413623e-01,4.5448429326e-01,5.4636224468e-01,4.6050022743e-01,5.0415992635e-01,4.5873723675e-01,4.6316870909e-01
30.450000,5.3412482445e-01,5.4065654178e-01,4.9230371051e-01,5.3646621416e-01,4.4948259162e-01,5.5138695874e-01,4.6412330933e-01,5.0656991181e-01,4.5945424271e-01,4.6543169488e-01
30.500000,5.3198433052e-01,5.3968722989e-01,4.9017938362e-01,5.3247018683e-01,4.4507242236e-01,5.5578781432e-01,4.6826580253e-01,5.0863254040e-01,4.6035894551e-01,4.6756134400e-01
30.550000,5.3002035652e-01,5.3845861309e-01,4.8848574237e-01,5.2825478967e-01,4.4115880488e-01,5.5966697654e-01,4.7260919513e-01,5.1030180531e-01,4.6152921639e-01,4.6951450009e-01
30.600000,5.2827909127e-01,5.3690861678e-01,4.8722185409e-01,5.2410331418e-01,4.3769124517e-01,5.6308296273e-01,4.7686132213e-01,5.1157697720e-01,4.6302988388e-01,4.7124473257e-01
30.650000,5.2680887421e-01,5.3500401626e-01,4.8633973139e-01,5.2023410826e-01,4.3467101439e-01,5.6604230974e-01,4.8079701543e-01,5.1250282089e-01,4.6489652575e-01,4.7270358368e-01
30.700000,5.2565715881e-01,5.3275193147e-01,4.8575289104e-01,5.1677144517e-01,4.3214826771e-01,5.6850153844e-01,4.8428806747e-01,5.1316147298e-01,4.6712362358e-01,4.7384360334e-01
30.750000,5.2486625288e-01,5.3020479383e-01,4.8535067775e-01,5.1373308022e-01,4.3021243673e-01,5.7037614349e-01,4.8731602931e-01,5.1365863213e-01,4.6965936042e-01,4.7462259324e-01
30.800000,5.2446867001e-01,5.2745807722e-01,4.8501467109e-01,5.1103751893e-01,4.2897936320e-01,5.7155322793e-01,4.8996476809e-01,5.1410765720e-01,4.7240781374e-01,4.7500823260e-01
30.850000,5.2448298428e-01,5.2464162371e-01,4.8463353073e-01,5.0852982397e-01,4.2857741177e-01,5.7190553630e-01,4.9239402666e-01,5.1461513969e-01,4.7523772078e-01,4.7498220210e-01
30.900000,5.2491095077e-01,5.2190655473e-01,4.8411358227e-01,5.0602072607e-01,4.2913306452e-01,5.7130628607e-01,4.9479939378e-01,5.1527059171e-01,4.7799579872e-01,4.7454305137e-01
30.950000,5.2573638043e-01,5.1941028215e-01,4.8338401232e-01,5.0333088161e-01,4.3075517244e-01,5.6964546618e-01,4.9736707455e-01,5.1614135227e-01,4.8052205151e-01,4.7370732655e-01
31.000000,5.2692590422e-01,5.1730199669e-01,4.8239728234e-01,5.0033103117e-01,4.3351681998e-01,5.6684848058e-01,5.0023293550e-01,5.1727210360e-01,4.8266462171e-01,4.7250882422e-01
31.050000,5.2843139985e-01,5.1571039462e-01,4.8112678702e-01,4.9696978579e-01,4.3743485326e-01,5.6289696024e-01,5.0345426156e-01,5.1868699855e-01,4.8429236513e-01,4.7099619397e-01
31.100000,5.3019355733e-01,5.1473460437e-01,4.7956444662e-01,4.9328352753e-01,4.4244915068e-01,5.5784961533e-01,5.0699979103e-01,5.2039175969e-01,4.8530414209e-01,4.6922940533e-01
31.150000,5.3214588593e-01,5.1443857139e-01,4.7772060861e-01,4.8938679324e-01,4.4840584381e-01,5.5185895768e-01,5.1075958753e-01,5.2237344209e-01,4.8563454475e-01,4.6727576496e-01
31.200000,5.3421845384e-01,5.1484871220e-01,4.7562741615e-01,4.8544563314e-01,4.5504994935e-01,5.4517854021e-01,5.1457208140e-01,5.2459678150e-01,4.8525625052e-01,4.6520618169e-01
31.250000,5.3634080739e-01,5.1595446203e-01,4.7334506168e-01,4.8163990838e-01,4.6203249850e-01,5.3815576226e-01,5.1826209012e-01,5.2699778953e-01,4.8417939673e-01,4.6309222338e-01
31.300000,5.3844380853e-01,5.1771130328e-01,4.7096867202e-01,4.7812260427e-01,4.6893502168e-01,5.3120749314e-01,5.2168153767e-01,5.2947691625e-01,4.8244842011e-01,4.6100422305e-01
31.350000,5.4046048558e-01,5.2004583018e-01,4.6863257020e-01,4.7498459478e-01,4.7531058555e-01,5.2477935837e-01,5.2474432427e-01,5.3189507049e-01,4.8013683925e-01,4.5901034131e-01
31.400000,5.4232632201e-01,5.2286229368e-01,4.6650872422e-01,4.7223189831e-01,4.8073644706e-01,5.1929357395e-01,5.2744832993e-01,5.3407567646e-01,4.7734056551e-01,4.5717616887e-01
31.450000,5.4397961694e-01,5.2604989367e-01,4.6479735585e-01,4.6977969671e-01,4.8486999350e-01,5.1509352803e-01,5.2988044371e-01,5.3581472740e-01,4.7417049550e-01,4.5556424869e-01
31.500000,5.4536257336e-01,5.2948994391e-01,4.6370958328e-01,4.6746392034e-01,4.8749803722e-01,5.1239486712e-01,5.3220408067e-01,5.3689884661e-01,4.7074526906e-01,4.5423287842e-01
31.550000,5.4642358692e-01,5.3306204922e-01,4.6344399515e-01,4.6506782892e-01,4.8857028612e-01,5.1125210462e-01,5.3463204826e-01,5.3712931247e-01,4.6718505227e-01,4.5323373605e-01
31.600000,5.4712085965e-01,5.3664866915e-01,4.6416056233e-01,4.6235846078e-01,4.8821077920e-01,5.1154687053e-01,5.3739012030e-01,5.3634849626e-01,4.6360696348e-01,4.5260821832e-01
31.650000,5.4742703407e-01,5.4013786190e-01,4.6595588035e-01,4.5912653801e-01,4.8670546262e-01,5.1299963937e-01,5.4067782713e-01,5.3446461321e-01,4.6012233866e-01,4.5238280468e-01
31.700000,5.4733414556e-01,5.4342447597e-01,4.6884335831e-01,4.5522349073e-01,4.8446868578e-01,5.1520227755e-01,5.4463272221e-01,5.3147113212e-01,4.5683556145e-01,4.5256415030e-01
31.750000,5.4685792847e-01,5.4641041819e-01,4.7274093984e-01,4.5059043129e-01,4.8199500634e-01,5.1766521975e-01,5.4930305849e-01,5.2745830253e-01,4.5384382783e-01,4.5313486727e-01
31.800000,5.4604045407e-01,5.4900474886e-01,4.7746774311e-01,4.4527567122e-01,4.7980446846e-01,5.1987133158e-01,5.5463194420e-01,5.2261553651e-01,4.5123709917e-01,4.5405100281e-01
31.850000,5.4495024855e-01,5.5112420923e-01,4.8275005476e-01,4.3943920228e-01,4.7838924433e-01,5.2132875118e-01,5.6045420601e-01,5.1722438730e-01,4.4909764689e-01,4.5524204948e-01
31.900000,5.4367940452e-01,5.5269445081e-01,4.8823656363e-01,4.3334408731e-01,4.7816763303e-01,5.2161681147e-01,5.6650573975e-01,5.1164242962e-01,4.4749892553e-01,4.5661395433e-01
31.950000,5.4233769071e-01,5.5365185642e-01,4.9352241808e-01,4.2733581423e-01,4.7944876195e-01,5.2042168641e-01,5.7244416506e-01,5.0627861811e-01,4.4650388382e-01,4.5805510522e-01
32.000000,5.4104418758e-01,5.5394556080e-01,4.9818128952e-01,4.2181147845e-01,4.8240889130e-01,5.1756075458e-01,5.7787895586e-01,5.0156103273e-01,4.4616309428e-01,4.5944475490e-01
32.050000,5.3991743366e-01,5.5353917272e-01,5.0180381095e-01,4.1718140152e-01,4.8707867947e-01,5.1299616128e-01,5.8240862324e-01,4.9789864611e-01,4.4651317688e-01,4.6066289417e-01
32.100000,5.3906537370e-01,5.5241176090e-01,5.0403947004e-01,4.1382662159e-01,4.9334033508e-01,5.0683848650e-01,5.8566178839e-01,4.9563995025e-01,4.4757592519e-01,4.6160028836e-01
32.150000,5.3857649237e-01,5.5055781804e-01,5.0463755357e-01,4.1205656667e-01,5.0093397900e-01,4.9934106798e-01,5.8733812444e-01,4.9503270026e-01,4.4935839196e-01,4.6216730571e-01
32.200000,5.3851336939e-01,5.4798607516e-01,5.0348161097e-01,4.1207189128e-01,5.0947317353e-01,4.9088495547e-01,5.8724442539e-01,4.9619013867e-01,4.5185404189e-01,4.6230031824e-01
32.250000,5.3890951502e-01,5.4471715905e-01,5.0061171415e-01,4.1393755784e-01,5.1846984469e-01,4.8195426405e-01,5.8532086513e-01,4.9906927466e-01,4.5504497359e-01,4.6196483182e-01
32.300000,5.3976979565e-01,5.4078018804e-01,4.9622989469e-01,4.1757047238e-01,5.2736837497e-01,4.7310218062e-01,5.8165317452e-01,5.0346574572e-01,4.5890512704e-01,4.6115504637e-01
32.350000,5.4107413545e-01,5.3620854602e-01,4.9068648287e-01,4.2274425989e-01,5.3558750816e-01,4.6490902339e-01,5.7646809543e-01,5.0902752286e-01,4.6340426216e-01,4.5989016377e-01
32.400000,5.4278360289e-01,5.3103530933e-01,4.8444817355e-01,4.2911131162e-01,5.4256723833e-01,4.5793521091e-01,5.7011186237e-01,5.1528669339e-01,4.6851226751e-01,4.5820833010e-01
32.450000,5.4484758821e-01,5.2528910505e-01,4.7805175431e-01,4.3623953339e-01,5.4781654214e-01,4.5267329134e-01,5.6301413984e-01,5.2170549519e-01,4.7420305426e-01,4.5615949627e-01
32.500000,5.4721064368e-01,5.1899144797e-01,4.7204980321e-01,4.4365886015e-01,5.5095706535e-01,4.4950392229e-01,5.5564221024e-01,5.2773041598e-01,4.8045701682e-01,4.5379861431e-01
32.550000,5.4981773274e-01,5.1215667436e-01,4.6695579212e-01,4.5091109342e-01,5.5175787149e-01,4.4866070498e-01,5.4845173953e-01,5.3284701536e-01,4.8726096159e-01,4.5118041440e-01
32.600000,5.5261708103e-01,5.0479532323e-01,4.6319578659e-01,4.5759625269e-01,5.5015705442e-01,4.5020811149e-01,5.4184084563e-01,5.3662831358e-01,4.9460466444e-01,4.4835656690e-01
32.650000,5.5556043680e-01,4.9692116719e-01,4.6107253541e-01,4.6340941602e-01,5.4626723161e-01,4.5403556046e-01,5.3611344716e-01,5.3877092167e-01,5.0247385882e-01,4.4537542485e-01
32.700000,5.5860117895e-01,4.8856117930e-01,4.6074561155e-01,4.6816371419e-01,5.4036351440e-01,4.5986913791e-01,5.3145621861e-01,5.3911516186e-01,5.1084036726e-01,4.4228391598e-01
32.750000,5.6169120227e-01,4.7976678774e-01,4.6222884932e-01,4.7179735116e-01,5.3285442453e-01,4.6730057915e-01,5.2793130621e-01,5.3764781867e-01,5.1965101867e-01,4.3913066228e-01
32.800000,5.6477774319e-01,4.7062412920e-01,4.6540396509e-01,4.7436484116e-01,5.2423837349e-01,4.7583094366e-01,5.2548467495e-01,5.3448853192e-01,5.2881762885e-01,4.3596916850e-01
