# E0 = 19.46
time,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20
7.300000,5.4387015322e-01,5.3397509536e-01,5.3400812863e-01,5.2926204458e-01,5.3259707659e-01,5.2072942648e-01,5.1953504287e-01,5.1281772025e-01,5.0684932076e-01,4.9934199155e-01,5.0064837982e-01,4.9316832346e-01,4.8719328242e-01,4.8047080170e-01,4.7922768203e-01,4.6738373709e-01,4.7075340007e-01,4.6600590725e-01,4.6600627518e-01,4.5615621068e-01
7.350000,5.4435542564e-01,5.3328574132e-01,5.3357308721e-01,5.2920751639e-01,5.3198986884e-01,5.2051065968e-01,5.1948702542e-01,5.1278026885e-01,5.0685904599e-01,4.9907360169e-01,5.0091498591e-01,4.9315775513e-01,4.8723391504e-01,4.8051656413e-01,4.7944751099e-01,4.6799433363e-01,4.7081034391e-01,4.6643594102e-01,4.6669744544e-01,4.5566896377e-01
7.400000,5.4470581603e-01,5.3271547294e-01,5.3320864859e-01,5.2920078449e-01,5.3124280582e-01,5.2037854502e-01,5.1940073500e-01,5.1273547767e-01,5.0683779639e-01,4.9890097499e-01,5.0108607812e-01,4.9317750336e-01,4.8728194784e-01,4.8060091134e-01,4.7958122315e-01,4.6874425548e-01,4.7081928650e-01,4.6679551301e-01,4.6726980205e-01,4.5531642220e-01
7.450000,5.4491879062e-01,5.3226380578e-01,5.3290947926e-01,5.2924024039e-01,5.3038151950e-01,5.2031837057e-01,5.1927782626e-01,5.1267635686e-01,5.0679689592e-01,4.9882918880e-01,5.0115660321e-01,4.9321638208e-01,4.8734421476e-01,4.8072219051e-01,4.7964338009e-01,4.6960796035e-01,4.7078185466e-01,4.6709005576e-01,4.6772371820e-01,4.5510116643e-01
7.500000,5.4499670046e-01,5.3192605912e-01,5.3266590163e-01,5.2932405741e-01,5.2943791606e-01,5.2031438307e-01,5.1911903418e-01,5.1259457363e-01,5.0674905225e-01,4.9886091933e-01,5.0112391659e-01,4.9326182079e-01,4.8742888291e-01,4.8087967108e-01,4.7964960219e-01,4.7055362361e-01,4.7069988319e-01,4.6732934236e-01,4.6806375667e-01,4.5502090344e-01
7.550000,5.4494634287e-01,5.3169420988e-01,5.3246471631e-01,5.2944901764e-01,5.2844848130e-01,5.2035116251e-01,5.1892523001e-01,5.1248061297e-01,5.0670647939e-01,4.9899695344e-01,5.0098726254e-01,4.9330173641e-01,4.8754529621e-01,4.8107249427e-01,4.7961520574e-01,4.7154482861e-01,4.7057658097e-01,4.6752666785e-01,4.6829782069e-01,4.5506890038e-01
7.600000,5.4477833464e-01,5.3155782305e-01,5.3229034264e-01,5.2960946513e-01,5.2745217539e-01,5.2041465619e-01,5.1869847658e-01,5.1232475805e-01,5.0667910262e-01,4.9923576312e-01,5.0074818961e-01,4.9332632698e-01,4.8770300457e-01,4.8129861619e-01,4.7955417771e-01,4.7254266937e-01,4.7041757354e-01,4.6769770943e-01,4.6843622878e-01,4.5523460642e-01
7.650000,5.4450633145e-01,5.3150496269e-01,5.3212622245e-01,5.2979656853e-01,5.2648802310e-01,5.2049283515e-01,5.1844285445e-01,5.1211866335e-01,5.0667319285e-01,4.9957233697e-01,5.0041170951e-01,4.9332943775e-01,4.8791020618e-01,4.8155397404e-01,4.7947852398e-01,4.7350815730e-01,4.7023164114e-01,4.6785912079e-01,4.6849080921e-01,4.5550442909e-01
7.700000,5.4414613822e-01,5.3152299010e-01,5.3195639081e-01,5.2999805280e-01,5.2559255414e-01,5.2057597505e-01,5.1816491477e-01,5.1185710779e-01,5.0669067692e-01,4.9999678310e-01,4.9998768847e-01,4.9330925100e-01,4.8817201316e-01,4.8183202143e-01,4.7939798752e-01,4.7440477668e-01,4.7003099311e-01,4.6802695758e-01,4.6847410676e-01,4.5586262058e-01
7.750000,5.4371476395e-01,5.3159917019e-01,5.3176708230e-01,5.3019850534e-01,5.2479730427e-01,5.2065658810e-01,5.1787369972e-01,5.1153946867e-01,5.0672920901e-01,5.0049333474e-01,4.9949184173e-01,4.9326821236e-01,4.8848899561e-01,4.8212369598e-01,4.7932010963e-01,4.7520097947e-01,4.6983097281e-01,4.6821506540e-01,4.6839878009e-01,4.5629222061e-01
7.800000,5.4322947974e-01,5.3172103443e-01,5.3154822190e-01,5.3038027650e-01,5.2412663091e-01,5.2072905448e-01,5.1758033858e-01,5.1117054311e-01,5.0678292330e-01,5.0104028140e-01,4.9894580932e-01,4.9321227329e-01,4.8885637237e-01,4.8241781473e-01,4.7925058578e-01,4.7587236859e-01,4.6964917112e-01,4.6843358170e-01,4.6827724146e-01,4.5677599727e-01
7.850000,5.4270693953e-01,5.3187648840e-01,5.3129464937e-01,5.3052488843e-01,5.2359610132e-01,5.2078903305e-01,5.1729727288e-01,5.1076051679e-01,5.0684367203e-01,5.0161107415e-01,4.9837606278e-01,4.9314964622e-01,4.8926404486e-01,4.8270184661e-01,4.7919383809e-01,4.7640331418e-01,4.6950403177e-01,4.6868770254e-01,4.6812155085e-01,4.5729732615e-01
7.900000,5.4216241914e-01,5.3205369854e-01,5.3100694655e-01,5.3061475926e-01,5.2321166346e-01,5.2083277328e-01,5.1703719336e-01,5.1032407967e-01,5.0690249461e-01,5.0217651287e-01,4.9781173194e-01,4.9308932841e-01,4.8969747302e-01,4.8296298052e-01,4.7915368496e-01,4.7678779434e-01,4.6941313838e-01,4.6897684552e-01,4.6794353028e-01,4.5784095190e-01
7.950000,5.4160922075e-01,5.3224083694e-01,5.3069177087e-01,5.3063496856e-01,5.2296971092e-01,5.2085649039e-01,5.1681179456e-01,5.0987886633e-01,5.0695108006e-01,5.0270763664e-01,4.9728172715e-01,4.9303963454e-01,4.9013921691e-01,4.8318938204e-01,4.7913394891e-01,4.7702934820e-01,4.6939145496e-01,4.6929430666e-01,4.6775501990e-01,4.5839358472e-01
8.000000,5.4105827821e-01,5.3242579420e-01,5.3036164107e-01,5.3057476042e-01,5.2285802429e-01,5.2085598100e-01,5.1663047785e-01,5.0944352008e-01,5.0698301694e-01,5.0317874982e-01,4.9681172098e-01,4.9300694503e-01,4.9057084879e-01,4.8337150547e-01,4.7913882851e-01,4.7714015585e-01,4.6944982219e-01,4.6962746707e-01,4.6756816609e-01,4.5894429612e-01
8.050000,5.4051798341e-01,5.3259598003e-01,5.3003416378e-01,5.3042851742e-01,5.2285744148e-01,5.2082662565e-01,5.1649916050e-01,5.0903573312e-01,5.0699467516e-01,5.0356998621e-01,4.9642158500e-01,4.9299482713e-01,4.9097488859e-01,4.8350330074e-01,4.7917288965e-01,4.7713938789e-01,4.6959397627e-01,4.6995856276e-01,4.6739562199e-01,4.5948469323e-01
8.100000,5.3999423694e-01,5.3273831543e-01,5.2973072942e-01,5.3019604162e-01,5.2294401100e-01,5.2076384124e-01,5.1641936449e-01,5.0867060064e-01,5.0698561245e-01,5.0386891313e-01,4.9612377957e-01,4.9300363549e-01,4.9133642943e-01,4.8358313867e-01,4.7924061389e-01,4.7705106526e-01,4.6982425590e-01,4.7026599088e-01,4.6725055624e-01,4.6000886829e-01
8.150000,5.3949070751e-01,5.3283948220e-01,5.2947474099e-01,5.2988212742e-01,5.2309133736e-01,5.2066392322e-01,5.1638774711e-01,5.0835955255e-01,5.0695845088e-01,5.0407088590e-01,4.9592298751e-01,4.9303064616e-01,4.9164419278e-01,4.8361429145e-01,4.7934556287e-01,4.7690171644e-01,4.7013601490e-01,4.7052609007e-01,4.6714640389e-01,4.6051313876e-01
8.200000,5.3900926598e-01,5.3288644351e-01,5.2928947215e-01,5.2949556935e-01,5.2327284311e-01,5.2052508907e-01,5.1639618463e-01,5.0811000759e-01,5.0691824327e-01,5.0417813194e-01,4.9581701582e-01,4.9307070171e-01,4.9189086927e-01,4.8360485670e-01,4.7948934495e-01,4.7671810550e-01,4.7052059976e-01,4.7071529845e-01,4.6709634508e-01,4.6099561216e-01
8.250000,5.3855054143e-01,5.3286719395e-01,5.2919568708e-01,5.2904787308e-01,5.2346373560e-01,5.2034844369e-01,5.1643243340e-01,5.0792574618e-01,5.0687143746e-01,5.0419781474e-01,4.9579871882e-01,4.9311725773e-01,4.9207274736e-01,4.8356710116e-01,4.7967066143e-01,4.7652524424e-01,4.7096662607e-01,4.7081255549e-01,4.6711255235e-01,4.6145562874e-01
8.300000,5.3811453166e-01,5.3277165079e-01,5.2920919720e-01,5.2855199127e-01,5.2364255172e-01,5.2013857275e-01,5.1648129373e-01,5.0780784272e-01,5.0682462819e-01,5.0413954867e-01,4.9585847443e-01,4.9316363997e-01,4.9218878613e-01,4.8351629870e-01,4.7988472495e-01,4.7634481912e-01,4.7146123325e-01,4.7080177069e-01,4.6720529438e-01,4.6189314968e-01
8.350000,5.3770119114e-01,5.3259256778e-01,5.2933857728e-01,5.2802136917e-01,5.2379223089e-01,5.1990354762e-01,5.1652612056e-01,5.0775586441e-01,5.0678333717e-01,5.0401295222e-01,4.9598662869e-01,4.9320426951e-01,4.9223942281e-01,4.8346921792e-01,4.8012326649e-01,4.7619408755e-01,4.7199103275e-01,4.7067413317e-01,4.6738201441e-01,4.6230816847e-01
8.400000,5.3731091782e-01,5.3232634266e-01,5.2958330608e-01,5.2746946440e-01,5.2390071552e-01,5.1965427850e-01,5.1655048654e-01,5.0776896859e-01,5.0675105638e-01,5.0382581456e-01,4.9617533388e-01,4.9323562059e-01,4.9222548082e-01,4.8344245254e-01,4.8037519549e-01,4.7608525006e-01,4.7254258488e-01,4.7042999420e-01,4.6764651221e-01,4.6270022430e-01
8.450000,5.3694486923e-01,5.3197359914e-01,5.2993261528e-01,5.2690973897e-01,5.2396109658e-01,5.1940333163e-01,5.1653980835e-01,5.0784654639e-01,5.0672872654e-01,5.0358329260e-01,4.9641936108e-01,4.9325674136e-01,4.9214752928e-01,4.8345078241e-01,4.8062779811e-01,4.7602528511e-01,4.7310240560e-01,4.7008003561e-01,4.6799834919e-01,4.6306808753e-01
8.500000,5.3660505879e-01,5.3153945087e-01,5.3036530608e-01,5.2635595994e-01,5.2397132705e-01,5.1916346904e-01,5.1648278182e-01,5.0798818583e-01,5.0671472054e-01,5.0328829515e-01,4.9671572780e-01,4.9326926772e-01,4.9200592216e-01,4.8350572012e-01,4.8086821478e-01,4.7601622620e-01,4.7365666707e-01,4.6964546282e-01,4.6843257016e-01,4.6340966606e-01
8.550000,5.3629421315e-01,5.3103339225e-01,5.3085070804e-01,5.2582254068e-01,5.2393353941e-01,5.1894622427e-01,5.1637250516e-01,5.0819293587e-01,5.0670529540e-01,5.0294290456e-01,4.9706228778e-01,4.9327696821e-01,4.9180153635e-01,4.8361436495e-01,4.8108488079e-01,4.7605584622e-01,4.7419086024e-01,4.6915704639e-01,4.6893979814e-01,4.6372215214e-01
8.600000,5.3601540732e-01,5.3046880494e-01,5.3135081311e-01,5.2532464139e-01,5.2385304006e-01,5.1876078150e-01,5.1620719130e-01,5.0845808547e-01,5.0669540007e-01,5.0255040277e-01,4.9745571317e-01,4.9328493375e-01,4.9153699596e-01,4.8377866664e-01,4.8126865863e-01,4.7613867492e-01,4.7468970193e-01,4.6865297994e-01,4.6950671502e-01,4.6400239212e-01
8.650000,5.3577153079e-01,5.2986211320e-01,5.3182343572e-01,5.2487782729e-01,5.2373710625e-01,5.1861330577e-01,5.1599038157e-01,5.0877784765e-01,5.0667968718e-01,5.0211730458e-01,4.9788946501e-01,4.9329856468e-01,4.9121799348e-01,4.8399519055e-01,4.8141350971e-01,4.7625722198e-01,4.7513748826e-01,4.6817570414e-01,4.7011689622e-01,4.6424742598e-01
8.700000,5.3556466661e-01,5.2923166207e-01,5.3222606602e-01,5.2449723047e-01,5.2359375505e-01,5.1850673496e-01,5.1573059862e-01,5.0914239340e-01,5.0665356561e-01,5.0165479069e-01,4.9835235965e-01,4.9332251798e-01,4.9085426252e-01,4.8425545012e-01,4.8151669240e-01,4.7640323258e-01,4.7551894822e-01,4.6776803250e-01,4.7075192684e-01,4.6445511368e-01
8.750000,5.3539548179e-01,5.2859642475e-01,5.3251993939e-01,5.2419632828e-01,5.2343066141e-01,5.1844094184e-01,5.1544043723e-01,5.0953759468e-01,5.0661412816e-01,5.0117908298e-01,4.9882818971e-01,4.9335977933e-01,4.9045984234e-01,4.8454681093e-01,4.8157857820e-01,4.7656879521e-01,4.7582048253e-01,4.6746905793e-01,4.7139269359e-01,4.6462474972e-01
8.800000,5.3526272661e-01,5.2797466625e-01,5.3267377983e-01,5.2398558781e-01,5.2325435919e-01,5.1841313436e-01,5.1513518910e-01,5.0994564316e-01,5.0656078549e-01,5.0071057269e-01,4.9929659092e-01,4.9341102726e-01,4.9005246650e-01,4.8485387119e-01,4.8160222150e-01,4.7674716358e-01,4.7603153584e-01,4.6731038524e-01,4.7202072570e-01,4.6475756776e-01
8.850000,5.3516292247e-01,5.2738269682e-01,5.3266670834e-01,5.2387129079e-01,5.2306977994e-01,5.1841837533e-01,5.1483120492e-01,5.1034647945e-01,5.0649544778e-01,5.0027182543e-01,4.9973503275e-01,4.9347444638e-01,4.8965214007e-01,4.8516011480e-01,4.8159280745e-01,4.7693323570e-01,4.7614578493e-01,4.6731320038e-01,4.7261945124e-01,4.6485705504e-01
8.900000,5.3509028689e-01,5.2683383946e-01,5.3248993599e-01,5.2385482890e-01,5.2288009967e-01,5.1845013906e-01,5.1454426755e-01,5.1071976954e-01,5.0642214737e-01,4.9988486761e-01,5.0012152890e-01,4.9354609619e-01,4.8927916804e-01,4.8544955982e-01,4.8155706680e-01,4.7712371753e-01,4.7616185073e-01,4.6748655801e-01,4.7317524389e-01,4.6492902805e-01
8.950000,5.3503690588e-01,5.2633771187e-01,5.3214705989e-01,5.2393265312e-01,5.2268681213e-01,5.1850085357e-01,5.1428824736e-01,5.1104704802e-01,5.0634610873e-01,4.9956833954e-01,5.0043748232e-01,4.9362083044e-01,4.8895201442e-01,4.8570812792e-01,4.8150271483e-01,4.7731705289e-01,4.7608334915e-01,4.6782706997e-01,4.7367815898e-01,4.6498145895e-01
9.000000,5.3499312679e-01,5.2589988747e-01,5.3165300606e-01,5.2409690296e-01,5.2248994297e-01,5.1856239042e-01,5.1407422250e-01,5.1131362703e-01,5.0627243158e-01,4.9933513859e-01,5.0067004016e-01,4.9369360455e-01,4.8868539177e-01,4.8592454686e-01,4.8143795536e-01,4.7751320615e-01,4.7591825528e-01,4.6831995063e-01,4.7412229315e-01,4.6502407971e-01
9.050000,5.3494811521e-01,5.2552195652e-01,5.3103186942e-01,5.2433657474e-01,5.2228835440e-01,5.1862646946e-01,5.1391010556e-01,5.1150993503e-01,5.0620470543e-01,4.9919106031e-01,5.0081344944e-01,4.9376085599e-01,4.8848891605e-01,4.8609074136e-01,4.8137108353e-01,4.7771334988e-01,4.7567772252e-01,4.6894116940e-01,4.7450574498e-01,4.6506782077e-01
9.100000,5.3489050371e-01,5.2520196235e-01,5.3031404690e-01,5.2463895864e-01,5.2208013417e-01,5.1868495825e-01,5.1380067513e-01,5.1163207640e-01,5.0614394874e-01,4.9913470101e-01,5.0086914950e-01,4.9382156718e-01,4.8836653556e-01,4.8620181136e-01,4.8131020513e-01,4.7791946570e-01,4.7537462886e-01,4.6966031468e-01,4.7483020015e-01,4.6512415659e-01
9.150000,5.3480905764e-01,5.2493514510e-01,5.2953312014e-01,5.2499101553e-01,5.2186308501e-01,5.1873007335e-01,5.1374782262e-01,5.1168156637e-01,5.0608821047e-01,4.9915857263e-01,5.0084465126e-01,4.9387767217e-01,4.8831678067e-01,4.8625578802e-01,4.8126306076e-01,4.7813384383e-01,4.7502218096e-01,4.7044371330e-01,4.7510020682e-01,4.6520443338e-01
9.200000,5.3469329497e-01,5.2471489049e-01,5.2872291539e-01,5.2538039191e-01,5.2163531745e-01,5.1875452525e-01,5.1375081699e-01,5.1166436626e-01,5.0603299089e-01,4.9925108537e-01,5.0075154963e-01,4.9393364719e-01,4.8833371292e-01,4.8625336627e-01,4.8123690645e-01,4.7835848016e-01,4.7463287954e-01,4.7125737854e-01,4.7532224199e-01,4.6531924234e-01
9.250000,5.3453401588e-01,5.2453375847e-01,5.2791506677e-01,5.2579587711e-01,5.2139590588e-01,5.1875167077e-01,5.1380645839e-01,5.1158948829e-01,5.0597239019e-01,4.9939886346e-01,5.0060320645e-01,4.9399537143e-01,4.8840830869e-01,4.8619774624e-01,4.8123838038e-01,4.7859441186e-01,4.7421804372e-01,4.7206946046e-01,4.7550369239e-01,4.6547788317e-01
9.300000,5.3432372058e-01,5.2438445798e-01,5.2713726657e-01,5.2622726249e-01,5.2114551948e-01,5.1871573143e-01,5.1390909804e-01,5.1146751908e-01,5.0590067066e-01,4.9958883160e-01,5.0041266756e-01,4.9406856809e-01,4.8852993260e-01,4.8609460793e-01,4.8127329178e-01,4.7884108111e-01,4.7378793623e-01,4.7285201425e-01,4.7565188266e-01,4.6568793987e-01
9.350000,5.3405691327e-01,5.2426064123e-01,5.2641223987e-01,5.2666472754e-01,5.2088690789e-01,5.1864210249e-01,5.1405060387e-01,5.1130939646e-01,5.0581380181e-01,4.9980964781e-01,5.0019123858e-01,4.9415725542e-01,4.8868756818e-01,4.8595214094e-01,4.8134630510e-01,4.7909584769e-01,4.7335236636e-01,4.7358204731e-01,4.7577327706e-01,4.6595497112e-01
9.400000,5.3373030397e-01,5.2415741348e-01,5.2575736318e-01,5.2709800785e-01,5.2062512095e-01,5.1852773197e-01,5.1422041123e-01,5.1112566001e-01,5.0571058193e-01,5.0005230632e-01,4.9994789353e-01,4.9426261650e-01,4.8887058393e-01,4.8578098911e-01,4.8146054183e-01,4.7935377084e-01,4.7292151719e-01,4.7424192286e-01,4.7587295914e-01,4.6628230419e-01
9.450000,5.3334292484e-01,5.2407149248e-01,5.2518477619e-01,5.2751566126e-01,5.2036737391e-01,5.1837151357e-01,5.1440580075e-01,5.1092621151e-01,5.0559307428e-01,5.0030999844e-01,4.9968942536e-01,4.9438255494e-01,4.8906899395e-01,4.8559396674e-01,4.8161716138e-01,4.7960774779e-01,4.7250668210e-01,4.7481926824e-01,4.7595445650e-01,4.6667091578e-01
9.500000,5.3289617616e-01,5.2400100141e-01,5.2470181451e-01,5.2790472346e-01,5.2012252553e-01,5.1817462767e-01,5.1459249422e-01,5.1072043086e-01,5.0546629943e-01,5.0057751049e-01,4.9942105589e-01,4.9451199998e-01,4.8927336129e-01,4.8540545465e-01,4.8181499462e-01,4.7984903946e-01,4.7212061953e-01,4.7530655722e-01,4.7601992851e-01,4.6711938512e-01
9.550000,5.3239381000e-01,5.2394493676e-01,5.2431160943e-01,5.2825094014e-01,5.1990020526e-01,5.1794077794e-01,5.1476557518e-01,5.1051736699e-01,5.0533731816e-01,5.0085050164e-01,4.9914716040e-01,4.9464382866e-01,4.8947461890e-01,4.8523047005e-01,4.8205028973e-01,4.8006814420e-01,4.7177733861e-01,4.7570051918e-01,4.7607067764e-01,4.6762391115e-01
9.600000,5.3184185183e-01,5.2390240831e-01,5.2401373928e-01,5.2853960731e-01,5.1970969398e-01,5.1767629308e-01,5.1491065042e-01,5.1032571457e-01,5.0521396723e-01,5.0112494445e-01,4.9887182392e-01,4.9477014075e-01,4.8966409463e-01,4.8508349576e-01,4.8231660610e-01,4.8025591287e-01,4.7149128241e-01,4.7600149017e-01,4.7610788914e-01,4.6817839379e-01
9.650000,5.3124845386e-01,5.2387179324e-01,5.2380485948e-01,5.2875688754e-01,5.1955871791e-01,5.1739007449e-01,5.1501509950e-01,5.1015340109e-01,5.0510355504e-01,5.0139687331e-01,4.9859908530e-01,4.9488357440e-01,4.8983391721e-01,4.8497722422e-01,4.8260487649e-01,4.8040474462e-01,4.7127603825e-01,4.7621277990e-01,4.7613345910e-01,4.6877458506e-01
9.700000,5.3062367194e-01,5.2384996823e-01,5.2367927268e-01,5.2889134224e-01,5.1945234558e-01,5.1709336423e-01,5.1506922931e-01,5.1000679984e-01,5.0501178324e-01,5.0166243264e-01,4.9833288031e-01,4.9497838993e-01,4.8997779176e-01,4.8492140096e-01,4.8290366007e-01,4.8050967467e-01,4.7114283133e-01,4.7634009486e-01,4.7615074795e-01,4.6940231824e-01
9.750000,5.2997916033e-01,5.2383177737e-01,5.2362942290e-01,5.2893536115e-01,5.1939217663e-01,5.1679929152e-01,5.1506716272e-01,5.0988977646e-01,5.0494207074e-01,5.0191811099e-01,4.9807679940e-01,4.9505114206e-01,4.9009194263e-01,4.8492193823e-01,4.8319962274e-01,4.8056916871e-01,4.7109911683e-01,4.7639103575e-01,4.7616510273e-01,4.7004982013e-01
9.800000,5.2932778534e-01,5.2380985583e-01,5.2364630876e-01,5.2888619135e-01,5.1937597613e-01,5.1652215306e-01,5.1500733289e-01,5.0980289197e-01,5.0489534339e-01,5.0216100342e-01,4.9783381909e-01,4.9510087863e-01,4.9017590411e-01,4.8498042471e-01,4.8347828346e-01,4.8058547457e-01,4.7114756473e-01,4.7637467554e-01,4.7618402798e-01,4.7070410504e-01
9.850000,5.2868316746e-01,5.2377486807e-01,5.2371981742e-01,5.2874635659e-01,5.1939784626e-01,5.1627641162e-01,5.1489251030e-01,5.0974307904e-01,5.0487025058e-01,5.0238896877e-01,4.9760613970e-01,4.9512891033e-01,4.9023284275e-01,4.8509410119e-01,4.8372503698e-01,4.8056444375e-01,4.7128564470e-01,4.7630121781e-01,4.7621694662e-01,4.7135144008e-01
9.900000,5.2805917064e-01,5.2371614464e-01,5.2383898576e-01,5.2852338447e-01,5.1944894685e-01,5.1607546715e-01,5.1472934329e-01,5.0970398412e-01,5.0486370078e-01,5.0260060988e-01,4.9739520025e-01,4.9513826725e-01,4.9026921598e-01,4.8525631858e-01,4.8392639612e-01,4.8051481372e-01,4.7150589357e-01,4.7618172869e-01,4.7627456549e-01,4.7197786277e-01
9.950000,5.2746936353e-01,5.2362263092e-01,5.2399220390e-01,5.2822888880e-01,5.1951868863e-01,5.1593034386e-01,5.1452744460e-01,5.0967697522e-01,5.0487157874e-01,5.0279507331e-01,4.9720187248e-01,4.9513298559e-01,4.9029376318e-01,4.8545744572e-01,4.8407130954e-01,4.8044702709e-01,4.7179682017e-01,4.7602792738e-01,4.7636793184e-01,4.7256972549e-01
10.000000,5.2692648119e-01,5.2348400663e-01,5.2416738610e-01,5.2787715939e-01,5.1959623809e-01,5.1584851044e-01,5.1429811346e-01,5.0965262323e-01,5.0488951088e-01,5.0297171658e-01,4.9702678647e-01,4.9511735875e-01,4.9031601814e-01,4.8568614015e-01,4.8415233852e-01,4.8037174588e-01,4.7214429871e-01,4.7585200926e-01,4.7650732036e-01,4.7311423779e-01
10.050000,5.2644191554e-01,5.2329180891e-01,5.2435214379e-01,5.2748347712e-01,5.1967210183e-01,5.1583306840e-01,5.1405285159e-01,5.0962233978e-01,5.0491356849e-01,5.0312971757e-01,4.9687071507e-01,4.9509525814e-01,4.9034465928e-01,4.8593082798e-01,4.8416645951e-01,4.8029828855e-01,4.7253323658e-01,4.7566646631e-01,4.7670111729e-01,4.7359997829e-01
10.100000,5.2602526033e-01,5.2304039533e-01,5.2453399967e-01,5.2706239706e-01,5.1973951580e-01,5.1588248711e-01,5.1380190215e-01,5.0957982960e-01,5.0494082240e-01,5.0326770829e-01,4.9673493831e-01,4.9506960010e-01,4.9038604247e-01,4.8618116827e-01,4.8411531536e-01,4.8023326027e-01,4.7294927710e-01,4.7548386541e-01,4.7695486454e-01,4.7401735043e-01
10.150000,5.2568393160e-01,5.2272761413e-01,5.2470067741e-01,5.2662623218e-01,5.1979536725e-01,5.1599094519e-01,5.1355308583e-01,5.0952208663e-01,5.0496967957e-01,5.0338351610e-01,4.9662150832e-01,4.9504201873e-01,4.9044319148e-01,4.8642922970e-01,4.8400485745e-01,4.8017964547e-01,4.7338030594e-01,4.7531655033e-01,4.7727059577e-01,4.7435896091e-01
10.200000,5.2542288052e-01,5.2235509794e-01,5.2484048676e-01,5.2618393290e-01,5.1984043695e-01,5.1614919792e-01,5.1331119220e-01,5.0944979591e-01,5.0499994652e-01,5.0347408436e-01,4.9653334301e-01,4.9501279428e-01,4.9051538907e-01,4.8667011963e-01,4.8384446083e-01,4.8013657439e-01,4.7381756559e-01,4.7517624810e-01,4.7764654848e-01,4.7461990462e-01
10.250000,5.2524441093e-01,5.2192815328e-01,5.2494280284e-01,5.2574049903e-01,5.1987886876e-01,5.1634577858e-01,5.1307808752e-01,5.0936714506e-01,5.0503257997e-01,5.0353564192e-01,4.9647407861e-01,4.9498107654e-01,4.9059836703e-01,4.8690190009e-01,4.8364570694e-01,4.8009985730e-01,4.7425623955e-01,4.7507358294e-01,4.7807727941e-01,4.7479794368e-01
10.300000,5.2514810982e-01,5.2145527109e-01,5.2499861279e-01,5.2529698605e-01,5.1991693265e-01,5.1656829098e-01,5.1285353058e-01,5.0928116494e-01,5.0506912784e-01,5.0356414280e-01,4.9644765575e-01,4.9494540801e-01,4.9068497422e-01,4.8712479269e-01,4.8342107887e-01,4.8006322140e-01,4.7469544214e-01,4.7501752644e-01,4.7855415847e-01,4.7489357245e-01
10.350000,5.2513089575e-01,5.2094732707e-01,5.2500108099e-01,5.2485108637e-01,5.1996131277e-01,5.1680456696e-01,5.1263649519e-01,5.0920078151e-01,5.0511093408e-01,5.0355592526e-01,4.9645768159e-01,4.9490448455e-01,4.9076613951e-01,4.8733986885e-01,4.8318279739e-01,4.8002001935e-01,4.7513763174e-01,4.7501483498e-01,4.7906617232e-01,4.7490996377e-01
10.400000,5.2518718506e-01,5.2041657090e-01,5.2494606793e-01,5.2439818778e-01,5.2001727596e-01,5.1704352372e-01,5.1242664384e-01,5.0913576623e-01,5.0515826059e-01,5.0350846728e-01,4.9650668633e-01,4.9485801098e-01,4.9083193751e-01,4.8754757760e-01,4.8294196389e-01,4.7996505351e-01,4.7558754531e-01,4.7506954045e-01,4.7960093871e-01,4.7485279643e-01
10.450000,5.2530917008e-01,5.1987552125e-01,5.2483253168e-01,5.2393274828e-01,5.2008711898e-01,5.1727563089e-01,5.1222554534e-01,5.0909573701e-01,5.0520955305e-01,5.0342104599e-01,4.9659546227e-01,4.9480743184e-01,4.9087260251e-01,4.8774651822e-01,4.8270809982e-01,4.7989611643e-01,4.7605081598e-01,4.7518256569e-01,4.8014581477e-01,4.7472996993e-01
10.500000,5.2548719580e-01,5.1933589030e-01,5.2466274555e-01,5.2344978643e-01,5.2016923506e-01,5.1749296776e-01,5.1203730181e-01,5.0908930030e-01,5.0526110082e-01,5.0329510668e-01,4.9672267909e-01,4.9475628830e-01,4.9087939905e-01,4.8793279407e-01,4.8248910037e-01,4.7981490675e-01,4.7653247712e-01,4.7535152870e-01,4.8068897555e-01,4.7455122051e-01
10.550000,5.2571021234e-01,5.1880765845e-01,5.2444228092e-01,5.2294627190e-01,5.2025799432e-01,5.1768891372e-01,5.1186842791e-01,5.0912335670e-01,5.0530729011e-01,5.0313422411e-01,4.9688489565e-01,4.9470999754e-01,4.9084532744e-01,4.8810010794e-01,4.8229155624e-01,4.7972712760e-01,4.7703556972e-01,4.7557078362e-01,4.8122034228e-01,4.7432766148e-01
10.600000,5.2596627275e-01,5.1829840724e-01,5.2417972727e-01,5.2242221240e-01,5.2034443583e-01,5.1785757872e-01,5.1172704489e-01,5.0920253688e-01,5.0534152164e-01,5.0294367895e-01,4.9707695059e-01,4.9467497533e-01,4.9076569837e-01,4.8824053963e-01,4.8212133412e-01,4.7964177392e-01,4.7756005785e-01,4.7583172140e-01,4.8173225275e-01,4.7407127948e-01
